_id,co_mun,no_mun,ano,variavel,inf_categoria,inf_subcategoria,valor
721,2700300,Arapiraca,2006,Frota,veículos,1.1.4. Caminhão trator,191
722,2700300,Arapiraca,2006,Frota,veículos,1.1.5. Caminhonete,1903
723,2700300,Arapiraca,2006,Frota,veículos,1.1.6. Camioneta,1860
724,2700300,Arapiraca,2006,Frota,veículos,1.1.7. Chassi plataforma,0
725,2700300,Arapiraca,2006,Frota,veículos,1.1.8. Ciclomotor,1
726,2700300,Arapiraca,2006,Frota,veículos,1.1.9. Micro-ônibus,257
727,2700300,Arapiraca,2007,Frota,veículos,1. Veículo,40431
728,2700300,Arapiraca,2007,Frota,veículos,1.1.1. Automóvel,13029
729,2700300,Arapiraca,2007,Frota,veículos,1.1.10. Motocicleta,14129
730,2700300,Arapiraca,2007,Frota,veículos,1.1.11. Motoneta,5641
731,2700300,Arapiraca,2007,Frota,veículos,1.1.12. Ônibus,203
732,2700300,Arapiraca,2007,Frota,veículos,1.1.13. Quadriciclo,0
733,2700300,Arapiraca,2007,Frota,veículos,1.1.14. Reboque,353
734,2700300,Arapiraca,2007,Frota,veículos,1.1.15. Semi-reboque,294
735,2700300,Arapiraca,2007,Frota,veículos,1.1.16. Sidecar,10
736,2700300,Arapiraca,2007,Frota,veículos,1.1.17. Trator de esteira,0
737,2700300,Arapiraca,2007,Frota,veículos,1.1.18. Trator de rodas,0
738,2700300,Arapiraca,2007,Frota,veículos,1.1.19. Triciclo,3
739,2700300,Arapiraca,2007,Frota,veículos,1.1.2. Bonde,0
740,2700300,Arapiraca,2007,Frota,veículos,1.1.20. Utilitário,62
741,2700300,Arapiraca,2007,Frota,veículos,1.1.21. Outros,2
742,2700300,Arapiraca,2007,Frota,veículos,1.1.3. Caminhão,2136
743,2700300,Arapiraca,2007,Frota,veículos,1.1.4. Caminhão trator,213
744,2700300,Arapiraca,2007,Frota,veículos,1.1.5. Caminhonete,2649
745,2700300,Arapiraca,2007,Frota,veículos,1.1.6. Camioneta,1407
746,2700300,Arapiraca,2007,Frota,veículos,1.1.7. Chassi plataforma,1
747,2700300,Arapiraca,2007,Frota,veículos,1.1.8. Ciclomotor,1
748,2700300,Arapiraca,2007,Frota,veículos,1.1.9. Micro-ônibus,298
749,2700300,Arapiraca,2009,Frota,veículos,1. Veículo,50157
750,2700300,Arapiraca,2009,Frota,veículos,1.1.1. Automóvel,15531
751,2700300,Arapiraca,2009,Frota,veículos,1.1.10. Motocicleta,18789
752,2700300,Arapiraca,2009,Frota,veículos,1.1.11. Motoneta,7424
753,2700300,Arapiraca,2009,Frota,veículos,1.1.12. Ônibus,230
754,2700300,Arapiraca,2009,Frota,veículos,1.1.13. Quadriciclo,0
755,2700300,Arapiraca,2009,Frota,veículos,1.1.14. Reboque,456
756,2700300,Arapiraca,2009,Frota,veículos,1.1.15. Semi-reboque,361
757,2700300,Arapiraca,2009,Frota,veículos,1.1.16. Sidecar,10
758,2700300,Arapiraca,2009,Frota,veículos,1.1.17. Trator de esteira,0
759,2700300,Arapiraca,2009,Frota,veículos,1.1.18. Trator de rodas,0
760,2700300,Arapiraca,2009,Frota,veículos,1.1.19. Triciclo,10
761,2700300,Arapiraca,2009,Frota,veículos,1.1.2. Bonde,0
762,2700300,Arapiraca,2009,Frota,veículos,1.1.20. Utilitário,106
763,2700300,Arapiraca,2009,Frota,veículos,1.1.21. Outros,1
764,2700300,Arapiraca,2009,Frota,veículos,1.1.3. Caminhão,2280
765,2700300,Arapiraca,2009,Frota,veículos,1.1.4. Caminhão trator,255
766,2700300,Arapiraca,2009,Frota,veículos,1.1.5. Caminhonete,3423
767,2700300,Arapiraca,2009,Frota,veículos,1.1.6. Camioneta,911
768,2700300,Arapiraca,2009,Frota,veículos,1.1.7. Chassi plataforma,1
769,2700300,Arapiraca,2009,Frota,veículos,1.1.8. Ciclomotor,1
770,2700300,Arapiraca,2009,Frota,veículos,1.1.9. Micro-ônibus,368
771,2700300,Arapiraca,2010,Frota,veículos,1. Veículo,55920
772,2700300,Arapiraca,2010,Frota,veículos,1.1.1. Automóvel,17234
773,2700300,Arapiraca,2010,Frota,veículos,1.1.10. Motocicleta,21266
774,2700300,Arapiraca,2010,Frota,veículos,1.1.11. Motoneta,8189
775,2700300,Arapiraca,2010,Frota,veículos,1.1.12. Ônibus,256
776,2700300,Arapiraca,2010,Frota,veículos,1.1.13. Quadriciclo,0
777,2700300,Arapiraca,2010,Frota,veículos,1.1.14. Reboque,537
778,2700300,Arapiraca,2010,Frota,veículos,1.1.15. Semi-reboque,443
779,2700300,Arapiraca,2010,Frota,veículos,1.1.16. Sidecar,10
780,2700300,Arapiraca,2010,Frota,veículos,1.1.17. Trator de esteira,0
781,2700300,Arapiraca,2010,Frota,veículos,1.1.18. Trator de rodas,0
782,2700300,Arapiraca,2010,Frota,veículos,1.1.19. Triciclo,13
783,2700300,Arapiraca,2010,Frota,veículos,1.1.2. Bonde,0
784,2700300,Arapiraca,2010,Frota,veículos,1.1.20. Utilitário,139
785,2700300,Arapiraca,2010,Frota,veículos,1.1.21. Outros,1
786,2700300,Arapiraca,2010,Frota,veículos,1.1.3. Caminhão,2437
787,2700300,Arapiraca,2010,Frota,veículos,1.1.4. Caminhão trator,295
788,2700300,Arapiraca,2010,Frota,veículos,1.1.5. Caminhonete,3755
789,2700300,Arapiraca,2010,Frota,veículos,1.1.6. Camioneta,927
790,2700300,Arapiraca,2010,Frota,veículos,1.1.7. Chassi plataforma,2
791,2700300,Arapiraca,2010,Frota,veículos,1.1.8. Ciclomotor,2
792,2700300,Arapiraca,2010,Frota,veículos,1.1.9. Micro-ônibus,414
793,2700300,Arapiraca,2011,Frota,veículos,1. Veículo,62079
794,2700300,Arapiraca,2011,Frota,veículos,1.1.1. Automóvel,18951
795,2700300,Arapiraca,2011,Frota,veículos,1.1.10. Motocicleta,23870
796,2700300,Arapiraca,2011,Frota,veículos,1.1.11. Motoneta,9152
797,2700300,Arapiraca,2011,Frota,veículos,1.1.12. Ônibus,273
798,2700300,Arapiraca,2011,Frota,veículos,1.1.13. Quadriciclo,0
799,2700300,Arapiraca,2011,Frota,veículos,1.1.14. Reboque,643
800,2700300,Arapiraca,2011,Frota,veículos,1.1.15. Semi-reboque,517
801,2700300,Arapiraca,2011,Frota,veículos,1.1.16. Sidecar,10
802,2700300,Arapiraca,2011,Frota,veículos,1.1.17. Trator de esteira,0
803,2700300,Arapiraca,2011,Frota,veículos,1.1.18. Trator de rodas,0
804,2700300,Arapiraca,2011,Frota,veículos,1.1.19. Triciclo,20
805,2700300,Arapiraca,2011,Frota,veículos,1.1.2. Bonde,0
806,2700300,Arapiraca,2011,Frota,veículos,1.1.20. Utilitário,170
807,2700300,Arapiraca,2011,Frota,veículos,1.1.21. Outros,2
808,2700300,Arapiraca,2011,Frota,veículos,1.1.3. Caminhão,2639
809,2700300,Arapiraca,2011,Frota,veículos,1.1.4. Caminhão trator,334
810,2700300,Arapiraca,2011,Frota,veículos,1.1.5. Caminhonete,4080
811,2700300,Arapiraca,2011,Frota,veículos,1.1.6. Camioneta,983
812,2700300,Arapiraca,2011,Frota,veículos,1.1.7. Chassi plataforma,2
813,2700300,Arapiraca,2011,Frota,veículos,1.1.8. Ciclomotor,2
814,2700300,Arapiraca,2011,Frota,veículos,1.1.9. Micro-ônibus,431
815,2700300,Arapiraca,2012,Frota,veículos,1. Veículo,68913
816,2700300,Arapiraca,2012,Frota,veículos,1.1.1. Automóvel,21273
817,2700300,Arapiraca,2012,Frota,veículos,1.1.10. Motocicleta,26470
818,2700300,Arapiraca,2012,Frota,veículos,1.1.11. Motoneta,10063
819,2700300,Arapiraca,2012,Frota,veículos,1.1.12. Ônibus,305
820,2700300,Arapiraca,2012,Frota,veículos,1.1.13. Quadriciclo,0
821,2700300,Arapiraca,2012,Frota,veículos,1.1.14. Reboque,790
822,2700300,Arapiraca,2012,Frota,veículos,1.1.15. Semi-reboque,575
823,2700300,Arapiraca,2012,Frota,veículos,1.1.16. Sidecar,10
824,2700300,Arapiraca,2012,Frota,veículos,1.1.17. Trator de esteira,0
825,2700300,Arapiraca,2012,Frota,veículos,1.1.18. Trator de rodas,0
826,2700300,Arapiraca,2012,Frota,veículos,1.1.19. Triciclo,24
827,2700300,Arapiraca,2012,Frota,veículos,1.1.2. Bonde,0
828,2700300,Arapiraca,2012,Frota,veículos,1.1.20. Utilitário,210
829,2700300,Arapiraca,2012,Frota,veículos,1.1.21. Outros,2
830,2700300,Arapiraca,2012,Frota,veículos,1.1.3. Caminhão,2716
831,2700300,Arapiraca,2012,Frota,veículos,1.1.4. Caminhão trator,367
832,2700300,Arapiraca,2012,Frota,veículos,1.1.5. Caminhonete,4588
833,2700300,Arapiraca,2012,Frota,veículos,1.1.6. Camioneta,1088
834,2700300,Arapiraca,2012,Frota,veículos,1.1.7. Chassi plataforma,2
835,2700300,Arapiraca,2012,Frota,veículos,1.1.8. Ciclomotor,2
836,2700300,Arapiraca,2012,Frota,veículos,1.1.9. Micro-ônibus,428
837,2700300,Arapiraca,2013,Frota,veículos,1. Veículo,76264
838,2700300,Arapiraca,2013,Frota,veículos,1.1.1. Automóvel,23749
839,2700300,Arapiraca,2013,Frota,veículos,1.1.10. Motocicleta,29273
840,2700300,Arapiraca,2013,Frota,veículos,1.1.11. Motoneta,11083
841,2700300,Arapiraca,2013,Frota,veículos,1.1.12. Ônibus,316
842,2700300,Arapiraca,2013,Frota,veículos,1.1.13. Quadriciclo,0
843,2700300,Arapiraca,2013,Frota,veículos,1.1.14. Reboque,964
844,2700300,Arapiraca,2013,Frota,veículos,1.1.15. Semi-reboque,666
845,2700300,Arapiraca,2013,Frota,veículos,1.1.16. Sidecar,10
846,2700300,Arapiraca,2013,Frota,veículos,1.1.17. Trator de esteira,0
847,2700300,Arapiraca,2013,Frota,veículos,1.1.18. Trator de rodas,0
848,2700300,Arapiraca,2013,Frota,veículos,1.1.19. Triciclo,24
849,2700300,Arapiraca,2013,Frota,veículos,1.1.2. Bonde,0
850,2700300,Arapiraca,2013,Frota,veículos,1.1.20. Utilitário,265
851,2700300,Arapiraca,2013,Frota,veículos,1.1.21. Outros,2
852,2700300,Arapiraca,2013,Frota,veículos,1.1.3. Caminhão,2803
853,2700300,Arapiraca,2013,Frota,veículos,1.1.4. Caminhão trator,391
854,2700300,Arapiraca,2013,Frota,veículos,1.1.5. Caminhonete,5092
855,2700300,Arapiraca,2013,Frota,veículos,1.1.6. Camioneta,1219
856,2700300,Arapiraca,2013,Frota,veículos,1.1.7. Chassi plataforma,1
857,2700300,Arapiraca,2013,Frota,veículos,1.1.8. Ciclomotor,4
858,2700300,Arapiraca,2013,Frota,veículos,1.1.9. Micro-ônibus,402
859,2700300,Arapiraca,2014,Frota,veículos,1. Veículo,83445
860,2700300,Arapiraca,2014,Frota,veículos,1.1.1. Automóvel,26090
861,2700300,Arapiraca,2014,Frota,veículos,1.1.10. Motocicleta,32198
862,2700300,Arapiraca,2014,Frota,veículos,1.1.11. Motoneta,12008
863,2700300,Arapiraca,2014,Frota,veículos,1.1.12. Ônibus,330
864,2700300,Arapiraca,2014,Frota,veículos,1.1.13. Quadriciclo,0
865,2700300,Arapiraca,2014,Frota,veículos,1.1.14. Reboque,1139
866,2700300,Arapiraca,2014,Frota,veículos,1.1.15. Semi-reboque,722
867,2700300,Arapiraca,2014,Frota,veículos,1.1.16. Sidecar,10
868,2700300,Arapiraca,2014,Frota,veículos,1.1.17. Trator de esteira,0
869,2700300,Arapiraca,2014,Frota,veículos,1.1.18. Trator de rodas,0
870,2700300,Arapiraca,2014,Frota,veículos,1.1.19. Triciclo,26
871,2700300,Arapiraca,2014,Frota,veículos,1.1.2. Bonde,0
872,2700300,Arapiraca,2014,Frota,veículos,1.1.20. Utilitário,307
873,2700300,Arapiraca,2014,Frota,veículos,1.1.21. Outros,2
874,2700300,Arapiraca,2014,Frota,veículos,1.1.3. Caminhão,2866
875,2700300,Arapiraca,2014,Frota,veículos,1.1.4. Caminhão trator,404
876,2700300,Arapiraca,2014,Frota,veículos,1.1.5. Caminhonete,5576
877,2700300,Arapiraca,2014,Frota,veículos,1.1.6. Camioneta,1362
878,2700300,Arapiraca,2014,Frota,veículos,1.1.7. Chassi plataforma,1
879,2700300,Arapiraca,2014,Frota,veículos,1.1.8. Ciclomotor,4
880,2700300,Arapiraca,2014,Frota,veículos,1.1.9. Micro-ônibus,400
881,2700300,Arapiraca,2015,Frota,veículos,1. Veículo,89428
882,2700300,Arapiraca,2015,Frota,veículos,1.1.1. Automóvel,27924
883,2700300,Arapiraca,2015,Frota,veículos,1.1.10. Motocicleta,34824
884,2700300,Arapiraca,2015,Frota,veículos,1.1.11. Motoneta,12765
885,2700300,Arapiraca,2015,Frota,veículos,1.1.12. Ônibus,343
886,2700300,Arapiraca,2015,Frota,veículos,1.1.13. Quadriciclo,0
887,2700300,Arapiraca,2015,Frota,veículos,1.1.14. Reboque,1304
888,2700300,Arapiraca,2015,Frota,veículos,1.1.15. Semi-reboque,769
889,2700300,Arapiraca,2015,Frota,veículos,1.1.16. Sidecar,10
890,2700300,Arapiraca,2015,Frota,veículos,1.1.17. Trator de esteira,0
891,2700300,Arapiraca,2015,Frota,veículos,1.1.18. Trator de rodas,0
892,2700300,Arapiraca,2015,Frota,veículos,1.1.19. Triciclo,26
893,2700300,Arapiraca,2015,Frota,veículos,1.1.2. Bonde,0
894,2700300,Arapiraca,2015,Frota,veículos,1.1.20. Utilitário,368
895,2700300,Arapiraca,2015,Frota,veículos,1.1.21. Outros,3
896,2700300,Arapiraca,2015,Frota,veículos,1.1.3. Caminhão,2894
897,2700300,Arapiraca,2015,Frota,veículos,1.1.4. Caminhão trator,394
898,2700300,Arapiraca,2015,Frota,veículos,1.1.5. Caminhonete,5927
899,2700300,Arapiraca,2015,Frota,veículos,1.1.6. Camioneta,1455
900,2700300,Arapiraca,2015,Frota,veículos,1.1.7. Chassi plataforma,1
901,2700300,Arapiraca,2015,Frota,veículos,1.1.8. Ciclomotor,20
902,2700300,Arapiraca,2015,Frota,veículos,1.1.9. Micro-ônibus,401
903,2700300,Arapiraca,2016,Frota,veículos,1. Veículo,94237
904,2700300,Arapiraca,2016,Frota,veículos,1.1.1. Automóvel,29272
905,2700300,Arapiraca,2016,Frota,veículos,1.1.10. Motocicleta,37190
906,2700300,Arapiraca,2016,Frota,veículos,1.1.11. Motoneta,13258
907,2700300,Arapiraca,2016,Frota,veículos,1.1.12. Ônibus,379
908,2700300,Arapiraca,2016,Frota,veículos,1.1.13. Quadriciclo,0
909,2700300,Arapiraca,2016,Frota,veículos,1.1.14. Reboque,1493
910,2700300,Arapiraca,2016,Frota,veículos,1.1.15. Semi-reboque,807
911,2700300,Arapiraca,2016,Frota,veículos,1.1.16. Sidecar,10
912,2700300,Arapiraca,2016,Frota,veículos,1.1.17. Trator de esteira,0
913,2700300,Arapiraca,2016,Frota,veículos,1.1.18. Trator de rodas,0
914,2700300,Arapiraca,2016,Frota,veículos,1.1.19. Triciclo,27
915,2700300,Arapiraca,2016,Frota,veículos,1.1.2. Bonde,0
916,2700300,Arapiraca,2016,Frota,veículos,1.1.20. Utilitário,380
917,2700300,Arapiraca,2016,Frota,veículos,1.1.21. Outros,3
918,2700300,Arapiraca,2016,Frota,veículos,1.1.3. Caminhão,2883
919,2700300,Arapiraca,2016,Frota,veículos,1.1.4. Caminhão trator,395
920,2700300,Arapiraca,2016,Frota,veículos,1.1.5. Caminhonete,6164
921,2700300,Arapiraca,2016,Frota,veículos,1.1.6. Camioneta,1556
922,2700300,Arapiraca,2016,Frota,veículos,1.1.7. Chassi plataforma,1
923,2700300,Arapiraca,2016,Frota,veículos,1.1.8. Ciclomotor,29
924,2700300,Arapiraca,2016,Frota,veículos,1.1.9. Micro-ônibus,390
925,2700300,Arapiraca,2017,Frota,veículos,1. Veículo,99114
926,2700300,Arapiraca,2017,Frota,veículos,1.1.1. Automóvel,30883
927,2700300,Arapiraca,2017,Frota,veículos,1.1.10. Motocicleta,39331
928,2700300,Arapiraca,2017,Frota,veículos,1.1.11. Motoneta,13675
929,2700300,Arapiraca,2017,Frota,veículos,1.1.12. Ônibus,411
930,2700300,Arapiraca,2017,Frota,veículos,1.1.13. Quadriciclo,0
931,2700300,Arapiraca,2017,Frota,veículos,1.1.14. Reboque,1641
932,2700300,Arapiraca,2017,Frota,veículos,1.1.15. Semi-reboque,855
933,2700300,Arapiraca,2017,Frota,veículos,1.1.16. Sidecar,10
934,2700300,Arapiraca,2017,Frota,veículos,1.1.17. Trator de esteira,0
935,2700300,Arapiraca,2017,Frota,veículos,1.1.18. Trator de rodas,0
936,2700300,Arapiraca,2017,Frota,veículos,1.1.19. Triciclo,30
937,2700300,Arapiraca,2017,Frota,veículos,1.1.2. Bonde,0
938,2700300,Arapiraca,2017,Frota,veículos,1.1.20. Utilitário,439
939,2700300,Arapiraca,2017,Frota,veículos,1.1.21. Outros,3
940,2700300,Arapiraca,2017,Frota,veículos,1.1.3. Caminhão,2866
941,2700300,Arapiraca,2017,Frota,veículos,1.1.4. Caminhão trator,413
942,2700300,Arapiraca,2017,Frota,veículos,1.1.5. Caminhonete,6456
943,2700300,Arapiraca,2017,Frota,veículos,1.1.6. Camioneta,1665
944,2700300,Arapiraca,2017,Frota,veículos,1.1.7. Chassi plataforma,1
945,2700300,Arapiraca,2017,Frota,veículos,1.1.8. Ciclomotor,41
946,2700300,Arapiraca,2017,Frota,veículos,1.1.9. Micro-ônibus,394
947,2700300,Arapiraca,2018,Frota,veículos,1. Veículo,104908
948,2700300,Arapiraca,2018,Frota,veículos,1.1.1. Automóvel,32635
949,2700300,Arapiraca,2018,Frota,veículos,1.1.10. Motocicleta,41677
950,2700300,Arapiraca,2018,Frota,veículos,1.1.11. Motoneta,14247
951,2700300,Arapiraca,2018,Frota,veículos,1.1.12. Ônibus,445
952,2700300,Arapiraca,2018,Frota,veículos,1.1.13. Quadriciclo,0
953,2700300,Arapiraca,2018,Frota,veículos,1.1.14. Reboque,1820
954,2700300,Arapiraca,2018,Frota,veículos,1.1.15. Semi-reboque,894
955,2700300,Arapiraca,2018,Frota,veículos,1.1.16. Sidecar,10
956,2700300,Arapiraca,2018,Frota,veículos,1.1.17. Trator de esteira,0
957,2700300,Arapiraca,2018,Frota,veículos,1.1.18. Trator de rodas,0
958,2700300,Arapiraca,2018,Frota,veículos,1.1.19. Triciclo,39
959,2700300,Arapiraca,2018,Frota,veículos,1.1.2. Bonde,0
960,2700300,Arapiraca,2018,Frota,veículos,1.1.20. Utilitário,517
961,2700300,Arapiraca,2018,Frota,veículos,1.1.21. Outros,3
962,2700300,Arapiraca,2018,Frota,veículos,1.1.3. Caminhão,2950
963,2700300,Arapiraca,2018,Frota,veículos,1.1.4. Caminhão trator,454
964,2700300,Arapiraca,2018,Frota,veículos,1.1.5. Caminhonete,6753
965,2700300,Arapiraca,2018,Frota,veículos,1.1.6. Camioneta,1819
966,2700300,Arapiraca,2018,Frota,veículos,1.1.7. Chassi plataforma,1
967,2700300,Arapiraca,2018,Frota,veículos,1.1.8. Ciclomotor,234
968,2700300,Arapiraca,2018,Frota,veículos,1.1.9. Micro-ônibus,410
969,2700300,Arapiraca,2019,Frota,veículos,1. Veículo,111742
970,2700300,Arapiraca,2019,Frota,veículos,1.1.1. Automóvel,34473
971,2700300,Arapiraca,2019,Frota,veículos,1.1.10. Motocicleta,44111
972,2700300,Arapiraca,2019,Frota,veículos,1.1.11. Motoneta,14957
973,2700300,Arapiraca,2019,Frota,veículos,1.1.12. Ônibus,503
974,2700300,Arapiraca,2019,Frota,veículos,1.1.13. Quadriciclo,0
975,2700300,Arapiraca,2019,Frota,veículos,1.1.14. Reboque,1992
976,2700300,Arapiraca,2019,Frota,veículos,1.1.15. Semi-reboque,890
977,2700300,Arapiraca,2019,Frota,veículos,1.1.16. Sidecar,10
978,2700300,Arapiraca,2019,Frota,veículos,1.1.17. Trator de esteira,0
979,2700300,Arapiraca,2019,Frota,veículos,1.1.18. Trator de rodas,0
980,2700300,Arapiraca,2019,Frota,veículos,1.1.19. Triciclo,40
981,2700300,Arapiraca,2019,Frota,veículos,1.1.2. Bonde,0
982,2700300,Arapiraca,2019,Frota,veículos,1.1.20. Utilitário,594
983,2700300,Arapiraca,2019,Frota,veículos,1.1.21. Outros,3
984,2700300,Arapiraca,2019,Frota,veículos,1.1.3. Caminhão,3020
985,2700300,Arapiraca,2019,Frota,veículos,1.1.4. Caminhão trator,465
986,2700300,Arapiraca,2019,Frota,veículos,1.1.5. Caminhonete,7113
987,2700300,Arapiraca,2019,Frota,veículos,1.1.6. Camioneta,1952
988,2700300,Arapiraca,2019,Frota,veículos,1.1.7. Chassi plataforma,1
989,2700300,Arapiraca,2019,Frota,veículos,1.1.8. Ciclomotor,1212
990,2700300,Arapiraca,2019,Frota,veículos,1.1.9. Micro-ônibus,406
991,2700300,Arapiraca,2020,Frota,veículos,1. Veículo,117937
992,2700300,Arapiraca,2020,Frota,veículos,1.1.1. Automóvel,36913
993,2700300,Arapiraca,2020,Frota,veículos,1.1.10. Motocicleta,46145
994,2700300,Arapiraca,2020,Frota,veículos,1.1.11. Motoneta,15491
995,2700300,Arapiraca,2020,Frota,veículos,1.1.12. Ônibus,554
996,2700300,Arapiraca,2020,Frota,veículos,1.1.13. Quadriciclo,0
997,2700300,Arapiraca,2020,Frota,veículos,1.1.14. Reboque,2203
998,2700300,Arapiraca,2020,Frota,veículos,1.1.15. Semi-reboque,954
999,2700300,Arapiraca,2020,Frota,veículos,1.1.16. Sidecar,10
1000,2700300,Arapiraca,2020,Frota,veículos,1.1.17. Trator de esteira,0
1001,2700300,Arapiraca,2020,Frota,veículos,1.1.18. Trator de rodas,0
1002,2700300,Arapiraca,2020,Frota,veículos,1.1.19. Triciclo,39
1003,2700300,Arapiraca,2020,Frota,veículos,1.1.2. Bonde,0
1004,2700300,Arapiraca,2020,Frota,veículos,1.1.20. Utilitário,722
1005,2700300,Arapiraca,2020,Frota,veículos,1.1.21. Outros,3
1006,2700300,Arapiraca,2020,Frota,veículos,1.1.3. Caminhão,3087
1007,2700300,Arapiraca,2020,Frota,veículos,1.1.4. Caminhão trator,507
1008,2700300,Arapiraca,2020,Frota,veículos,1.1.5. Caminhonete,7452
1009,2700300,Arapiraca,2020,Frota,veículos,1.1.6. Camioneta,2096
1010,2700300,Arapiraca,2020,Frota,veículos,1.1.7. Chassi plataforma,1
1011,2700300,Arapiraca,2020,Frota,veículos,1.1.8. Ciclomotor,1326
1012,2700300,Arapiraca,2020,Frota,veículos,1.1.9. Micro-ônibus,434
1013,2700300,Arapiraca,2021,Frota,veículos,1. Veículo,124406
1014,2700300,Arapiraca,2021,Frota,veículos,1.1.1. Automóvel,38930
1015,2700300,Arapiraca,2021,Frota,veículos,1.1.10. Motocicleta,48641
1016,2700300,Arapiraca,2021,Frota,veículos,1.1.11. Motoneta,16130
1017,2700300,Arapiraca,2021,Frota,veículos,1.1.12. Ônibus,623
1018,2700300,Arapiraca,2021,Frota,veículos,1.1.13. Quadriciclo,0
1019,2700300,Arapiraca,2021,Frota,veículos,1.1.14. Reboque,2381
1020,2700300,Arapiraca,2021,Frota,veículos,1.1.15. Semi-reboque,1010
1021,2700300,Arapiraca,2021,Frota,veículos,1.1.16. Sidecar,10
1022,2700300,Arapiraca,2021,Frota,veículos,1.1.17. Trator de esteira,0
1023,2700300,Arapiraca,2021,Frota,veículos,1.1.18. Trator de rodas,0
1024,2700300,Arapiraca,2021,Frota,veículos,1.1.19. Triciclo,39
1025,2700300,Arapiraca,2021,Frota,veículos,1.1.2. Bonde,0
1026,2700300,Arapiraca,2021,Frota,veículos,1.1.20. Utilitário,1022
1027,2700300,Arapiraca,2021,Frota,veículos,1.1.21. Outros,5
1028,2700300,Arapiraca,2021,Frota,veículos,1.1.3. Caminhão,3254
1029,2700300,Arapiraca,2021,Frota,veículos,1.1.4. Caminhão trator,542
1030,2700300,Arapiraca,2021,Frota,veículos,1.1.5. Caminhonete,7738
1031,2700300,Arapiraca,2021,Frota,veículos,1.1.6. Camioneta,2248
1032,2700300,Arapiraca,2021,Frota,veículos,1.1.7. Chassi plataforma,1
1033,2700300,Arapiraca,2021,Frota,veículos,1.1.8. Ciclomotor,1379
1034,2700300,Arapiraca,2021,Frota,veículos,1.1.9. Micro-ônibus,453
1035,2700300,Arapiraca,2022,Frota,veículos,1. Veículo,130573
1036,2700300,Arapiraca,2022,Frota,veículos,1.1.1. Automóvel,40438
1037,2700300,Arapiraca,2022,Frota,veículos,1.1.10. Motocicleta,51300
1038,2700300,Arapiraca,2022,Frota,veículos,1.1.11. Motoneta,16958
1039,2700300,Arapiraca,2022,Frota,veículos,1.1.12. Ônibus,649
1040,2700300,Arapiraca,2022,Frota,veículos,1.1.13. Quadriciclo,0
1041,2700300,Arapiraca,2022,Frota,veículos,1.1.14. Reboque,2566
1042,2700300,Arapiraca,2022,Frota,veículos,1.1.15. Semi-reboque,1098
1043,2700300,Arapiraca,2022,Frota,veículos,1.1.16. Sidecar,10
1044,2700300,Arapiraca,2022,Frota,veículos,1.1.17. Trator de esteira,0
1045,2700300,Arapiraca,2022,Frota,veículos,1.1.18. Trator de rodas,0
1046,2700300,Arapiraca,2022,Frota,veículos,1.1.19. Triciclo,38
1047,2700300,Arapiraca,2022,Frota,veículos,1.1.2. Bonde,0
1048,2700300,Arapiraca,2022,Frota,veículos,1.1.20. Utilitário,1216
1049,2700300,Arapiraca,2022,Frota,veículos,1.1.21. Outros,9
1050,2700300,Arapiraca,2022,Frota,veículos,1.1.3. Caminhão,3331
1051,2700300,Arapiraca,2022,Frota,veículos,1.1.4. Caminhão trator,578
1052,2700300,Arapiraca,2022,Frota,veículos,1.1.5. Caminhonete,8046
1053,2700300,Arapiraca,2022,Frota,veículos,1.1.6. Camioneta,2425
1054,2700300,Arapiraca,2022,Frota,veículos,1.1.7. Chassi plataforma,1
1055,2700300,Arapiraca,2022,Frota,veículos,1.1.8. Ciclomotor,1427
1056,2700300,Arapiraca,2022,Frota,veículos,1.1.9. Micro-ônibus,483
1057,2700409,Atalaia,2006,Frota,veículos,1. Veículo,2068
1058,2700409,Atalaia,2006,Frota,veículos,1.1.1. Automóvel,1233
1059,2700409,Atalaia,2006,Frota,veículos,1.1.10. Motocicleta,206
1060,2700409,Atalaia,2006,Frota,veículos,1.1.11. Motoneta,12
1061,2700409,Atalaia,2006,Frota,veículos,1.1.12. Ônibus,61
1062,2700409,Atalaia,2006,Frota,veículos,1.1.13. Quadriciclo,0
1063,2700409,Atalaia,2006,Frota,veículos,1.1.14. Reboque,74
1064,2700409,Atalaia,2006,Frota,veículos,1.1.15. Semi-reboque,26
1065,2700409,Atalaia,2006,Frota,veículos,1.1.16. Sidecar,0
1066,2700409,Atalaia,2006,Frota,veículos,1.1.17. Trator de esteira,0
1067,2700409,Atalaia,2006,Frota,veículos,1.1.18. Trator de rodas,0
1068,2700409,Atalaia,2006,Frota,veículos,1.1.19. Triciclo,0
1069,2700409,Atalaia,2006,Frota,veículos,1.1.2. Bonde,0
1070,2700409,Atalaia,2006,Frota,veículos,1.1.20. Utilitário,0
1071,2700409,Atalaia,2006,Frota,veículos,1.1.21. Outros,1
1072,2700409,Atalaia,2006,Frota,veículos,1.1.3. Caminhão,195
1073,2700409,Atalaia,2006,Frota,veículos,1.1.4. Caminhão trator,7
1074,2700409,Atalaia,2006,Frota,veículos,1.1.5. Caminhonete,66
1075,2700409,Atalaia,2006,Frota,veículos,1.1.6. Camioneta,151
1076,2700409,Atalaia,2006,Frota,veículos,1.1.7. Chassi plataforma,1
1077,2700409,Atalaia,2006,Frota,veículos,1.1.8. Ciclomotor,0
