_id,co_mun,no_mun,ano,variavel,produto_tipo,produto_variavel,valor
12524,2703304,Inhapi,2020.0,Aquicultura,"Outros produtos (rã, jacaré, siri, caranguejo, lagosta, etc) (Nenhuma)",Produção da aquicultura,...
12525,2703304,Inhapi,2020.0,Aquicultura,Pacu e patinga,Valor da produção (Mil Reais),...
12526,2703304,Inhapi,2020.0,Aquicultura,Pacu e patinga (Quilogramas),Produção da aquicultura,...
12527,2703304,Inhapi,2020.0,Aquicultura,"Piau, piapara, piauçu, piava",Valor da produção (Mil Reais),...
12528,2703304,Inhapi,2020.0,Aquicultura,"Piau, piapara, piauçu, piava (Quilogramas)",Produção da aquicultura,...
12529,2703304,Inhapi,2020.0,Aquicultura,"Pintado, cachara, cachapira e pintachara, surubim",Valor da produção (Mil Reais),...
12530,2703304,Inhapi,2020.0,Aquicultura,"Pintado, cachara, cachapira e pintachara, surubim (Quilogramas)",Produção da aquicultura,...
12531,2703304,Inhapi,2020.0,Aquicultura,Pirapitinga,Valor da produção (Mil Reais),...
12532,2703304,Inhapi,2020.0,Aquicultura,Pirapitinga (Quilogramas),Produção da aquicultura,...
12533,2703304,Inhapi,2020.0,Aquicultura,Pirarucu,Valor da produção (Mil Reais),...
12534,2703304,Inhapi,2020.0,Aquicultura,Pirarucu (Quilogramas),Produção da aquicultura,...
12535,2703304,Inhapi,2020.0,Aquicultura,Sementes de moluscos,Valor da produção (Mil Reais),...
12536,2703304,Inhapi,2020.0,Aquicultura,Sementes de moluscos (Milheiros),Produção da aquicultura,...
12537,2703304,Inhapi,2020.0,Aquicultura,"Tambacu, tambatinga",Valor da produção (Mil Reais),...
12538,2703304,Inhapi,2020.0,Aquicultura,"Tambacu, tambatinga (Quilogramas)",Produção da aquicultura,...
12539,2703304,Inhapi,2020.0,Aquicultura,Tambaqui,Valor da produção (Mil Reais),...
12540,2703304,Inhapi,2020.0,Aquicultura,Tambaqui (Quilogramas),Produção da aquicultura,...
12541,2703304,Inhapi,2020.0,Aquicultura,Tilápia,Valor da produção (Mil Reais),...
12542,2703304,Inhapi,2020.0,Aquicultura,Tilápia (Quilogramas),Produção da aquicultura,...
12543,2703304,Inhapi,2020.0,Aquicultura,Total,Produção da aquicultura,..
12544,2703304,Inhapi,2020.0,Aquicultura,Total,Valor da produção (Mil Reais),...
12545,2703304,Inhapi,2020.0,Aquicultura,Traíra e trairão,Valor da produção (Mil Reais),...
12546,2703304,Inhapi,2020.0,Aquicultura,Traíra e trairão (Quilogramas),Produção da aquicultura,...
12547,2703304,Inhapi,2020.0,Aquicultura,Truta,Valor da produção (Mil Reais),...
12548,2703304,Inhapi,2020.0,Aquicultura,Truta (Quilogramas),Produção da aquicultura,...
12549,2703304,Inhapi,2020.0,Aquicultura,Tucunaré,Valor da produção (Mil Reais),...
12550,2703304,Inhapi,2020.0,Aquicultura,Tucunaré (Quilogramas),Produção da aquicultura,...
12551,2703304,Inhapi,2021.0,Aquicultura,Alevinos,Valor da produção (Mil Reais),0
12552,2703304,Inhapi,2021.0,Aquicultura,Alevinos (Milheiros),Produção da aquicultura,0
12553,2703304,Inhapi,2021.0,Aquicultura,Camarão,Valor da produção (Mil Reais),0
12554,2703304,Inhapi,2021.0,Aquicultura,Camarão (Quilogramas),Produção da aquicultura,0
12555,2703304,Inhapi,2021.0,Aquicultura,Carpa,Valor da produção (Mil Reais),0
12556,2703304,Inhapi,2021.0,Aquicultura,Carpa (Quilogramas),Produção da aquicultura,0
12557,2703304,Inhapi,2021.0,Aquicultura,"Curimatã, curimbatá",Valor da produção (Mil Reais),0
12558,2703304,Inhapi,2021.0,Aquicultura,"Curimatã, curimbatá (Quilogramas)",Produção da aquicultura,0
12559,2703304,Inhapi,2021.0,Aquicultura,Dourado,Valor da produção (Mil Reais),0
12560,2703304,Inhapi,2021.0,Aquicultura,Dourado (Quilogramas),Produção da aquicultura,0
12561,2703304,Inhapi,2021.0,Aquicultura,"Jatuarana, piabanha e piracanjuba",Valor da produção (Mil Reais),0
12562,2703304,Inhapi,2021.0,Aquicultura,"Jatuarana, piabanha e piracanjuba (Quilogramas)",Produção da aquicultura,0
12563,2703304,Inhapi,2021.0,Aquicultura,Lambari,Valor da produção (Mil Reais),0
12564,2703304,Inhapi,2021.0,Aquicultura,Lambari (Quilogramas),Produção da aquicultura,0
12565,2703304,Inhapi,2021.0,Aquicultura,Larvas e pós-larvas de camarão,Valor da produção (Mil Reais),0
12566,2703304,Inhapi,2021.0,Aquicultura,Larvas e pós-larvas de camarão (Milheiros),Produção da aquicultura,0
12567,2703304,Inhapi,2021.0,Aquicultura,Matrinxã,Valor da produção (Mil Reais),0
12568,2703304,Inhapi,2021.0,Aquicultura,Matrinxã (Quilogramas),Produção da aquicultura,0
12569,2703304,Inhapi,2021.0,Aquicultura,"Ostras, vieiras e mexilhões",Valor da produção (Mil Reais),0
12570,2703304,Inhapi,2021.0,Aquicultura,"Ostras, vieiras e mexilhões (Quilogramas)",Produção da aquicultura,0
12571,2703304,Inhapi,2021.0,Aquicultura,Outros peixes,Valor da produção (Mil Reais),0
12572,2703304,Inhapi,2021.0,Aquicultura,Outros peixes (Quilogramas),Produção da aquicultura,0
12573,2703304,Inhapi,2021.0,Aquicultura,"Outros produtos (rã, jacaré, siri, caranguejo, lagosta, etc)",Valor da produção (Mil Reais),0
12574,2703304,Inhapi,2021.0,Aquicultura,"Outros produtos (rã, jacaré, siri, caranguejo, lagosta, etc) (Nenhuma)",Produção da aquicultura,0
12575,2703304,Inhapi,2021.0,Aquicultura,Pacu e patinga,Valor da produção (Mil Reais),0
12576,2703304,Inhapi,2021.0,Aquicultura,Pacu e patinga (Quilogramas),Produção da aquicultura,0
12577,2703304,Inhapi,2021.0,Aquicultura,"Piau, piapara, piauçu, piava",Valor da produção (Mil Reais),0
12578,2703304,Inhapi,2021.0,Aquicultura,"Piau, piapara, piauçu, piava (Quilogramas)",Produção da aquicultura,0
12579,2703304,Inhapi,2021.0,Aquicultura,"Pintado, cachara, cachapira e pintachara, surubim",Valor da produção (Mil Reais),0
12580,2703304,Inhapi,2021.0,Aquicultura,"Pintado, cachara, cachapira e pintachara, surubim (Quilogramas)",Produção da aquicultura,0
12581,2703304,Inhapi,2021.0,Aquicultura,Pirapitinga,Valor da produção (Mil Reais),0
12582,2703304,Inhapi,2021.0,Aquicultura,Pirapitinga (Quilogramas),Produção da aquicultura,0
12583,2703304,Inhapi,2021.0,Aquicultura,Pirarucu,Valor da produção (Mil Reais),0
12584,2703304,Inhapi,2021.0,Aquicultura,Pirarucu (Quilogramas),Produção da aquicultura,0
12585,2703304,Inhapi,2021.0,Aquicultura,Sementes de moluscos,Valor da produção (Mil Reais),0
12586,2703304,Inhapi,2021.0,Aquicultura,Sementes de moluscos (Milheiros),Produção da aquicultura,0
12587,2703304,Inhapi,2021.0,Aquicultura,"Tambacu, tambatinga",Valor da produção (Mil Reais),0
12588,2703304,Inhapi,2021.0,Aquicultura,"Tambacu, tambatinga (Quilogramas)",Produção da aquicultura,0
12589,2703304,Inhapi,2021.0,Aquicultura,Tambaqui,Valor da produção (Mil Reais),0
12590,2703304,Inhapi,2021.0,Aquicultura,Tambaqui (Quilogramas),Produção da aquicultura,0
12591,2703304,Inhapi,2021.0,Aquicultura,Tilápia,Valor da produção (Mil Reais),630
12592,2703304,Inhapi,2021.0,Aquicultura,Tilápia (Quilogramas),Produção da aquicultura,42000
12593,2703304,Inhapi,2021.0,Aquicultura,Total,Produção da aquicultura,..
12594,2703304,Inhapi,2021.0,Aquicultura,Total,Valor da produção (Mil Reais),630
12595,2703304,Inhapi,2021.0,Aquicultura,Traíra e trairão,Valor da produção (Mil Reais),0
12596,2703304,Inhapi,2021.0,Aquicultura,Traíra e trairão (Quilogramas),Produção da aquicultura,0
12597,2703304,Inhapi,2021.0,Aquicultura,Truta,Valor da produção (Mil Reais),0
12598,2703304,Inhapi,2021.0,Aquicultura,Truta (Quilogramas),Produção da aquicultura,0
12599,2703304,Inhapi,2021.0,Aquicultura,Tucunaré,Valor da produção (Mil Reais),0
12600,2703304,Inhapi,2021.0,Aquicultura,Tucunaré (Quilogramas),Produção da aquicultura,0
12601,2703502,Jacuípe,2013.0,Aquicultura,Alevinos,Valor da produção (Mil Reais),...
12602,2703502,Jacuípe,2013.0,Aquicultura,Alevinos (Milheiros),Produção da aquicultura,...
12603,2703502,Jacuípe,2013.0,Aquicultura,Camarão,Valor da produção (Mil Reais),...
12604,2703502,Jacuípe,2013.0,Aquicultura,Camarão (Quilogramas),Produção da aquicultura,...
12605,2703502,Jacuípe,2013.0,Aquicultura,Carpa,Valor da produção (Mil Reais),...
12606,2703502,Jacuípe,2013.0,Aquicultura,Carpa (Quilogramas),Produção da aquicultura,...
12607,2703502,Jacuípe,2013.0,Aquicultura,"Curimatã, curimbatá",Valor da produção (Mil Reais),...
12608,2703502,Jacuípe,2013.0,Aquicultura,"Curimatã, curimbatá (Quilogramas)",Produção da aquicultura,...
12609,2703502,Jacuípe,2013.0,Aquicultura,Dourado,Valor da produção (Mil Reais),...
12610,2703502,Jacuípe,2013.0,Aquicultura,Dourado (Quilogramas),Produção da aquicultura,...
12611,2703502,Jacuípe,2013.0,Aquicultura,"Jatuarana, piabanha e piracanjuba",Valor da produção (Mil Reais),...
12612,2703502,Jacuípe,2013.0,Aquicultura,"Jatuarana, piabanha e piracanjuba (Quilogramas)",Produção da aquicultura,...
12613,2703502,Jacuípe,2013.0,Aquicultura,Lambari,Valor da produção (Mil Reais),...
12614,2703502,Jacuípe,2013.0,Aquicultura,Lambari (Quilogramas),Produção da aquicultura,...
12615,2703502,Jacuípe,2013.0,Aquicultura,Larvas e pós-larvas de camarão,Valor da produção (Mil Reais),...
12616,2703502,Jacuípe,2013.0,Aquicultura,Larvas e pós-larvas de camarão (Milheiros),Produção da aquicultura,...
12617,2703502,Jacuípe,2013.0,Aquicultura,Matrinxã,Valor da produção (Mil Reais),...
12618,2703502,Jacuípe,2013.0,Aquicultura,Matrinxã (Quilogramas),Produção da aquicultura,...
12619,2703502,Jacuípe,2013.0,Aquicultura,"Ostras, vieiras e mexilhões",Valor da produção (Mil Reais),...
12620,2703502,Jacuípe,2013.0,Aquicultura,"Ostras, vieiras e mexilhões (Quilogramas)",Produção da aquicultura,...
12621,2703502,Jacuípe,2013.0,Aquicultura,Outros peixes,Valor da produção (Mil Reais),...
12622,2703502,Jacuípe,2013.0,Aquicultura,Outros peixes (Quilogramas),Produção da aquicultura,...
12623,2703502,Jacuípe,2013.0,Aquicultura,"Outros produtos (rã, jacaré, siri, caranguejo, lagosta, etc)",Valor da produção (Mil Reais),...
12624,2703502,Jacuípe,2013.0,Aquicultura,"Outros produtos (rã, jacaré, siri, caranguejo, lagosta, etc) (Nenhuma)",Produção da aquicultura,...
12625,2703502,Jacuípe,2013.0,Aquicultura,Pacu e patinga,Valor da produção (Mil Reais),...
12626,2703502,Jacuípe,2013.0,Aquicultura,Pacu e patinga (Quilogramas),Produção da aquicultura,...
12627,2703502,Jacuípe,2013.0,Aquicultura,"Piau, piapara, piauçu, piava",Valor da produção (Mil Reais),...
12628,2703502,Jacuípe,2013.0,Aquicultura,"Piau, piapara, piauçu, piava (Quilogramas)",Produção da aquicultura,...
12629,2703502,Jacuípe,2013.0,Aquicultura,"Pintado, cachara, cachapira e pintachara, surubim",Valor da produção (Mil Reais),...
12630,2703502,Jacuípe,2013.0,Aquicultura,"Pintado, cachara, cachapira e pintachara, surubim (Quilogramas)",Produção da aquicultura,...
12631,2703502,Jacuípe,2013.0,Aquicultura,Pirapitinga,Valor da produção (Mil Reais),...
12632,2703502,Jacuípe,2013.0,Aquicultura,Pirapitinga (Quilogramas),Produção da aquicultura,...
12633,2703502,Jacuípe,2013.0,Aquicultura,Pirarucu,Valor da produção (Mil Reais),...
12634,2703502,Jacuípe,2013.0,Aquicultura,Pirarucu (Quilogramas),Produção da aquicultura,...
12635,2703502,Jacuípe,2013.0,Aquicultura,Sementes de moluscos,Valor da produção (Mil Reais),...
12636,2703502,Jacuípe,2013.0,Aquicultura,Sementes de moluscos (Milheiros),Produção da aquicultura,...
12637,2703502,Jacuípe,2013.0,Aquicultura,"Tambacu, tambatinga",Valor da produção (Mil Reais),...
12638,2703502,Jacuípe,2013.0,Aquicultura,"Tambacu, tambatinga (Quilogramas)",Produção da aquicultura,...
12639,2703502,Jacuípe,2013.0,Aquicultura,Tambaqui,Valor da produção (Mil Reais),...
12640,2703502,Jacuípe,2013.0,Aquicultura,Tambaqui (Quilogramas),Produção da aquicultura,...
12641,2703502,Jacuípe,2013.0,Aquicultura,Tilápia,Valor da produção (Mil Reais),...
12642,2703502,Jacuípe,2013.0,Aquicultura,Tilápia (Quilogramas),Produção da aquicultura,...
12643,2703502,Jacuípe,2013.0,Aquicultura,Total,Produção da aquicultura,..
12644,2703502,Jacuípe,2013.0,Aquicultura,Total,Valor da produção (Mil Reais),...
12645,2703502,Jacuípe,2013.0,Aquicultura,Traíra e trairão,Valor da produção (Mil Reais),...
12646,2703502,Jacuípe,2013.0,Aquicultura,Traíra e trairão (Quilogramas),Produção da aquicultura,...
12647,2703502,Jacuípe,2013.0,Aquicultura,Truta,Valor da produção (Mil Reais),...
12648,2703502,Jacuípe,2013.0,Aquicultura,Truta (Quilogramas),Produção da aquicultura,...
12649,2703502,Jacuípe,2013.0,Aquicultura,Tucunaré,Valor da produção (Mil Reais),...
12650,2703502,Jacuípe,2013.0,Aquicultura,Tucunaré (Quilogramas),Produção da aquicultura,...
12651,2703502,Jacuípe,2014.0,Aquicultura,Alevinos,Valor da produção (Mil Reais),0
12652,2703502,Jacuípe,2014.0,Aquicultura,Alevinos (Milheiros),Produção da aquicultura,0
12653,2703502,Jacuípe,2014.0,Aquicultura,Camarão,Valor da produção (Mil Reais),0
12654,2703502,Jacuípe,2014.0,Aquicultura,Camarão (Quilogramas),Produção da aquicultura,0
12655,2703502,Jacuípe,2014.0,Aquicultura,Carpa,Valor da produção (Mil Reais),0
12656,2703502,Jacuípe,2014.0,Aquicultura,Carpa (Quilogramas),Produção da aquicultura,0
12657,2703502,Jacuípe,2014.0,Aquicultura,"Curimatã, curimbatá",Valor da produção (Mil Reais),0
12658,2703502,Jacuípe,2014.0,Aquicultura,"Curimatã, curimbatá (Quilogramas)",Produção da aquicultura,0
12659,2703502,Jacuípe,2014.0,Aquicultura,Dourado,Valor da produção (Mil Reais),0
12660,2703502,Jacuípe,2014.0,Aquicultura,Dourado (Quilogramas),Produção da aquicultura,0
12661,2703502,Jacuípe,2014.0,Aquicultura,"Jatuarana, piabanha e piracanjuba",Valor da produção (Mil Reais),0
12662,2703502,Jacuípe,2014.0,Aquicultura,"Jatuarana, piabanha e piracanjuba (Quilogramas)",Produção da aquicultura,0
12663,2703502,Jacuípe,2014.0,Aquicultura,Lambari,Valor da produção (Mil Reais),0
12664,2703502,Jacuípe,2014.0,Aquicultura,Lambari (Quilogramas),Produção da aquicultura,0
12665,2703502,Jacuípe,2014.0,Aquicultura,Larvas e pós-larvas de camarão,Valor da produção (Mil Reais),0
12666,2703502,Jacuípe,2014.0,Aquicultura,Larvas e pós-larvas de camarão (Milheiros),Produção da aquicultura,0
12667,2703502,Jacuípe,2014.0,Aquicultura,Matrinxã,Valor da produção (Mil Reais),0
12668,2703502,Jacuípe,2014.0,Aquicultura,Matrinxã (Quilogramas),Produção da aquicultura,0
12669,2703502,Jacuípe,2014.0,Aquicultura,"Ostras, vieiras e mexilhões",Valor da produção (Mil Reais),0
12670,2703502,Jacuípe,2014.0,Aquicultura,"Ostras, vieiras e mexilhões (Quilogramas)",Produção da aquicultura,0
12671,2703502,Jacuípe,2014.0,Aquicultura,Outros peixes,Valor da produção (Mil Reais),0
12672,2703502,Jacuípe,2014.0,Aquicultura,Outros peixes (Quilogramas),Produção da aquicultura,0
12673,2703502,Jacuípe,2014.0,Aquicultura,"Outros produtos (rã, jacaré, siri, caranguejo, lagosta, etc)",Valor da produção (Mil Reais),0
12674,2703502,Jacuípe,2014.0,Aquicultura,"Outros produtos (rã, jacaré, siri, caranguejo, lagosta, etc) (Nenhuma)",Produção da aquicultura,0
12675,2703502,Jacuípe,2014.0,Aquicultura,Pacu e patinga,Valor da produção (Mil Reais),0
12676,2703502,Jacuípe,2014.0,Aquicultura,Pacu e patinga (Quilogramas),Produção da aquicultura,0
12677,2703502,Jacuípe,2014.0,Aquicultura,"Piau, piapara, piauçu, piava",Valor da produção (Mil Reais),0
12678,2703502,Jacuípe,2014.0,Aquicultura,"Piau, piapara, piauçu, piava (Quilogramas)",Produção da aquicultura,0
12679,2703502,Jacuípe,2014.0,Aquicultura,"Pintado, cachara, cachapira e pintachara, surubim",Valor da produção (Mil Reais),0
12680,2703502,Jacuípe,2014.0,Aquicultura,"Pintado, cachara, cachapira e pintachara, surubim (Quilogramas)",Produção da aquicultura,0
12681,2703502,Jacuípe,2014.0,Aquicultura,Pirapitinga,Valor da produção (Mil Reais),0
12682,2703502,Jacuípe,2014.0,Aquicultura,Pirapitinga (Quilogramas),Produção da aquicultura,0
12683,2703502,Jacuípe,2014.0,Aquicultura,Pirarucu,Valor da produção (Mil Reais),0
12684,2703502,Jacuípe,2014.0,Aquicultura,Pirarucu (Quilogramas),Produção da aquicultura,0
12685,2703502,Jacuípe,2014.0,Aquicultura,Sementes de moluscos,Valor da produção (Mil Reais),0
12686,2703502,Jacuípe,2014.0,Aquicultura,Sementes de moluscos (Milheiros),Produção da aquicultura,0
12687,2703502,Jacuípe,2014.0,Aquicultura,"Tambacu, tambatinga",Valor da produção (Mil Reais),0
12688,2703502,Jacuípe,2014.0,Aquicultura,"Tambacu, tambatinga (Quilogramas)",Produção da aquicultura,0
12689,2703502,Jacuípe,2014.0,Aquicultura,Tambaqui,Valor da produção (Mil Reais),0
12690,2703502,Jacuípe,2014.0,Aquicultura,Tambaqui (Quilogramas),Produção da aquicultura,0
12691,2703502,Jacuípe,2014.0,Aquicultura,Tilápia,Valor da produção (Mil Reais),28
12692,2703502,Jacuípe,2014.0,Aquicultura,Tilápia (Quilogramas),Produção da aquicultura,8000
12693,2703502,Jacuípe,2014.0,Aquicultura,Total,Produção da aquicultura,..
12694,2703502,Jacuípe,2014.0,Aquicultura,Total,Valor da produção (Mil Reais),28
12695,2703502,Jacuípe,2014.0,Aquicultura,Traíra e trairão,Valor da produção (Mil Reais),0
12696,2703502,Jacuípe,2014.0,Aquicultura,Traíra e trairão (Quilogramas),Produção da aquicultura,0
12697,2703502,Jacuípe,2014.0,Aquicultura,Truta,Valor da produção (Mil Reais),0
12698,2703502,Jacuípe,2014.0,Aquicultura,Truta (Quilogramas),Produção da aquicultura,0
12699,2703502,Jacuípe,2014.0,Aquicultura,Tucunaré,Valor da produção (Mil Reais),0
12700,2703502,Jacuípe,2014.0,Aquicultura,Tucunaré (Quilogramas),Produção da aquicultura,0
12701,2703502,Jacuípe,2015.0,Aquicultura,Alevinos,Valor da produção (Mil Reais),0
12702,2703502,Jacuípe,2015.0,Aquicultura,Alevinos (Milheiros),Produção da aquicultura,0
12703,2703502,Jacuípe,2015.0,Aquicultura,Camarão,Valor da produção (Mil Reais),0
12704,2703502,Jacuípe,2015.0,Aquicultura,Camarão (Quilogramas),Produção da aquicultura,0
12705,2703502,Jacuípe,2015.0,Aquicultura,Carpa,Valor da produção (Mil Reais),0
12706,2703502,Jacuípe,2015.0,Aquicultura,Carpa (Quilogramas),Produção da aquicultura,0
12707,2703502,Jacuípe,2015.0,Aquicultura,"Curimatã, curimbatá",Valor da produção (Mil Reais),0
12708,2703502,Jacuípe,2015.0,Aquicultura,"Curimatã, curimbatá (Quilogramas)",Produção da aquicultura,0
12709,2703502,Jacuípe,2015.0,Aquicultura,Dourado,Valor da produção (Mil Reais),0
12710,2703502,Jacuípe,2015.0,Aquicultura,Dourado (Quilogramas),Produção da aquicultura,0
12711,2703502,Jacuípe,2015.0,Aquicultura,"Jatuarana, piabanha e piracanjuba",Valor da produção (Mil Reais),0
12712,2703502,Jacuípe,2015.0,Aquicultura,"Jatuarana, piabanha e piracanjuba (Quilogramas)",Produção da aquicultura,0
12713,2703502,Jacuípe,2015.0,Aquicultura,Lambari,Valor da produção (Mil Reais),0
12714,2703502,Jacuípe,2015.0,Aquicultura,Lambari (Quilogramas),Produção da aquicultura,0
12715,2703502,Jacuípe,2015.0,Aquicultura,Larvas e pós-larvas de camarão,Valor da produção (Mil Reais),0
12716,2703502,Jacuípe,2015.0,Aquicultura,Larvas e pós-larvas de camarão (Milheiros),Produção da aquicultura,0
12717,2703502,Jacuípe,2015.0,Aquicultura,Matrinxã,Valor da produção (Mil Reais),0
12718,2703502,Jacuípe,2015.0,Aquicultura,Matrinxã (Quilogramas),Produção da aquicultura,0
12719,2703502,Jacuípe,2015.0,Aquicultura,"Ostras, vieiras e mexilhões",Valor da produção (Mil Reais),0
12720,2703502,Jacuípe,2015.0,Aquicultura,"Ostras, vieiras e mexilhões (Quilogramas)",Produção da aquicultura,0
12721,2703502,Jacuípe,2015.0,Aquicultura,Outros peixes,Valor da produção (Mil Reais),0
12722,2703502,Jacuípe,2015.0,Aquicultura,Outros peixes (Quilogramas),Produção da aquicultura,0
12723,2703502,Jacuípe,2015.0,Aquicultura,"Outros produtos (rã, jacaré, siri, caranguejo, lagosta, etc)",Valor da produção (Mil Reais),0
12724,2703502,Jacuípe,2015.0,Aquicultura,"Outros produtos (rã, jacaré, siri, caranguejo, lagosta, etc) (Nenhuma)",Produção da aquicultura,0
12725,2703502,Jacuípe,2015.0,Aquicultura,Pacu e patinga,Valor da produção (Mil Reais),0
12726,2703502,Jacuípe,2015.0,Aquicultura,Pacu e patinga (Quilogramas),Produção da aquicultura,0
12727,2703502,Jacuípe,2015.0,Aquicultura,"Piau, piapara, piauçu, piava",Valor da produção (Mil Reais),0
12728,2703502,Jacuípe,2015.0,Aquicultura,"Piau, piapara, piauçu, piava (Quilogramas)",Produção da aquicultura,0
12729,2703502,Jacuípe,2015.0,Aquicultura,"Pintado, cachara, cachapira e pintachara, surubim",Valor da produção (Mil Reais),0
12730,2703502,Jacuípe,2015.0,Aquicultura,"Pintado, cachara, cachapira e pintachara, surubim (Quilogramas)",Produção da aquicultura,0
12731,2703502,Jacuípe,2015.0,Aquicultura,Pirapitinga,Valor da produção (Mil Reais),0
12732,2703502,Jacuípe,2015.0,Aquicultura,Pirapitinga (Quilogramas),Produção da aquicultura,0
12733,2703502,Jacuípe,2015.0,Aquicultura,Pirarucu,Valor da produção (Mil Reais),0
12734,2703502,Jacuípe,2015.0,Aquicultura,Pirarucu (Quilogramas),Produção da aquicultura,0
12735,2703502,Jacuípe,2015.0,Aquicultura,Sementes de moluscos,Valor da produção (Mil Reais),0
12736,2703502,Jacuípe,2015.0,Aquicultura,Sementes de moluscos (Milheiros),Produção da aquicultura,0
12737,2703502,Jacuípe,2015.0,Aquicultura,"Tambacu, tambatinga",Valor da produção (Mil Reais),0
12738,2703502,Jacuípe,2015.0,Aquicultura,"Tambacu, tambatinga (Quilogramas)",Produção da aquicultura,0
12739,2703502,Jacuípe,2015.0,Aquicultura,Tambaqui,Valor da produção (Mil Reais),0
12740,2703502,Jacuípe,2015.0,Aquicultura,Tambaqui (Quilogramas),Produção da aquicultura,0
12741,2703502,Jacuípe,2015.0,Aquicultura,Tilápia,Valor da produção (Mil Reais),36
12742,2703502,Jacuípe,2015.0,Aquicultura,Tilápia (Quilogramas),Produção da aquicultura,8000
12743,2703502,Jacuípe,2015.0,Aquicultura,Total,Produção da aquicultura,..
12744,2703502,Jacuípe,2015.0,Aquicultura,Total,Valor da produção (Mil Reais),36
12745,2703502,Jacuípe,2015.0,Aquicultura,Traíra e trairão,Valor da produção (Mil Reais),0
12746,2703502,Jacuípe,2015.0,Aquicultura,Traíra e trairão (Quilogramas),Produção da aquicultura,0
12747,2703502,Jacuípe,2015.0,Aquicultura,Truta,Valor da produção (Mil Reais),0
12748,2703502,Jacuípe,2015.0,Aquicultura,Truta (Quilogramas),Produção da aquicultura,0
12749,2703502,Jacuípe,2015.0,Aquicultura,Tucunaré,Valor da produção (Mil Reais),0
12750,2703502,Jacuípe,2015.0,Aquicultura,Tucunaré (Quilogramas),Produção da aquicultura,0
12751,2703502,Jacuípe,2016.0,Aquicultura,Alevinos,Valor da produção (Mil Reais),0
12752,2703502,Jacuípe,2016.0,Aquicultura,Alevinos (Milheiros),Produção da aquicultura,0
12753,2703502,Jacuípe,2016.0,Aquicultura,Camarão,Valor da produção (Mil Reais),0
12754,2703502,Jacuípe,2016.0,Aquicultura,Camarão (Quilogramas),Produção da aquicultura,0
12755,2703502,Jacuípe,2016.0,Aquicultura,Carpa,Valor da produção (Mil Reais),0
12756,2703502,Jacuípe,2016.0,Aquicultura,Carpa (Quilogramas),Produção da aquicultura,0
12757,2703502,Jacuípe,2016.0,Aquicultura,"Curimatã, curimbatá",Valor da produção (Mil Reais),0
12758,2703502,Jacuípe,2016.0,Aquicultura,"Curimatã, curimbatá (Quilogramas)",Produção da aquicultura,0
12759,2703502,Jacuípe,2016.0,Aquicultura,Dourado,Valor da produção (Mil Reais),0
12760,2703502,Jacuípe,2016.0,Aquicultura,Dourado (Quilogramas),Produção da aquicultura,0
12761,2703502,Jacuípe,2016.0,Aquicultura,"Jatuarana, piabanha e piracanjuba",Valor da produção (Mil Reais),0
12762,2703502,Jacuípe,2016.0,Aquicultura,"Jatuarana, piabanha e piracanjuba (Quilogramas)",Produção da aquicultura,0
12763,2703502,Jacuípe,2016.0,Aquicultura,Lambari,Valor da produção (Mil Reais),0
12764,2703502,Jacuípe,2016.0,Aquicultura,Lambari (Quilogramas),Produção da aquicultura,0
12765,2703502,Jacuípe,2016.0,Aquicultura,Larvas e pós-larvas de camarão,Valor da produção (Mil Reais),0
12766,2703502,Jacuípe,2016.0,Aquicultura,Larvas e pós-larvas de camarão (Milheiros),Produção da aquicultura,0
12767,2703502,Jacuípe,2016.0,Aquicultura,Matrinxã,Valor da produção (Mil Reais),0
12768,2703502,Jacuípe,2016.0,Aquicultura,Matrinxã (Quilogramas),Produção da aquicultura,0
12769,2703502,Jacuípe,2016.0,Aquicultura,"Ostras, vieiras e mexilhões",Valor da produção (Mil Reais),0
12770,2703502,Jacuípe,2016.0,Aquicultura,"Ostras, vieiras e mexilhões (Quilogramas)",Produção da aquicultura,0
12771,2703502,Jacuípe,2016.0,Aquicultura,Outros peixes,Valor da produção (Mil Reais),0
12772,2703502,Jacuípe,2016.0,Aquicultura,Outros peixes (Quilogramas),Produção da aquicultura,0
12773,2703502,Jacuípe,2016.0,Aquicultura,"Outros produtos (rã, jacaré, siri, caranguejo, lagosta, etc)",Valor da produção (Mil Reais),0
12774,2703502,Jacuípe,2016.0,Aquicultura,"Outros produtos (rã, jacaré, siri, caranguejo, lagosta, etc) (Nenhuma)",Produção da aquicultura,0
12775,2703502,Jacuípe,2016.0,Aquicultura,Pacu e patinga,Valor da produção (Mil Reais),0
12776,2703502,Jacuípe,2016.0,Aquicultura,Pacu e patinga (Quilogramas),Produção da aquicultura,0
12777,2703502,Jacuípe,2016.0,Aquicultura,"Piau, piapara, piauçu, piava",Valor da produção (Mil Reais),0
12778,2703502,Jacuípe,2016.0,Aquicultura,"Piau, piapara, piauçu, piava (Quilogramas)",Produção da aquicultura,0
12779,2703502,Jacuípe,2016.0,Aquicultura,"Pintado, cachara, cachapira e pintachara, surubim",Valor da produção (Mil Reais),0
12780,2703502,Jacuípe,2016.0,Aquicultura,"Pintado, cachara, cachapira e pintachara, surubim (Quilogramas)",Produção da aquicultura,0
12781,2703502,Jacuípe,2016.0,Aquicultura,Pirapitinga,Valor da produção (Mil Reais),0
