_id,co_mun,no_mun,ano,variavel,produto_tipo,produto_variavel,valor
24306,2706448,Paripueira,2013.0,Aquicultura,Carpa (Quilogramas),Produção da aquicultura,...
24307,2706448,Paripueira,2013.0,Aquicultura,"Curimatã, curimbatá",Valor da produção (Mil Reais),...
24308,2706448,Paripueira,2013.0,Aquicultura,"Curimatã, curimbatá (Quilogramas)",Produção da aquicultura,...
24309,2706448,Paripueira,2013.0,Aquicultura,Dourado,Valor da produção (Mil Reais),...
24310,2706448,Paripueira,2013.0,Aquicultura,Dourado (Quilogramas),Produção da aquicultura,...
24311,2706448,Paripueira,2013.0,Aquicultura,"Jatuarana, piabanha e piracanjuba",Valor da produção (Mil Reais),...
24312,2706448,Paripueira,2013.0,Aquicultura,"Jatuarana, piabanha e piracanjuba (Quilogramas)",Produção da aquicultura,...
24313,2706448,Paripueira,2013.0,Aquicultura,Lambari,Valor da produção (Mil Reais),...
24314,2706448,Paripueira,2013.0,Aquicultura,Lambari (Quilogramas),Produção da aquicultura,...
24315,2706448,Paripueira,2013.0,Aquicultura,Larvas e pós-larvas de camarão,Valor da produção (Mil Reais),...
24316,2706448,Paripueira,2013.0,Aquicultura,Larvas e pós-larvas de camarão (Milheiros),Produção da aquicultura,...
24317,2706448,Paripueira,2013.0,Aquicultura,Matrinxã,Valor da produção (Mil Reais),...
24318,2706448,Paripueira,2013.0,Aquicultura,Matrinxã (Quilogramas),Produção da aquicultura,...
24319,2706448,Paripueira,2013.0,Aquicultura,"Ostras, vieiras e mexilhões",Valor da produção (Mil Reais),...
24320,2706448,Paripueira,2013.0,Aquicultura,"Ostras, vieiras e mexilhões (Quilogramas)",Produção da aquicultura,...
24321,2706448,Paripueira,2013.0,Aquicultura,Outros peixes,Valor da produção (Mil Reais),...
24322,2706448,Paripueira,2013.0,Aquicultura,Outros peixes (Quilogramas),Produção da aquicultura,...
24323,2706448,Paripueira,2013.0,Aquicultura,"Outros produtos (rã, jacaré, siri, caranguejo, lagosta, etc)",Valor da produção (Mil Reais),...
24324,2706448,Paripueira,2013.0,Aquicultura,"Outros produtos (rã, jacaré, siri, caranguejo, lagosta, etc) (Nenhuma)",Produção da aquicultura,...
24325,2706448,Paripueira,2013.0,Aquicultura,Pacu e patinga,Valor da produção (Mil Reais),...
24326,2706448,Paripueira,2013.0,Aquicultura,Pacu e patinga (Quilogramas),Produção da aquicultura,...
24327,2706448,Paripueira,2013.0,Aquicultura,"Piau, piapara, piauçu, piava",Valor da produção (Mil Reais),...
24328,2706448,Paripueira,2013.0,Aquicultura,"Piau, piapara, piauçu, piava (Quilogramas)",Produção da aquicultura,...
24329,2706448,Paripueira,2013.0,Aquicultura,"Pintado, cachara, cachapira e pintachara, surubim",Valor da produção (Mil Reais),...
24330,2706448,Paripueira,2013.0,Aquicultura,"Pintado, cachara, cachapira e pintachara, surubim (Quilogramas)",Produção da aquicultura,...
24331,2706448,Paripueira,2013.0,Aquicultura,Pirapitinga,Valor da produção (Mil Reais),...
24332,2706448,Paripueira,2013.0,Aquicultura,Pirapitinga (Quilogramas),Produção da aquicultura,...
24333,2706448,Paripueira,2013.0,Aquicultura,Pirarucu,Valor da produção (Mil Reais),...
24334,2706448,Paripueira,2013.0,Aquicultura,Pirarucu (Quilogramas),Produção da aquicultura,...
24335,2706448,Paripueira,2013.0,Aquicultura,Sementes de moluscos,Valor da produção (Mil Reais),...
24336,2706448,Paripueira,2013.0,Aquicultura,Sementes de moluscos (Milheiros),Produção da aquicultura,...
24337,2706448,Paripueira,2013.0,Aquicultura,"Tambacu, tambatinga",Valor da produção (Mil Reais),...
24338,2706448,Paripueira,2013.0,Aquicultura,"Tambacu, tambatinga (Quilogramas)",Produção da aquicultura,...
24339,2706448,Paripueira,2013.0,Aquicultura,Tambaqui,Valor da produção (Mil Reais),...
24340,2706448,Paripueira,2013.0,Aquicultura,Tambaqui (Quilogramas),Produção da aquicultura,...
24341,2706448,Paripueira,2013.0,Aquicultura,Tilápia,Valor da produção (Mil Reais),...
24342,2706448,Paripueira,2013.0,Aquicultura,Tilápia (Quilogramas),Produção da aquicultura,...
24343,2706448,Paripueira,2013.0,Aquicultura,Total,Produção da aquicultura,..
24344,2706448,Paripueira,2013.0,Aquicultura,Total,Valor da produção (Mil Reais),...
24345,2706448,Paripueira,2013.0,Aquicultura,Traíra e trairão,Valor da produção (Mil Reais),...
24346,2706448,Paripueira,2013.0,Aquicultura,Traíra e trairão (Quilogramas),Produção da aquicultura,...
24347,2706448,Paripueira,2013.0,Aquicultura,Truta,Valor da produção (Mil Reais),...
24348,2706448,Paripueira,2013.0,Aquicultura,Truta (Quilogramas),Produção da aquicultura,...
24349,2706448,Paripueira,2013.0,Aquicultura,Tucunaré,Valor da produção (Mil Reais),...
24350,2706448,Paripueira,2013.0,Aquicultura,Tucunaré (Quilogramas),Produção da aquicultura,...
24351,2706448,Paripueira,2014.0,Aquicultura,Alevinos,Valor da produção (Mil Reais),...
24352,2706448,Paripueira,2014.0,Aquicultura,Alevinos (Milheiros),Produção da aquicultura,...
24353,2706448,Paripueira,2014.0,Aquicultura,Camarão,Valor da produção (Mil Reais),...
24354,2706448,Paripueira,2014.0,Aquicultura,Camarão (Quilogramas),Produção da aquicultura,...
24355,2706448,Paripueira,2014.0,Aquicultura,Carpa,Valor da produção (Mil Reais),...
24356,2706448,Paripueira,2014.0,Aquicultura,Carpa (Quilogramas),Produção da aquicultura,...
24357,2706448,Paripueira,2014.0,Aquicultura,"Curimatã, curimbatá",Valor da produção (Mil Reais),...
24358,2706448,Paripueira,2014.0,Aquicultura,"Curimatã, curimbatá (Quilogramas)",Produção da aquicultura,...
24359,2706448,Paripueira,2014.0,Aquicultura,Dourado,Valor da produção (Mil Reais),...
24360,2706448,Paripueira,2014.0,Aquicultura,Dourado (Quilogramas),Produção da aquicultura,...
24361,2706448,Paripueira,2014.0,Aquicultura,"Jatuarana, piabanha e piracanjuba",Valor da produção (Mil Reais),...
24362,2706448,Paripueira,2014.0,Aquicultura,"Jatuarana, piabanha e piracanjuba (Quilogramas)",Produção da aquicultura,...
24363,2706448,Paripueira,2014.0,Aquicultura,Lambari,Valor da produção (Mil Reais),...
24364,2706448,Paripueira,2014.0,Aquicultura,Lambari (Quilogramas),Produção da aquicultura,...
24365,2706448,Paripueira,2014.0,Aquicultura,Larvas e pós-larvas de camarão,Valor da produção (Mil Reais),...
24366,2706448,Paripueira,2014.0,Aquicultura,Larvas e pós-larvas de camarão (Milheiros),Produção da aquicultura,...
24367,2706448,Paripueira,2014.0,Aquicultura,Matrinxã,Valor da produção (Mil Reais),...
24368,2706448,Paripueira,2014.0,Aquicultura,Matrinxã (Quilogramas),Produção da aquicultura,...
24369,2706448,Paripueira,2014.0,Aquicultura,"Ostras, vieiras e mexilhões",Valor da produção (Mil Reais),...
24370,2706448,Paripueira,2014.0,Aquicultura,"Ostras, vieiras e mexilhões (Quilogramas)",Produção da aquicultura,...
24371,2706448,Paripueira,2014.0,Aquicultura,Outros peixes,Valor da produção (Mil Reais),...
24372,2706448,Paripueira,2014.0,Aquicultura,Outros peixes (Quilogramas),Produção da aquicultura,...
24373,2706448,Paripueira,2014.0,Aquicultura,"Outros produtos (rã, jacaré, siri, caranguejo, lagosta, etc)",Valor da produção (Mil Reais),...
24374,2706448,Paripueira,2014.0,Aquicultura,"Outros produtos (rã, jacaré, siri, caranguejo, lagosta, etc) (Nenhuma)",Produção da aquicultura,...
24375,2706448,Paripueira,2014.0,Aquicultura,Pacu e patinga,Valor da produção (Mil Reais),...
24376,2706448,Paripueira,2014.0,Aquicultura,Pacu e patinga (Quilogramas),Produção da aquicultura,...
24377,2706448,Paripueira,2014.0,Aquicultura,"Piau, piapara, piauçu, piava",Valor da produção (Mil Reais),...
24378,2706448,Paripueira,2014.0,Aquicultura,"Piau, piapara, piauçu, piava (Quilogramas)",Produção da aquicultura,...
24379,2706448,Paripueira,2014.0,Aquicultura,"Pintado, cachara, cachapira e pintachara, surubim",Valor da produção (Mil Reais),...
24380,2706448,Paripueira,2014.0,Aquicultura,"Pintado, cachara, cachapira e pintachara, surubim (Quilogramas)",Produção da aquicultura,...
24381,2706448,Paripueira,2014.0,Aquicultura,Pirapitinga,Valor da produção (Mil Reais),...
24382,2706448,Paripueira,2014.0,Aquicultura,Pirapitinga (Quilogramas),Produção da aquicultura,...
24383,2706448,Paripueira,2014.0,Aquicultura,Pirarucu,Valor da produção (Mil Reais),...
24384,2706448,Paripueira,2014.0,Aquicultura,Pirarucu (Quilogramas),Produção da aquicultura,...
24385,2706448,Paripueira,2014.0,Aquicultura,Sementes de moluscos,Valor da produção (Mil Reais),...
24386,2706448,Paripueira,2014.0,Aquicultura,Sementes de moluscos (Milheiros),Produção da aquicultura,...
24387,2706448,Paripueira,2014.0,Aquicultura,"Tambacu, tambatinga",Valor da produção (Mil Reais),...
24388,2706448,Paripueira,2014.0,Aquicultura,"Tambacu, tambatinga (Quilogramas)",Produção da aquicultura,...
24389,2706448,Paripueira,2014.0,Aquicultura,Tambaqui,Valor da produção (Mil Reais),...
24390,2706448,Paripueira,2014.0,Aquicultura,Tambaqui (Quilogramas),Produção da aquicultura,...
24391,2706448,Paripueira,2014.0,Aquicultura,Tilápia,Valor da produção (Mil Reais),...
24392,2706448,Paripueira,2014.0,Aquicultura,Tilápia (Quilogramas),Produção da aquicultura,...
24393,2706448,Paripueira,2014.0,Aquicultura,Total,Produção da aquicultura,..
24394,2706448,Paripueira,2014.0,Aquicultura,Total,Valor da produção (Mil Reais),...
24395,2706448,Paripueira,2014.0,Aquicultura,Traíra e trairão,Valor da produção (Mil Reais),...
24396,2706448,Paripueira,2014.0,Aquicultura,Traíra e trairão (Quilogramas),Produção da aquicultura,...
24397,2706448,Paripueira,2014.0,Aquicultura,Truta,Valor da produção (Mil Reais),...
24398,2706448,Paripueira,2014.0,Aquicultura,Truta (Quilogramas),Produção da aquicultura,...
24399,2706448,Paripueira,2014.0,Aquicultura,Tucunaré,Valor da produção (Mil Reais),...
24400,2706448,Paripueira,2014.0,Aquicultura,Tucunaré (Quilogramas),Produção da aquicultura,...
24401,2706448,Paripueira,2015.0,Aquicultura,Alevinos,Valor da produção (Mil Reais),...
24402,2706448,Paripueira,2015.0,Aquicultura,Alevinos (Milheiros),Produção da aquicultura,...
24403,2706448,Paripueira,2015.0,Aquicultura,Camarão,Valor da produção (Mil Reais),...
24404,2706448,Paripueira,2015.0,Aquicultura,Camarão (Quilogramas),Produção da aquicultura,...
24405,2706448,Paripueira,2015.0,Aquicultura,Carpa,Valor da produção (Mil Reais),...
24406,2706448,Paripueira,2015.0,Aquicultura,Carpa (Quilogramas),Produção da aquicultura,...
24407,2706448,Paripueira,2015.0,Aquicultura,"Curimatã, curimbatá",Valor da produção (Mil Reais),...
24408,2706448,Paripueira,2015.0,Aquicultura,"Curimatã, curimbatá (Quilogramas)",Produção da aquicultura,...
24409,2706448,Paripueira,2015.0,Aquicultura,Dourado,Valor da produção (Mil Reais),...
24410,2706448,Paripueira,2015.0,Aquicultura,Dourado (Quilogramas),Produção da aquicultura,...
24411,2706448,Paripueira,2015.0,Aquicultura,"Jatuarana, piabanha e piracanjuba",Valor da produção (Mil Reais),...
24412,2706448,Paripueira,2015.0,Aquicultura,"Jatuarana, piabanha e piracanjuba (Quilogramas)",Produção da aquicultura,...
24413,2706448,Paripueira,2015.0,Aquicultura,Lambari,Valor da produção (Mil Reais),...
24414,2706448,Paripueira,2015.0,Aquicultura,Lambari (Quilogramas),Produção da aquicultura,...
24415,2706448,Paripueira,2015.0,Aquicultura,Larvas e pós-larvas de camarão,Valor da produção (Mil Reais),...
24416,2706448,Paripueira,2015.0,Aquicultura,Larvas e pós-larvas de camarão (Milheiros),Produção da aquicultura,...
24417,2706448,Paripueira,2015.0,Aquicultura,Matrinxã,Valor da produção (Mil Reais),...
24418,2706448,Paripueira,2015.0,Aquicultura,Matrinxã (Quilogramas),Produção da aquicultura,...
24419,2706448,Paripueira,2015.0,Aquicultura,"Ostras, vieiras e mexilhões",Valor da produção (Mil Reais),...
24420,2706448,Paripueira,2015.0,Aquicultura,"Ostras, vieiras e mexilhões (Quilogramas)",Produção da aquicultura,...
24421,2706448,Paripueira,2015.0,Aquicultura,Outros peixes,Valor da produção (Mil Reais),...
24422,2706448,Paripueira,2015.0,Aquicultura,Outros peixes (Quilogramas),Produção da aquicultura,...
24423,2706448,Paripueira,2015.0,Aquicultura,"Outros produtos (rã, jacaré, siri, caranguejo, lagosta, etc)",Valor da produção (Mil Reais),...
24424,2706448,Paripueira,2015.0,Aquicultura,"Outros produtos (rã, jacaré, siri, caranguejo, lagosta, etc) (Nenhuma)",Produção da aquicultura,...
24425,2706448,Paripueira,2015.0,Aquicultura,Pacu e patinga,Valor da produção (Mil Reais),...
24426,2706448,Paripueira,2015.0,Aquicultura,Pacu e patinga (Quilogramas),Produção da aquicultura,...
24427,2706448,Paripueira,2015.0,Aquicultura,"Piau, piapara, piauçu, piava",Valor da produção (Mil Reais),...
24428,2706448,Paripueira,2015.0,Aquicultura,"Piau, piapara, piauçu, piava (Quilogramas)",Produção da aquicultura,...
24429,2706448,Paripueira,2015.0,Aquicultura,"Pintado, cachara, cachapira e pintachara, surubim",Valor da produção (Mil Reais),...
24430,2706448,Paripueira,2015.0,Aquicultura,"Pintado, cachara, cachapira e pintachara, surubim (Quilogramas)",Produção da aquicultura,...
24431,2706448,Paripueira,2015.0,Aquicultura,Pirapitinga,Valor da produção (Mil Reais),...
24432,2706448,Paripueira,2015.0,Aquicultura,Pirapitinga (Quilogramas),Produção da aquicultura,...
24433,2706448,Paripueira,2015.0,Aquicultura,Pirarucu,Valor da produção (Mil Reais),...
24434,2706448,Paripueira,2015.0,Aquicultura,Pirarucu (Quilogramas),Produção da aquicultura,...
24435,2706448,Paripueira,2015.0,Aquicultura,Sementes de moluscos,Valor da produção (Mil Reais),...
24436,2706448,Paripueira,2015.0,Aquicultura,Sementes de moluscos (Milheiros),Produção da aquicultura,...
24437,2706448,Paripueira,2015.0,Aquicultura,"Tambacu, tambatinga",Valor da produção (Mil Reais),...
24438,2706448,Paripueira,2015.0,Aquicultura,"Tambacu, tambatinga (Quilogramas)",Produção da aquicultura,...
24439,2706448,Paripueira,2015.0,Aquicultura,Tambaqui,Valor da produção (Mil Reais),...
24440,2706448,Paripueira,2015.0,Aquicultura,Tambaqui (Quilogramas),Produção da aquicultura,...
24441,2706448,Paripueira,2015.0,Aquicultura,Tilápia,Valor da produção (Mil Reais),...
24442,2706448,Paripueira,2015.0,Aquicultura,Tilápia (Quilogramas),Produção da aquicultura,...
24443,2706448,Paripueira,2015.0,Aquicultura,Total,Produção da aquicultura,..
24444,2706448,Paripueira,2015.0,Aquicultura,Total,Valor da produção (Mil Reais),...
24445,2706448,Paripueira,2015.0,Aquicultura,Traíra e trairão,Valor da produção (Mil Reais),...
24446,2706448,Paripueira,2015.0,Aquicultura,Traíra e trairão (Quilogramas),Produção da aquicultura,...
24447,2706448,Paripueira,2015.0,Aquicultura,Truta,Valor da produção (Mil Reais),...
24448,2706448,Paripueira,2015.0,Aquicultura,Truta (Quilogramas),Produção da aquicultura,...
24449,2706448,Paripueira,2015.0,Aquicultura,Tucunaré,Valor da produção (Mil Reais),...
24450,2706448,Paripueira,2015.0,Aquicultura,Tucunaré (Quilogramas),Produção da aquicultura,...
24451,2706448,Paripueira,2016.0,Aquicultura,Alevinos,Valor da produção (Mil Reais),...
24452,2706448,Paripueira,2016.0,Aquicultura,Alevinos (Milheiros),Produção da aquicultura,...
24453,2706448,Paripueira,2016.0,Aquicultura,Camarão,Valor da produção (Mil Reais),...
24454,2706448,Paripueira,2016.0,Aquicultura,Camarão (Quilogramas),Produção da aquicultura,...
24455,2706448,Paripueira,2016.0,Aquicultura,Carpa,Valor da produção (Mil Reais),...
24456,2706448,Paripueira,2016.0,Aquicultura,Carpa (Quilogramas),Produção da aquicultura,...
24457,2706448,Paripueira,2016.0,Aquicultura,"Curimatã, curimbatá",Valor da produção (Mil Reais),...
24458,2706448,Paripueira,2016.0,Aquicultura,"Curimatã, curimbatá (Quilogramas)",Produção da aquicultura,...
24459,2706448,Paripueira,2016.0,Aquicultura,Dourado,Valor da produção (Mil Reais),...
24460,2706448,Paripueira,2016.0,Aquicultura,Dourado (Quilogramas),Produção da aquicultura,...
24461,2706448,Paripueira,2016.0,Aquicultura,"Jatuarana, piabanha e piracanjuba",Valor da produção (Mil Reais),...
24462,2706448,Paripueira,2016.0,Aquicultura,"Jatuarana, piabanha e piracanjuba (Quilogramas)",Produção da aquicultura,...
24463,2706448,Paripueira,2016.0,Aquicultura,Lambari,Valor da produção (Mil Reais),...
24464,2706448,Paripueira,2016.0,Aquicultura,Lambari (Quilogramas),Produção da aquicultura,...
24465,2706448,Paripueira,2016.0,Aquicultura,Larvas e pós-larvas de camarão,Valor da produção (Mil Reais),...
24466,2706448,Paripueira,2016.0,Aquicultura,Larvas e pós-larvas de camarão (Milheiros),Produção da aquicultura,...
24467,2706448,Paripueira,2016.0,Aquicultura,Matrinxã,Valor da produção (Mil Reais),...
24468,2706448,Paripueira,2016.0,Aquicultura,Matrinxã (Quilogramas),Produção da aquicultura,...
24469,2706448,Paripueira,2016.0,Aquicultura,"Ostras, vieiras e mexilhões",Valor da produção (Mil Reais),...
24470,2706448,Paripueira,2016.0,Aquicultura,"Ostras, vieiras e mexilhões (Quilogramas)",Produção da aquicultura,...
24471,2706448,Paripueira,2016.0,Aquicultura,Outros peixes,Valor da produção (Mil Reais),...
24472,2706448,Paripueira,2016.0,Aquicultura,Outros peixes (Quilogramas),Produção da aquicultura,...
24473,2706448,Paripueira,2016.0,Aquicultura,"Outros produtos (rã, jacaré, siri, caranguejo, lagosta, etc)",Valor da produção (Mil Reais),...
24474,2706448,Paripueira,2016.0,Aquicultura,"Outros produtos (rã, jacaré, siri, caranguejo, lagosta, etc) (Nenhuma)",Produção da aquicultura,...
24475,2706448,Paripueira,2016.0,Aquicultura,Pacu e patinga,Valor da produção (Mil Reais),...
24476,2706448,Paripueira,2016.0,Aquicultura,Pacu e patinga (Quilogramas),Produção da aquicultura,...
24477,2706448,Paripueira,2016.0,Aquicultura,"Piau, piapara, piauçu, piava",Valor da produção (Mil Reais),...
24478,2706448,Paripueira,2016.0,Aquicultura,"Piau, piapara, piauçu, piava (Quilogramas)",Produção da aquicultura,...
24479,2706448,Paripueira,2016.0,Aquicultura,"Pintado, cachara, cachapira e pintachara, surubim",Valor da produção (Mil Reais),...
24480,2706448,Paripueira,2016.0,Aquicultura,"Pintado, cachara, cachapira e pintachara, surubim (Quilogramas)",Produção da aquicultura,...
24481,2706448,Paripueira,2016.0,Aquicultura,Pirapitinga,Valor da produção (Mil Reais),...
24482,2706448,Paripueira,2016.0,Aquicultura,Pirapitinga (Quilogramas),Produção da aquicultura,...
24483,2706448,Paripueira,2016.0,Aquicultura,Pirarucu,Valor da produção (Mil Reais),...
24484,2706448,Paripueira,2016.0,Aquicultura,Pirarucu (Quilogramas),Produção da aquicultura,...
24485,2706448,Paripueira,2016.0,Aquicultura,Sementes de moluscos,Valor da produção (Mil Reais),...
24486,2706448,Paripueira,2016.0,Aquicultura,Sementes de moluscos (Milheiros),Produção da aquicultura,...
24487,2706448,Paripueira,2016.0,Aquicultura,"Tambacu, tambatinga",Valor da produção (Mil Reais),...
24488,2706448,Paripueira,2016.0,Aquicultura,"Tambacu, tambatinga (Quilogramas)",Produção da aquicultura,...
24489,2706448,Paripueira,2016.0,Aquicultura,Tambaqui,Valor da produção (Mil Reais),...
24490,2706448,Paripueira,2016.0,Aquicultura,Tambaqui (Quilogramas),Produção da aquicultura,...
24491,2706448,Paripueira,2016.0,Aquicultura,Tilápia,Valor da produção (Mil Reais),...
24492,2706448,Paripueira,2016.0,Aquicultura,Tilápia (Quilogramas),Produção da aquicultura,...
24493,2706448,Paripueira,2016.0,Aquicultura,Total,Produção da aquicultura,..
24494,2706448,Paripueira,2016.0,Aquicultura,Total,Valor da produção (Mil Reais),...
24495,2706448,Paripueira,2016.0,Aquicultura,Traíra e trairão,Valor da produção (Mil Reais),...
24496,2706448,Paripueira,2016.0,Aquicultura,Traíra e trairão (Quilogramas),Produção da aquicultura,...
24497,2706448,Paripueira,2016.0,Aquicultura,Truta,Valor da produção (Mil Reais),...
24498,2706448,Paripueira,2016.0,Aquicultura,Truta (Quilogramas),Produção da aquicultura,...
24499,2706448,Paripueira,2016.0,Aquicultura,Tucunaré,Valor da produção (Mil Reais),...
24500,2706448,Paripueira,2016.0,Aquicultura,Tucunaré (Quilogramas),Produção da aquicultura,...
24501,2706448,Paripueira,2017.0,Aquicultura,Alevinos,Valor da produção (Mil Reais),0
24502,2706448,Paripueira,2017.0,Aquicultura,Alevinos (Milheiros),Produção da aquicultura,0
24503,2706448,Paripueira,2017.0,Aquicultura,Camarão,Valor da produção (Mil Reais),0
24504,2706448,Paripueira,2017.0,Aquicultura,Camarão (Quilogramas),Produção da aquicultura,0
24505,2706448,Paripueira,2017.0,Aquicultura,Carpa,Valor da produção (Mil Reais),0
24506,2706448,Paripueira,2017.0,Aquicultura,Carpa (Quilogramas),Produção da aquicultura,0
24507,2706448,Paripueira,2017.0,Aquicultura,"Curimatã, curimbatá",Valor da produção (Mil Reais),0
24508,2706448,Paripueira,2017.0,Aquicultura,"Curimatã, curimbatá (Quilogramas)",Produção da aquicultura,0
24509,2706448,Paripueira,2017.0,Aquicultura,Dourado,Valor da produção (Mil Reais),0
24510,2706448,Paripueira,2017.0,Aquicultura,Dourado (Quilogramas),Produção da aquicultura,0
24511,2706448,Paripueira,2017.0,Aquicultura,"Jatuarana, piabanha e piracanjuba",Valor da produção (Mil Reais),0
24512,2706448,Paripueira,2017.0,Aquicultura,"Jatuarana, piabanha e piracanjuba (Quilogramas)",Produção da aquicultura,0
24513,2706448,Paripueira,2017.0,Aquicultura,Lambari,Valor da produção (Mil Reais),0
24514,2706448,Paripueira,2017.0,Aquicultura,Lambari (Quilogramas),Produção da aquicultura,0
24515,2706448,Paripueira,2017.0,Aquicultura,Larvas e pós-larvas de camarão,Valor da produção (Mil Reais),0
24516,2706448,Paripueira,2017.0,Aquicultura,Larvas e pós-larvas de camarão (Milheiros),Produção da aquicultura,0
24517,2706448,Paripueira,2017.0,Aquicultura,Matrinxã,Valor da produção (Mil Reais),0
24518,2706448,Paripueira,2017.0,Aquicultura,Matrinxã (Quilogramas),Produção da aquicultura,0
24519,2706448,Paripueira,2017.0,Aquicultura,"Ostras, vieiras e mexilhões",Valor da produção (Mil Reais),0
24520,2706448,Paripueira,2017.0,Aquicultura,"Ostras, vieiras e mexilhões (Quilogramas)",Produção da aquicultura,0
24521,2706448,Paripueira,2017.0,Aquicultura,Outros peixes,Valor da produção (Mil Reais),0
24522,2706448,Paripueira,2017.0,Aquicultura,Outros peixes (Quilogramas),Produção da aquicultura,0
24523,2706448,Paripueira,2017.0,Aquicultura,"Outros produtos (rã, jacaré, siri, caranguejo, lagosta, etc)",Valor da produção (Mil Reais),0
24524,2706448,Paripueira,2017.0,Aquicultura,"Outros produtos (rã, jacaré, siri, caranguejo, lagosta, etc) (Nenhuma)",Produção da aquicultura,0
24525,2706448,Paripueira,2017.0,Aquicultura,Pacu e patinga,Valor da produção (Mil Reais),0
24526,2706448,Paripueira,2017.0,Aquicultura,Pacu e patinga (Quilogramas),Produção da aquicultura,0
24527,2706448,Paripueira,2017.0,Aquicultura,"Piau, piapara, piauçu, piava",Valor da produção (Mil Reais),0
24528,2706448,Paripueira,2017.0,Aquicultura,"Piau, piapara, piauçu, piava (Quilogramas)",Produção da aquicultura,0
24529,2706448,Paripueira,2017.0,Aquicultura,"Pintado, cachara, cachapira e pintachara, surubim",Valor da produção (Mil Reais),0
24530,2706448,Paripueira,2017.0,Aquicultura,"Pintado, cachara, cachapira e pintachara, surubim (Quilogramas)",Produção da aquicultura,0
24531,2706448,Paripueira,2017.0,Aquicultura,Pirapitinga,Valor da produção (Mil Reais),0
24532,2706448,Paripueira,2017.0,Aquicultura,Pirapitinga (Quilogramas),Produção da aquicultura,0
24533,2706448,Paripueira,2017.0,Aquicultura,Pirarucu,Valor da produção (Mil Reais),0
24534,2706448,Paripueira,2017.0,Aquicultura,Pirarucu (Quilogramas),Produção da aquicultura,0
24535,2706448,Paripueira,2017.0,Aquicultura,Sementes de moluscos,Valor da produção (Mil Reais),0
24536,2706448,Paripueira,2017.0,Aquicultura,Sementes de moluscos (Milheiros),Produção da aquicultura,0
24537,2706448,Paripueira,2017.0,Aquicultura,"Tambacu, tambatinga",Valor da produção (Mil Reais),0
24538,2706448,Paripueira,2017.0,Aquicultura,"Tambacu, tambatinga (Quilogramas)",Produção da aquicultura,0
24539,2706448,Paripueira,2017.0,Aquicultura,Tambaqui,Valor da produção (Mil Reais),0
24540,2706448,Paripueira,2017.0,Aquicultura,Tambaqui (Quilogramas),Produção da aquicultura,0
24541,2706448,Paripueira,2017.0,Aquicultura,Tilápia,Valor da produção (Mil Reais),54
24542,2706448,Paripueira,2017.0,Aquicultura,Tilápia (Quilogramas),Produção da aquicultura,6700
24543,2706448,Paripueira,2017.0,Aquicultura,Total,Produção da aquicultura,..
24544,2706448,Paripueira,2017.0,Aquicultura,Total,Valor da produção (Mil Reais),54
24545,2706448,Paripueira,2017.0,Aquicultura,Traíra e trairão,Valor da produção (Mil Reais),0
24546,2706448,Paripueira,2017.0,Aquicultura,Traíra e trairão (Quilogramas),Produção da aquicultura,0
24547,2706448,Paripueira,2017.0,Aquicultura,Truta,Valor da produção (Mil Reais),0
24548,2706448,Paripueira,2017.0,Aquicultura,Truta (Quilogramas),Produção da aquicultura,0
24549,2706448,Paripueira,2017.0,Aquicultura,Tucunaré,Valor da produção (Mil Reais),0
24550,2706448,Paripueira,2017.0,Aquicultura,Tucunaré (Quilogramas),Produção da aquicultura,0
24551,2706448,Paripueira,2018.0,Aquicultura,Alevinos,Valor da produção (Mil Reais),0
24552,2706448,Paripueira,2018.0,Aquicultura,Alevinos (Milheiros),Produção da aquicultura,0
24553,2706448,Paripueira,2018.0,Aquicultura,Camarão,Valor da produção (Mil Reais),0
24554,2706448,Paripueira,2018.0,Aquicultura,Camarão (Quilogramas),Produção da aquicultura,0
24555,2706448,Paripueira,2018.0,Aquicultura,Carpa,Valor da produção (Mil Reais),0
24556,2706448,Paripueira,2018.0,Aquicultura,Carpa (Quilogramas),Produção da aquicultura,0
24557,2706448,Paripueira,2018.0,Aquicultura,"Curimatã, curimbatá",Valor da produção (Mil Reais),0
24558,2706448,Paripueira,2018.0,Aquicultura,"Curimatã, curimbatá (Quilogramas)",Produção da aquicultura,0
24559,2706448,Paripueira,2018.0,Aquicultura,Dourado,Valor da produção (Mil Reais),0
24560,2706448,Paripueira,2018.0,Aquicultura,Dourado (Quilogramas),Produção da aquicultura,0
24561,2706448,Paripueira,2018.0,Aquicultura,"Jatuarana, piabanha e piracanjuba",Valor da produção (Mil Reais),0
24562,2706448,Paripueira,2018.0,Aquicultura,"Jatuarana, piabanha e piracanjuba (Quilogramas)",Produção da aquicultura,0
24563,2706448,Paripueira,2018.0,Aquicultura,Lambari,Valor da produção (Mil Reais),0
24564,2706448,Paripueira,2018.0,Aquicultura,Lambari (Quilogramas),Produção da aquicultura,0
24565,2706448,Paripueira,2018.0,Aquicultura,Larvas e pós-larvas de camarão,Valor da produção (Mil Reais),0
24566,2706448,Paripueira,2018.0,Aquicultura,Larvas e pós-larvas de camarão (Milheiros),Produção da aquicultura,0
24567,2706448,Paripueira,2018.0,Aquicultura,Matrinxã,Valor da produção (Mil Reais),0
24568,2706448,Paripueira,2018.0,Aquicultura,Matrinxã (Quilogramas),Produção da aquicultura,0
