_id,co_uf,no_uf,ano,variavel,inf_categoria,inf_subcategoria,valor
5208,28.0,Sergipe,2019,Frota,veículos,1.1.3. Caminhão,21848
5209,28.0,Sergipe,2019,Frota,veículos,1.1.4. Caminhão trator,2688
5210,28.0,Sergipe,2019,Frota,veículos,1.1.5. Caminhonete,45475
5211,28.0,Sergipe,2019,Frota,veículos,1.1.6. Camioneta,17354
5212,28.0,Sergipe,2019,Frota,veículos,1.1.7. Chassi plataforma,20
5213,28.0,Sergipe,2019,Frota,veículos,1.1.8. Ciclomotor,26100
5214,28.0,Sergipe,2019,Frota,veículos,1.1.9. Micro-ônibus,3510
5215,28.0,Sergipe,2020,Frota,veículos,1. Veículo,836822
5216,28.0,Sergipe,2020,Frota,veículos,1.1.1. Automóvel,351545
5217,28.0,Sergipe,2020,Frota,veículos,1.1.10. Motocicleta,272991
5218,28.0,Sergipe,2020,Frota,veículos,1.1.11. Motoneta,50191
5219,28.0,Sergipe,2020,Frota,veículos,1.1.12. Ônibus,7719
5220,28.0,Sergipe,2020,Frota,veículos,1.1.13. Quadriciclo,0
5221,28.0,Sergipe,2020,Frota,veículos,1.1.14. Reboque,21808
5222,28.0,Sergipe,2020,Frota,veículos,1.1.15. Semi-reboque,3819
5223,28.0,Sergipe,2020,Frota,veículos,1.1.16. Sidecar,42
5224,28.0,Sergipe,2020,Frota,veículos,1.1.17. Trator de esteira,1
5225,28.0,Sergipe,2020,Frota,veículos,1.1.18. Trator de rodas,141
5226,28.0,Sergipe,2020,Frota,veículos,1.1.19. Triciclo,474
5227,28.0,Sergipe,2020,Frota,veículos,1.1.2. Bonde,0
5228,28.0,Sergipe,2020,Frota,veículos,1.1.20. Utilitário,6148
5229,28.0,Sergipe,2020,Frota,veículos,1.1.21. Outros,88
5230,28.0,Sergipe,2020,Frota,veículos,1.1.3. Caminhão,22313
5231,28.0,Sergipe,2020,Frota,veículos,1.1.4. Caminhão trator,2855
5232,28.0,Sergipe,2020,Frota,veículos,1.1.5. Caminhonete,47449
5233,28.0,Sergipe,2020,Frota,veículos,1.1.6. Camioneta,18116
5234,28.0,Sergipe,2020,Frota,veículos,1.1.7. Chassi plataforma,20
5235,28.0,Sergipe,2020,Frota,veículos,1.1.8. Ciclomotor,27505
5236,28.0,Sergipe,2020,Frota,veículos,1.1.9. Micro-ônibus,3597
5237,28.0,Sergipe,2021,Frota,veículos,1. Veículo,871776
5238,28.0,Sergipe,2021,Frota,veículos,1.1.1. Automóvel,360535
5239,28.0,Sergipe,2021,Frota,veículos,1.1.10. Motocicleta,286115
5240,28.0,Sergipe,2021,Frota,veículos,1.1.11. Motoneta,54134
5241,28.0,Sergipe,2021,Frota,veículos,1.1.12. Ônibus,7887
5242,28.0,Sergipe,2021,Frota,veículos,1.1.13. Quadriciclo,0
5243,28.0,Sergipe,2021,Frota,veículos,1.1.14. Reboque,23330
5244,28.0,Sergipe,2021,Frota,veículos,1.1.15. Semi-reboque,4124
5245,28.0,Sergipe,2021,Frota,veículos,1.1.16. Sidecar,42
5246,28.0,Sergipe,2021,Frota,veículos,1.1.17. Trator de esteira,1
5247,28.0,Sergipe,2021,Frota,veículos,1.1.18. Trator de rodas,142
5248,28.0,Sergipe,2021,Frota,veículos,1.1.19. Triciclo,488
5249,28.0,Sergipe,2021,Frota,veículos,1.1.2. Bonde,0
5250,28.0,Sergipe,2021,Frota,veículos,1.1.20. Utilitário,7312
5251,28.0,Sergipe,2021,Frota,veículos,1.1.21. Outros,98
5252,28.0,Sergipe,2021,Frota,veículos,1.1.3. Caminhão,22845
5253,28.0,Sergipe,2021,Frota,veículos,1.1.4. Caminhão trator,3037
5254,28.0,Sergipe,2021,Frota,veículos,1.1.5. Caminhonete,49957
5255,28.0,Sergipe,2021,Frota,veículos,1.1.6. Camioneta,19091
5256,28.0,Sergipe,2021,Frota,veículos,1.1.7. Chassi plataforma,18
5257,28.0,Sergipe,2021,Frota,veículos,1.1.8. Ciclomotor,29014
5258,28.0,Sergipe,2021,Frota,veículos,1.1.9. Micro-ônibus,3606
5259,28.0,Sergipe,2022,Frota,veículos,1. Veículo,907388
5260,28.0,Sergipe,2022,Frota,veículos,1.1.1. Automóvel,367629
5261,28.0,Sergipe,2022,Frota,veículos,1.1.10. Motocicleta,301248
5262,28.0,Sergipe,2022,Frota,veículos,1.1.11. Motoneta,59103
5263,28.0,Sergipe,2022,Frota,veículos,1.1.12. Ônibus,8351
5264,28.0,Sergipe,2022,Frota,veículos,1.1.13. Quadriciclo,0
5265,28.0,Sergipe,2022,Frota,veículos,1.1.14. Reboque,24553
5266,28.0,Sergipe,2022,Frota,veículos,1.1.15. Semi-reboque,4339
5267,28.0,Sergipe,2022,Frota,veículos,1.1.16. Sidecar,42
5268,28.0,Sergipe,2022,Frota,veículos,1.1.17. Trator de esteira,1
5269,28.0,Sergipe,2022,Frota,veículos,1.1.18. Trator de rodas,141
5270,28.0,Sergipe,2022,Frota,veículos,1.1.19. Triciclo,485
5271,28.0,Sergipe,2022,Frota,veículos,1.1.2. Bonde,0
5272,28.0,Sergipe,2022,Frota,veículos,1.1.20. Utilitário,8127
5273,28.0,Sergipe,2022,Frota,veículos,1.1.21. Outros,143
5274,28.0,Sergipe,2022,Frota,veículos,1.1.3. Caminhão,23094
5275,28.0,Sergipe,2022,Frota,veículos,1.1.4. Caminhão trator,3155
5276,28.0,Sergipe,2022,Frota,veículos,1.1.5. Caminhonete,51959
5277,28.0,Sergipe,2022,Frota,veículos,1.1.6. Camioneta,20184
5278,28.0,Sergipe,2022,Frota,veículos,1.1.7. Chassi plataforma,18
5279,28.0,Sergipe,2022,Frota,veículos,1.1.8. Ciclomotor,31200
5280,28.0,Sergipe,2022,Frota,veículos,1.1.9. Micro-ônibus,3616
5281,29.0,Bahia,2006,Frota,veículos,1. Veículo,1411748
5282,29.0,Bahia,2006,Frota,veículos,1.1.1. Automóvel,749833
5283,29.0,Bahia,2006,Frota,veículos,1.1.10. Motocicleta,322448
5284,29.0,Bahia,2006,Frota,veículos,1.1.11. Motoneta,42644
5285,29.0,Bahia,2006,Frota,veículos,1.1.12. Ônibus,19432
5286,29.0,Bahia,2006,Frota,veículos,1.1.13. Quadriciclo,0
5287,29.0,Bahia,2006,Frota,veículos,1.1.14. Reboque,13299
5288,29.0,Bahia,2006,Frota,veículos,1.1.15. Semi-reboque,10673
5289,29.0,Bahia,2006,Frota,veículos,1.1.16. Sidecar,533
5290,29.0,Bahia,2006,Frota,veículos,1.1.17. Trator de esteira,1
5291,29.0,Bahia,2006,Frota,veículos,1.1.18. Trator de rodas,72
5292,29.0,Bahia,2006,Frota,veículos,1.1.19. Triciclo,91
5293,29.0,Bahia,2006,Frota,veículos,1.1.2. Bonde,13
5294,29.0,Bahia,2006,Frota,veículos,1.1.20. Utilitário,2125
5295,29.0,Bahia,2006,Frota,veículos,1.1.21. Outros,114
5296,29.0,Bahia,2006,Frota,veículos,1.1.3. Caminhão,64710
5297,29.0,Bahia,2006,Frota,veículos,1.1.4. Caminhão trator,7065
5298,29.0,Bahia,2006,Frota,veículos,1.1.5. Caminhonete,78770
5299,29.0,Bahia,2006,Frota,veículos,1.1.6. Camioneta,89082
5300,29.0,Bahia,2006,Frota,veículos,1.1.7. Chassi plataforma,633
5301,29.0,Bahia,2006,Frota,veículos,1.1.8. Ciclomotor,177
5302,29.0,Bahia,2006,Frota,veículos,1.1.9. Micro-ônibus,10033
5303,29.0,Bahia,2007,Frota,veículos,1. Veículo,1592620
5304,29.0,Bahia,2007,Frota,veículos,1.1.1. Automóvel,822411
5305,29.0,Bahia,2007,Frota,veículos,1.1.10. Motocicleta,393146
5306,29.0,Bahia,2007,Frota,veículos,1.1.11. Motoneta,52735
5307,29.0,Bahia,2007,Frota,veículos,1.1.12. Ônibus,21002
5308,29.0,Bahia,2007,Frota,veículos,1.1.13. Quadriciclo,0
5309,29.0,Bahia,2007,Frota,veículos,1.1.14. Reboque,15087
5310,29.0,Bahia,2007,Frota,veículos,1.1.15. Semi-reboque,12619
5311,29.0,Bahia,2007,Frota,veículos,1.1.16. Sidecar,593
5312,29.0,Bahia,2007,Frota,veículos,1.1.17. Trator de esteira,1
5313,29.0,Bahia,2007,Frota,veículos,1.1.18. Trator de rodas,82
5314,29.0,Bahia,2007,Frota,veículos,1.1.19. Triciclo,101
5315,29.0,Bahia,2007,Frota,veículos,1.1.2. Bonde,13
5316,29.0,Bahia,2007,Frota,veículos,1.1.20. Utilitário,3657
5317,29.0,Bahia,2007,Frota,veículos,1.1.21. Outros,108
5318,29.0,Bahia,2007,Frota,veículos,1.1.3. Caminhão,68835
5319,29.0,Bahia,2007,Frota,veículos,1.1.4. Caminhão trator,8031
5320,29.0,Bahia,2007,Frota,veículos,1.1.5. Caminhonete,110133
5321,29.0,Bahia,2007,Frota,veículos,1.1.6. Camioneta,71878
5322,29.0,Bahia,2007,Frota,veículos,1.1.7. Chassi plataforma,638
5323,29.0,Bahia,2007,Frota,veículos,1.1.8. Ciclomotor,183
5324,29.0,Bahia,2007,Frota,veículos,1.1.9. Micro-ônibus,11367
5325,29.0,Bahia,2009,Frota,veículos,1. Veículo,2038176
5326,29.0,Bahia,2009,Frota,veículos,1.1.1. Automóvel,980422
5327,29.0,Bahia,2009,Frota,veículos,1.1.10. Motocicleta,589892
5328,29.0,Bahia,2009,Frota,veículos,1.1.11. Motoneta,76919
5329,29.0,Bahia,2009,Frota,veículos,1.1.12. Ônibus,24625
5330,29.0,Bahia,2009,Frota,veículos,1.1.13. Quadriciclo,0
5331,29.0,Bahia,2009,Frota,veículos,1.1.14. Reboque,18913
5332,29.0,Bahia,2009,Frota,veículos,1.1.15. Semi-reboque,16586
5333,29.0,Bahia,2009,Frota,veículos,1.1.16. Sidecar,648
5334,29.0,Bahia,2009,Frota,veículos,1.1.17. Trator de esteira,0
5335,29.0,Bahia,2009,Frota,veículos,1.1.18. Trator de rodas,119
5336,29.0,Bahia,2009,Frota,veículos,1.1.19. Triciclo,283
5337,29.0,Bahia,2009,Frota,veículos,1.1.2. Bonde,8
5338,29.0,Bahia,2009,Frota,veículos,1.1.20. Utilitário,7579
5339,29.0,Bahia,2009,Frota,veículos,1.1.21. Outros,122
5340,29.0,Bahia,2009,Frota,veículos,1.1.3. Caminhão,78185
5341,29.0,Bahia,2009,Frota,veículos,1.1.4. Caminhão trator,10419
5342,29.0,Bahia,2009,Frota,veículos,1.1.5. Caminhonete,162411
5343,29.0,Bahia,2009,Frota,veículos,1.1.6. Camioneta,55926
5344,29.0,Bahia,2009,Frota,veículos,1.1.7. Chassi plataforma,366
5345,29.0,Bahia,2009,Frota,veículos,1.1.8. Ciclomotor,284
5346,29.0,Bahia,2009,Frota,veículos,1.1.9. Micro-ônibus,14469
5347,29.0,Bahia,2010,Frota,veículos,1. Veículo,2308978
5348,29.0,Bahia,2010,Frota,veículos,1.1.1. Automóvel,1079158
5349,29.0,Bahia,2010,Frota,veículos,1.1.10. Motocicleta,699071
5350,29.0,Bahia,2010,Frota,veículos,1.1.11. Motoneta,90661
5351,29.0,Bahia,2010,Frota,veículos,1.1.12. Ônibus,27051
5352,29.0,Bahia,2010,Frota,veículos,1.1.13. Quadriciclo,0
5353,29.0,Bahia,2010,Frota,veículos,1.1.14. Reboque,21305
5354,29.0,Bahia,2010,Frota,veículos,1.1.15. Semi-reboque,19163
5355,29.0,Bahia,2010,Frota,veículos,1.1.16. Sidecar,649
5356,29.0,Bahia,2010,Frota,veículos,1.1.17. Trator de esteira,0
5357,29.0,Bahia,2010,Frota,veículos,1.1.18. Trator de rodas,128
5358,29.0,Bahia,2010,Frota,veículos,1.1.19. Triciclo,650
5359,29.0,Bahia,2010,Frota,veículos,1.1.2. Bonde,7
5360,29.0,Bahia,2010,Frota,veículos,1.1.20. Utilitário,9807
5361,29.0,Bahia,2010,Frota,veículos,1.1.21. Outros,122
5362,29.0,Bahia,2010,Frota,veículos,1.1.3. Caminhão,85830
5363,29.0,Bahia,2010,Frota,veículos,1.1.4. Caminhão trator,12271
5364,29.0,Bahia,2010,Frota,veículos,1.1.5. Caminhonete,184661
5365,29.0,Bahia,2010,Frota,veículos,1.1.6. Camioneta,61129
5366,29.0,Bahia,2010,Frota,veículos,1.1.7. Chassi plataforma,308
5367,29.0,Bahia,2010,Frota,veículos,1.1.8. Ciclomotor,492
5368,29.0,Bahia,2010,Frota,veículos,1.1.9. Micro-ônibus,16515
5369,29.0,Bahia,2011,Frota,veículos,1. Veículo,2585655
5370,29.0,Bahia,2011,Frota,veículos,1.1.1. Automóvel,1179301
5371,29.0,Bahia,2011,Frota,veículos,1.1.10. Motocicleta,808734
5372,29.0,Bahia,2011,Frota,veículos,1.1.11. Motoneta,104697
5373,29.0,Bahia,2011,Frota,veículos,1.1.12. Ônibus,29507
5374,29.0,Bahia,2011,Frota,veículos,1.1.13. Quadriciclo,1
5375,29.0,Bahia,2011,Frota,veículos,1.1.14. Reboque,24143
5376,29.0,Bahia,2011,Frota,veículos,1.1.15. Semi-reboque,21785
5377,29.0,Bahia,2011,Frota,veículos,1.1.16. Sidecar,667
5378,29.0,Bahia,2011,Frota,veículos,1.1.17. Trator de esteira,0
5379,29.0,Bahia,2011,Frota,veículos,1.1.18. Trator de rodas,148
5380,29.0,Bahia,2011,Frota,veículos,1.1.19. Triciclo,1122
5381,29.0,Bahia,2011,Frota,veículos,1.1.2. Bonde,5
5382,29.0,Bahia,2011,Frota,veículos,1.1.20. Utilitário,12515
5383,29.0,Bahia,2011,Frota,veículos,1.1.21. Outros,111
5384,29.0,Bahia,2011,Frota,veículos,1.1.3. Caminhão,93323
5385,29.0,Bahia,2011,Frota,veículos,1.1.4. Caminhão trator,14281
5386,29.0,Bahia,2011,Frota,veículos,1.1.5. Caminhonete,207555
5387,29.0,Bahia,2011,Frota,veículos,1.1.6. Camioneta,67437
5388,29.0,Bahia,2011,Frota,veículos,1.1.7. Chassi plataforma,269
5389,29.0,Bahia,2011,Frota,veículos,1.1.8. Ciclomotor,1044
5390,29.0,Bahia,2011,Frota,veículos,1.1.9. Micro-ônibus,19010
5391,29.0,Bahia,2012,Frota,veículos,1. Veículo,2877271
5392,29.0,Bahia,2012,Frota,veículos,1.1.1. Automóvel,1301065
5393,29.0,Bahia,2012,Frota,veículos,1.1.10. Motocicleta,909410
5394,29.0,Bahia,2012,Frota,veículos,1.1.11. Motoneta,119502
5395,29.0,Bahia,2012,Frota,veículos,1.1.12. Ônibus,31256
5396,29.0,Bahia,2012,Frota,veículos,1.1.13. Quadriciclo,1
5397,29.0,Bahia,2012,Frota,veículos,1.1.14. Reboque,27277
5398,29.0,Bahia,2012,Frota,veículos,1.1.15. Semi-reboque,24187
5399,29.0,Bahia,2012,Frota,veículos,1.1.16. Sidecar,667
5400,29.0,Bahia,2012,Frota,veículos,1.1.17. Trator de esteira,1
5401,29.0,Bahia,2012,Frota,veículos,1.1.18. Trator de rodas,167
5402,29.0,Bahia,2012,Frota,veículos,1.1.19. Triciclo,1437
5403,29.0,Bahia,2012,Frota,veículos,1.1.2. Bonde,3
5404,29.0,Bahia,2012,Frota,veículos,1.1.20. Utilitário,14909
5405,29.0,Bahia,2012,Frota,veículos,1.1.21. Outros,118
5406,29.0,Bahia,2012,Frota,veículos,1.1.3. Caminhão,99905
5407,29.0,Bahia,2012,Frota,veículos,1.1.4. Caminhão trator,15820
5408,29.0,Bahia,2012,Frota,veículos,1.1.5. Caminhonete,232418
5409,29.0,Bahia,2012,Frota,veículos,1.1.6. Camioneta,74772
5410,29.0,Bahia,2012,Frota,veículos,1.1.7. Chassi plataforma,254
5411,29.0,Bahia,2012,Frota,veículos,1.1.8. Ciclomotor,2942
5412,29.0,Bahia,2012,Frota,veículos,1.1.9. Micro-ônibus,21160
5413,29.0,Bahia,2013,Frota,veículos,1. Veículo,3158326
5414,29.0,Bahia,2013,Frota,veículos,1.1.1. Automóvel,1415342
5415,29.0,Bahia,2013,Frota,veículos,1.1.10. Motocicleta,1002208
5416,29.0,Bahia,2013,Frota,veículos,1.1.11. Motoneta,137465
5417,29.0,Bahia,2013,Frota,veículos,1.1.12. Ônibus,34421
5418,29.0,Bahia,2013,Frota,veículos,1.1.13. Quadriciclo,1
5419,29.0,Bahia,2013,Frota,veículos,1.1.14. Reboque,30659
5420,29.0,Bahia,2013,Frota,veículos,1.1.15. Semi-reboque,27187
5421,29.0,Bahia,2013,Frota,veículos,1.1.16. Sidecar,667
5422,29.0,Bahia,2013,Frota,veículos,1.1.17. Trator de esteira,3
5423,29.0,Bahia,2013,Frota,veículos,1.1.18. Trator de rodas,196
5424,29.0,Bahia,2013,Frota,veículos,1.1.19. Triciclo,1644
5425,29.0,Bahia,2013,Frota,veículos,1.1.2. Bonde,3
5426,29.0,Bahia,2013,Frota,veículos,1.1.20. Utilitário,17430
5427,29.0,Bahia,2013,Frota,veículos,1.1.21. Outros,129
5428,29.0,Bahia,2013,Frota,veículos,1.1.3. Caminhão,106213
5429,29.0,Bahia,2013,Frota,veículos,1.1.4. Caminhão trator,17668
5430,29.0,Bahia,2013,Frota,veículos,1.1.5. Caminhonete,256857
5431,29.0,Bahia,2013,Frota,veículos,1.1.6. Camioneta,82874
5432,29.0,Bahia,2013,Frota,veículos,1.1.7. Chassi plataforma,218
5433,29.0,Bahia,2013,Frota,veículos,1.1.8. Ciclomotor,3502
5434,29.0,Bahia,2013,Frota,veículos,1.1.9. Micro-ônibus,23639
5435,29.0,Bahia,2014,Frota,veículos,1. Veículo,3424742
5436,29.0,Bahia,2014,Frota,veículos,1.1.1. Automóvel,1527370
5437,29.0,Bahia,2014,Frota,veículos,1.1.10. Motocicleta,1087674
5438,29.0,Bahia,2014,Frota,veículos,1.1.11. Motoneta,153540
5439,29.0,Bahia,2014,Frota,veículos,1.1.12. Ônibus,36088
5440,29.0,Bahia,2014,Frota,veículos,1.1.13. Quadriciclo,1
5441,29.0,Bahia,2014,Frota,veículos,1.1.14. Reboque,34674
5442,29.0,Bahia,2014,Frota,veículos,1.1.15. Semi-reboque,29127
5443,29.0,Bahia,2014,Frota,veículos,1.1.16. Sidecar,667
5444,29.0,Bahia,2014,Frota,veículos,1.1.17. Trator de esteira,3
5445,29.0,Bahia,2014,Frota,veículos,1.1.18. Trator de rodas,219
5446,29.0,Bahia,2014,Frota,veículos,1.1.19. Triciclo,1794
5447,29.0,Bahia,2014,Frota,veículos,1.1.2. Bonde,3
5448,29.0,Bahia,2014,Frota,veículos,1.1.20. Utilitário,20225
5449,29.0,Bahia,2014,Frota,veículos,1.1.21. Outros,147
5450,29.0,Bahia,2014,Frota,veículos,1.1.3. Caminhão,110658
5451,29.0,Bahia,2014,Frota,veículos,1.1.4. Caminhão trator,19105
5452,29.0,Bahia,2014,Frota,veículos,1.1.5. Caminhonete,283643
5453,29.0,Bahia,2014,Frota,veículos,1.1.6. Camioneta,90770
5454,29.0,Bahia,2014,Frota,veículos,1.1.7. Chassi plataforma,203
5455,29.0,Bahia,2014,Frota,veículos,1.1.8. Ciclomotor,3667
5456,29.0,Bahia,2014,Frota,veículos,1.1.9. Micro-ônibus,25164
5457,29.0,Bahia,2015,Frota,veículos,1. Veículo,3639408
5458,29.0,Bahia,2015,Frota,veículos,1.1.1. Automóvel,1616152
5459,29.0,Bahia,2015,Frota,veículos,1.1.10. Motocicleta,1157861
5460,29.0,Bahia,2015,Frota,veículos,1.1.11. Motoneta,166684
5461,29.0,Bahia,2015,Frota,veículos,1.1.12. Ônibus,37629
5462,29.0,Bahia,2015,Frota,veículos,1.1.13. Quadriciclo,1
5463,29.0,Bahia,2015,Frota,veículos,1.1.14. Reboque,38746
5464,29.0,Bahia,2015,Frota,veículos,1.1.15. Semi-reboque,31063
5465,29.0,Bahia,2015,Frota,veículos,1.1.16. Sidecar,667
5466,29.0,Bahia,2015,Frota,veículos,1.1.17. Trator de esteira,3
5467,29.0,Bahia,2015,Frota,veículos,1.1.18. Trator de rodas,239
5468,29.0,Bahia,2015,Frota,veículos,1.1.19. Triciclo,1940
5469,29.0,Bahia,2015,Frota,veículos,1.1.2. Bonde,3
5470,29.0,Bahia,2015,Frota,veículos,1.1.20. Utilitário,22721
5471,29.0,Bahia,2015,Frota,veículos,1.1.21. Outros,165
5472,29.0,Bahia,2015,Frota,veículos,1.1.3. Caminhão,113457
5473,29.0,Bahia,2015,Frota,veículos,1.1.4. Caminhão trator,19689
5474,29.0,Bahia,2015,Frota,veículos,1.1.5. Caminhonete,303247
5475,29.0,Bahia,2015,Frota,veículos,1.1.6. Camioneta,98406
5476,29.0,Bahia,2015,Frota,veículos,1.1.7. Chassi plataforma,196
5477,29.0,Bahia,2015,Frota,veículos,1.1.8. Ciclomotor,4182
5478,29.0,Bahia,2015,Frota,veículos,1.1.9. Micro-ônibus,26357
5479,29.0,Bahia,2016,Frota,veículos,1. Veículo,3801090
5480,29.0,Bahia,2016,Frota,veículos,1.1.1. Automóvel,1684719
5481,29.0,Bahia,2016,Frota,veículos,1.1.10. Motocicleta,1206652
5482,29.0,Bahia,2016,Frota,veículos,1.1.11. Motoneta,174850
5483,29.0,Bahia,2016,Frota,veículos,1.1.12. Ônibus,38180
5484,29.0,Bahia,2016,Frota,veículos,1.1.13. Quadriciclo,1
5485,29.0,Bahia,2016,Frota,veículos,1.1.14. Reboque,42576
5486,29.0,Bahia,2016,Frota,veículos,1.1.15. Semi-reboque,32085
5487,29.0,Bahia,2016,Frota,veículos,1.1.16. Sidecar,667
5488,29.0,Bahia,2016,Frota,veículos,1.1.17. Trator de esteira,3
5489,29.0,Bahia,2016,Frota,veículos,1.1.18. Trator de rodas,249
5490,29.0,Bahia,2016,Frota,veículos,1.1.19. Triciclo,2100
5491,29.0,Bahia,2016,Frota,veículos,1.1.2. Bonde,3
5492,29.0,Bahia,2016,Frota,veículos,1.1.20. Utilitário,24919
5493,29.0,Bahia,2016,Frota,veículos,1.1.21. Outros,201
5494,29.0,Bahia,2016,Frota,veículos,1.1.3. Caminhão,115164
5495,29.0,Bahia,2016,Frota,veículos,1.1.4. Caminhão trator,19963
5496,29.0,Bahia,2016,Frota,veículos,1.1.5. Caminhonete,320768
5497,29.0,Bahia,2016,Frota,veículos,1.1.6. Camioneta,104347
5498,29.0,Bahia,2016,Frota,veículos,1.1.7. Chassi plataforma,190
5499,29.0,Bahia,2016,Frota,veículos,1.1.8. Ciclomotor,6088
5500,29.0,Bahia,2016,Frota,veículos,1.1.9. Micro-ônibus,27365
5501,29.0,Bahia,2017,Frota,veículos,1. Veículo,3964820
5502,29.0,Bahia,2017,Frota,veículos,1.1.1. Automóvel,1754967
5503,29.0,Bahia,2017,Frota,veículos,1.1.10. Motocicleta,1248065
5504,29.0,Bahia,2017,Frota,veículos,1.1.11. Motoneta,182345
5505,29.0,Bahia,2017,Frota,veículos,1.1.12. Ônibus,39167
5506,29.0,Bahia,2017,Frota,veículos,1.1.13. Quadriciclo,1
5507,29.0,Bahia,2017,Frota,veículos,1.1.14. Reboque,46440
5508,29.0,Bahia,2017,Frota,veículos,1.1.15. Semi-reboque,33241
5509,29.0,Bahia,2017,Frota,veículos,1.1.16. Sidecar,667
5510,29.0,Bahia,2017,Frota,veículos,1.1.17. Trator de esteira,3
5511,29.0,Bahia,2017,Frota,veículos,1.1.18. Trator de rodas,245
5512,29.0,Bahia,2017,Frota,veículos,1.1.19. Triciclo,2282
5513,29.0,Bahia,2017,Frota,veículos,1.1.2. Bonde,3
5514,29.0,Bahia,2017,Frota,veículos,1.1.20. Utilitário,27586
5515,29.0,Bahia,2017,Frota,veículos,1.1.21. Outros,273
5516,29.0,Bahia,2017,Frota,veículos,1.1.3. Caminhão,116551
5517,29.0,Bahia,2017,Frota,veículos,1.1.4. Caminhão trator,20213
5518,29.0,Bahia,2017,Frota,veículos,1.1.5. Caminhonete,338113
5519,29.0,Bahia,2017,Frota,veículos,1.1.6. Camioneta,111050
5520,29.0,Bahia,2017,Frota,veículos,1.1.7. Chassi plataforma,185
5521,29.0,Bahia,2017,Frota,veículos,1.1.8. Ciclomotor,14871
5522,29.0,Bahia,2017,Frota,veículos,1.1.9. Micro-ônibus,28552
5523,29.0,Bahia,2018,Frota,veículos,1. Veículo,4139107
5524,29.0,Bahia,2018,Frota,veículos,1.1.1. Automóvel,1829141
5525,29.0,Bahia,2018,Frota,veículos,1.1.10. Motocicleta,1293820
5526,29.0,Bahia,2018,Frota,veículos,1.1.11. Motoneta,192733
5527,29.0,Bahia,2018,Frota,veículos,1.1.12. Ônibus,39818
5528,29.0,Bahia,2018,Frota,veículos,1.1.13. Quadriciclo,1
5529,29.0,Bahia,2018,Frota,veículos,1.1.14. Reboque,50628
5530,29.0,Bahia,2018,Frota,veículos,1.1.15. Semi-reboque,35654
5531,29.0,Bahia,2018,Frota,veículos,1.1.16. Sidecar,667
5532,29.0,Bahia,2018,Frota,veículos,1.1.17. Trator de esteira,3
5533,29.0,Bahia,2018,Frota,veículos,1.1.18. Trator de rodas,246
5534,29.0,Bahia,2018,Frota,veículos,1.1.19. Triciclo,2450
5535,29.0,Bahia,2018,Frota,veículos,1.1.2. Bonde,3
5536,29.0,Bahia,2018,Frota,veículos,1.1.20. Utilitário,30491
5537,29.0,Bahia,2018,Frota,veículos,1.1.21. Outros,338
5538,29.0,Bahia,2018,Frota,veículos,1.1.3. Caminhão,118290
5539,29.0,Bahia,2018,Frota,veículos,1.1.4. Caminhão trator,21294
5540,29.0,Bahia,2018,Frota,veículos,1.1.5. Caminhonete,358554
5541,29.0,Bahia,2018,Frota,veículos,1.1.6. Camioneta,118914
5542,29.0,Bahia,2018,Frota,veículos,1.1.7. Chassi plataforma,185
5543,29.0,Bahia,2018,Frota,veículos,1.1.8. Ciclomotor,16623
5544,29.0,Bahia,2018,Frota,veículos,1.1.9. Micro-ônibus,29254
5545,29.0,Bahia,2019,Frota,veículos,1. Veículo,4332564
5546,29.0,Bahia,2019,Frota,veículos,1.1.1. Automóvel,1907497
5547,29.0,Bahia,2019,Frota,veículos,1.1.10. Motocicleta,1347157
5548,29.0,Bahia,2019,Frota,veículos,1.1.11. Motoneta,206363
5549,29.0,Bahia,2019,Frota,veículos,1.1.12. Ônibus,41613
5550,29.0,Bahia,2019,Frota,veículos,1.1.13. Quadriciclo,2
5551,29.0,Bahia,2019,Frota,veículos,1.1.14. Reboque,55545
5552,29.0,Bahia,2019,Frota,veículos,1.1.15. Semi-reboque,37736
5553,29.0,Bahia,2019,Frota,veículos,1.1.16. Sidecar,667
5554,29.0,Bahia,2019,Frota,veículos,1.1.17. Trator de esteira,3
5555,29.0,Bahia,2019,Frota,veículos,1.1.18. Trator de rodas,251
5556,29.0,Bahia,2019,Frota,veículos,1.1.19. Triciclo,2569
5557,29.0,Bahia,2019,Frota,veículos,1.1.2. Bonde,3
5558,29.0,Bahia,2019,Frota,veículos,1.1.20. Utilitário,34295
5559,29.0,Bahia,2019,Frota,veículos,1.1.21. Outros,332
5560,29.0,Bahia,2019,Frota,veículos,1.1.3. Caminhão,122060
5561,29.0,Bahia,2019,Frota,veículos,1.1.4. Caminhão trator,22773
5562,29.0,Bahia,2019,Frota,veículos,1.1.5. Caminhonete,381695
5563,29.0,Bahia,2019,Frota,veículos,1.1.6. Camioneta,124187
5564,29.0,Bahia,2019,Frota,veículos,1.1.7. Chassi plataforma,185
5565,29.0,Bahia,2019,Frota,veículos,1.1.8. Ciclomotor,17308
5566,29.0,Bahia,2019,Frota,veículos,1.1.9. Micro-ônibus,30323
5567,29.0,Bahia,2020,Frota,veículos,1. Veículo,4506825
5568,29.0,Bahia,2020,Frota,veículos,1.1.1. Automóvel,1976121
5569,29.0,Bahia,2020,Frota,veículos,1.1.10. Motocicleta,1395335
5570,29.0,Bahia,2020,Frota,veículos,1.1.11. Motoneta,219693
