_id,co_uf,no_uf,ano,variavel,inf_categoria,inf_subcategoria,valor
814,13.0,Amazonas,2011,Frota,veículos,1.1.9. Micro-ônibus,2839
815,13.0,Amazonas,2012,Frota,veículos,1. Veículo,643859
816,13.0,Amazonas,2012,Frota,veículos,1.1.1. Automóvel,304077
817,13.0,Amazonas,2012,Frota,veículos,1.1.10. Motocicleta,163132
818,13.0,Amazonas,2012,Frota,veículos,1.1.11. Motoneta,36883
819,13.0,Amazonas,2012,Frota,veículos,1.1.12. Ônibus,8046
820,13.0,Amazonas,2012,Frota,veículos,1.1.13. Quadriciclo,0
821,13.0,Amazonas,2012,Frota,veículos,1.1.14. Reboque,1948
822,13.0,Amazonas,2012,Frota,veículos,1.1.15. Semi-reboque,11226
823,13.0,Amazonas,2012,Frota,veículos,1.1.16. Sidecar,7
824,13.0,Amazonas,2012,Frota,veículos,1.1.17. Trator de esteira,0
825,13.0,Amazonas,2012,Frota,veículos,1.1.18. Trator de rodas,53
826,13.0,Amazonas,2012,Frota,veículos,1.1.19. Triciclo,602
827,13.0,Amazonas,2012,Frota,veículos,1.1.2. Bonde,0
828,13.0,Amazonas,2012,Frota,veículos,1.1.20. Utilitário,3770
829,13.0,Amazonas,2012,Frota,veículos,1.1.21. Outros,74
830,13.0,Amazonas,2012,Frota,veículos,1.1.3. Caminhão,18398
831,13.0,Amazonas,2012,Frota,veículos,1.1.4. Caminhão trator,2540
832,13.0,Amazonas,2012,Frota,veículos,1.1.5. Caminhonete,65468
833,13.0,Amazonas,2012,Frota,veículos,1.1.6. Camioneta,23395
834,13.0,Amazonas,2012,Frota,veículos,1.1.7. Chassi plataforma,39
835,13.0,Amazonas,2012,Frota,veículos,1.1.8. Ciclomotor,1102
836,13.0,Amazonas,2012,Frota,veículos,1.1.9. Micro-ônibus,3099
837,13.0,Amazonas,2013,Frota,veículos,1. Veículo,700849
838,13.0,Amazonas,2013,Frota,veículos,1.1.1. Automóvel,325698
839,13.0,Amazonas,2013,Frota,veículos,1.1.10. Motocicleta,183987
840,13.0,Amazonas,2013,Frota,veículos,1.1.11. Motoneta,41914
841,13.0,Amazonas,2013,Frota,veículos,1.1.12. Ônibus,8517
842,13.0,Amazonas,2013,Frota,veículos,1.1.13. Quadriciclo,0
843,13.0,Amazonas,2013,Frota,veículos,1.1.14. Reboque,2058
844,13.0,Amazonas,2013,Frota,veículos,1.1.15. Semi-reboque,11649
845,13.0,Amazonas,2013,Frota,veículos,1.1.16. Sidecar,7
846,13.0,Amazonas,2013,Frota,veículos,1.1.17. Trator de esteira,0
847,13.0,Amazonas,2013,Frota,veículos,1.1.18. Trator de rodas,60
848,13.0,Amazonas,2013,Frota,veículos,1.1.19. Triciclo,884
849,13.0,Amazonas,2013,Frota,veículos,1.1.2. Bonde,0
850,13.0,Amazonas,2013,Frota,veículos,1.1.20. Utilitário,4233
851,13.0,Amazonas,2013,Frota,veículos,1.1.21. Outros,73
852,13.0,Amazonas,2013,Frota,veículos,1.1.3. Caminhão,19023
853,13.0,Amazonas,2013,Frota,veículos,1.1.4. Caminhão trator,2742
854,13.0,Amazonas,2013,Frota,veículos,1.1.5. Caminhonete,70371
855,13.0,Amazonas,2013,Frota,veículos,1.1.6. Camioneta,24917
856,13.0,Amazonas,2013,Frota,veículos,1.1.7. Chassi plataforma,38
857,13.0,Amazonas,2013,Frota,veículos,1.1.8. Ciclomotor,1430
858,13.0,Amazonas,2013,Frota,veículos,1.1.9. Micro-ônibus,3248
859,13.0,Amazonas,2014,Frota,veículos,1. Veículo,755763
860,13.0,Amazonas,2014,Frota,veículos,1.1.1. Automóvel,345256
861,13.0,Amazonas,2014,Frota,veículos,1.1.10. Motocicleta,205629
862,13.0,Amazonas,2014,Frota,veículos,1.1.11. Motoneta,46366
863,13.0,Amazonas,2014,Frota,veículos,1.1.12. Ônibus,8822
864,13.0,Amazonas,2014,Frota,veículos,1.1.13. Quadriciclo,0
865,13.0,Amazonas,2014,Frota,veículos,1.1.14. Reboque,2244
866,13.0,Amazonas,2014,Frota,veículos,1.1.15. Semi-reboque,12123
867,13.0,Amazonas,2014,Frota,veículos,1.1.16. Sidecar,7
868,13.0,Amazonas,2014,Frota,veículos,1.1.17. Trator de esteira,0
869,13.0,Amazonas,2014,Frota,veículos,1.1.18. Trator de rodas,68
870,13.0,Amazonas,2014,Frota,veículos,1.1.19. Triciclo,1207
871,13.0,Amazonas,2014,Frota,veículos,1.1.2. Bonde,0
872,13.0,Amazonas,2014,Frota,veículos,1.1.20. Utilitário,4630
873,13.0,Amazonas,2014,Frota,veículos,1.1.21. Outros,73
874,13.0,Amazonas,2014,Frota,veículos,1.1.3. Caminhão,19652
875,13.0,Amazonas,2014,Frota,veículos,1.1.4. Caminhão trator,2890
876,13.0,Amazonas,2014,Frota,veículos,1.1.5. Caminhonete,75961
877,13.0,Amazonas,2014,Frota,veículos,1.1.6. Camioneta,25891
878,13.0,Amazonas,2014,Frota,veículos,1.1.7. Chassi plataforma,37
879,13.0,Amazonas,2014,Frota,veículos,1.1.8. Ciclomotor,1503
880,13.0,Amazonas,2014,Frota,veículos,1.1.9. Micro-ônibus,3404
881,13.0,Amazonas,2015,Frota,veículos,1. Veículo,794923
882,13.0,Amazonas,2015,Frota,veículos,1.1.1. Automóvel,358570
883,13.0,Amazonas,2015,Frota,veículos,1.1.10. Motocicleta,221639
884,13.0,Amazonas,2015,Frota,veículos,1.1.11. Motoneta,49881
885,13.0,Amazonas,2015,Frota,veículos,1.1.12. Ônibus,8787
886,13.0,Amazonas,2015,Frota,veículos,1.1.13. Quadriciclo,0
887,13.0,Amazonas,2015,Frota,veículos,1.1.14. Reboque,2490
888,13.0,Amazonas,2015,Frota,veículos,1.1.15. Semi-reboque,12366
889,13.0,Amazonas,2015,Frota,veículos,1.1.16. Sidecar,7
890,13.0,Amazonas,2015,Frota,veículos,1.1.17. Trator de esteira,0
891,13.0,Amazonas,2015,Frota,veículos,1.1.18. Trator de rodas,69
892,13.0,Amazonas,2015,Frota,veículos,1.1.19. Triciclo,1382
893,13.0,Amazonas,2015,Frota,veículos,1.1.2. Bonde,0
894,13.0,Amazonas,2015,Frota,veículos,1.1.20. Utilitário,4775
895,13.0,Amazonas,2015,Frota,veículos,1.1.21. Outros,77
896,13.0,Amazonas,2015,Frota,veículos,1.1.3. Caminhão,19883
897,13.0,Amazonas,2015,Frota,veículos,1.1.4. Caminhão trator,2979
898,13.0,Amazonas,2015,Frota,veículos,1.1.5. Caminhonete,80088
899,13.0,Amazonas,2015,Frota,veículos,1.1.6. Camioneta,26731
900,13.0,Amazonas,2015,Frota,veículos,1.1.7. Chassi plataforma,37
901,13.0,Amazonas,2015,Frota,veículos,1.1.8. Ciclomotor,1693
902,13.0,Amazonas,2015,Frota,veículos,1.1.9. Micro-ônibus,3469
903,13.0,Amazonas,2016,Frota,veículos,1. Veículo,819382
904,13.0,Amazonas,2016,Frota,veículos,1.1.1. Automóvel,366482
905,13.0,Amazonas,2016,Frota,veículos,1.1.10. Motocicleta,233300
906,13.0,Amazonas,2016,Frota,veículos,1.1.11. Motoneta,52096
907,13.0,Amazonas,2016,Frota,veículos,1.1.12. Ônibus,8765
908,13.0,Amazonas,2016,Frota,veículos,1.1.13. Quadriciclo,0
909,13.0,Amazonas,2016,Frota,veículos,1.1.14. Reboque,2741
910,13.0,Amazonas,2016,Frota,veículos,1.1.15. Semi-reboque,12542
911,13.0,Amazonas,2016,Frota,veículos,1.1.16. Sidecar,7
912,13.0,Amazonas,2016,Frota,veículos,1.1.17. Trator de esteira,0
913,13.0,Amazonas,2016,Frota,veículos,1.1.18. Trator de rodas,74
914,13.0,Amazonas,2016,Frota,veículos,1.1.19. Triciclo,1482
915,13.0,Amazonas,2016,Frota,veículos,1.1.2. Bonde,0
916,13.0,Amazonas,2016,Frota,veículos,1.1.20. Utilitário,4836
917,13.0,Amazonas,2016,Frota,veículos,1.1.21. Outros,80
918,13.0,Amazonas,2016,Frota,veículos,1.1.3. Caminhão,19851
919,13.0,Amazonas,2016,Frota,veículos,1.1.4. Caminhão trator,2998
920,13.0,Amazonas,2016,Frota,veículos,1.1.5. Caminhonete,81744
921,13.0,Amazonas,2016,Frota,veículos,1.1.6. Camioneta,26951
922,13.0,Amazonas,2016,Frota,veículos,1.1.7. Chassi plataforma,37
923,13.0,Amazonas,2016,Frota,veículos,1.1.8. Ciclomotor,1915
924,13.0,Amazonas,2016,Frota,veículos,1.1.9. Micro-ônibus,3481
925,13.0,Amazonas,2017,Frota,veículos,1. Veículo,846928
926,13.0,Amazonas,2017,Frota,veículos,1.1.1. Automóvel,377799
927,13.0,Amazonas,2017,Frota,veículos,1.1.10. Motocicleta,244350
928,13.0,Amazonas,2017,Frota,veículos,1.1.11. Motoneta,54460
929,13.0,Amazonas,2017,Frota,veículos,1.1.12. Ônibus,8764
930,13.0,Amazonas,2017,Frota,veículos,1.1.13. Quadriciclo,0
931,13.0,Amazonas,2017,Frota,veículos,1.1.14. Reboque,2950
932,13.0,Amazonas,2017,Frota,veículos,1.1.15. Semi-reboque,12531
933,13.0,Amazonas,2017,Frota,veículos,1.1.16. Sidecar,7
934,13.0,Amazonas,2017,Frota,veículos,1.1.17. Trator de esteira,0
935,13.0,Amazonas,2017,Frota,veículos,1.1.18. Trator de rodas,76
936,13.0,Amazonas,2017,Frota,veículos,1.1.19. Triciclo,1533
937,13.0,Amazonas,2017,Frota,veículos,1.1.2. Bonde,0
938,13.0,Amazonas,2017,Frota,veículos,1.1.20. Utilitário,5021
939,13.0,Amazonas,2017,Frota,veículos,1.1.21. Outros,79
940,13.0,Amazonas,2017,Frota,veículos,1.1.3. Caminhão,19848
941,13.0,Amazonas,2017,Frota,veículos,1.1.4. Caminhão trator,3022
942,13.0,Amazonas,2017,Frota,veículos,1.1.5. Caminhonete,84007
943,13.0,Amazonas,2017,Frota,veículos,1.1.6. Camioneta,26962
944,13.0,Amazonas,2017,Frota,veículos,1.1.7. Chassi plataforma,37
945,13.0,Amazonas,2017,Frota,veículos,1.1.8. Ciclomotor,1981
946,13.0,Amazonas,2017,Frota,veículos,1.1.9. Micro-ônibus,3501
947,13.0,Amazonas,2018,Frota,veículos,1. Veículo,883083
948,13.0,Amazonas,2018,Frota,veículos,1.1.1. Automóvel,393187
949,13.0,Amazonas,2018,Frota,veículos,1.1.10. Motocicleta,257183
950,13.0,Amazonas,2018,Frota,veículos,1.1.11. Motoneta,57667
951,13.0,Amazonas,2018,Frota,veículos,1.1.12. Ônibus,8981
952,13.0,Amazonas,2018,Frota,veículos,1.1.13. Quadriciclo,0
953,13.0,Amazonas,2018,Frota,veículos,1.1.14. Reboque,3168
954,13.0,Amazonas,2018,Frota,veículos,1.1.15. Semi-reboque,12698
955,13.0,Amazonas,2018,Frota,veículos,1.1.16. Sidecar,7
956,13.0,Amazonas,2018,Frota,veículos,1.1.17. Trator de esteira,0
957,13.0,Amazonas,2018,Frota,veículos,1.1.18. Trator de rodas,79
958,13.0,Amazonas,2018,Frota,veículos,1.1.19. Triciclo,1628
959,13.0,Amazonas,2018,Frota,veículos,1.1.2. Bonde,0
960,13.0,Amazonas,2018,Frota,veículos,1.1.20. Utilitário,5287
961,13.0,Amazonas,2018,Frota,veículos,1.1.21. Outros,79
962,13.0,Amazonas,2018,Frota,veículos,1.1.3. Caminhão,19994
963,13.0,Amazonas,2018,Frota,veículos,1.1.4. Caminhão trator,3164
964,13.0,Amazonas,2018,Frota,veículos,1.1.5. Caminhonete,87082
965,13.0,Amazonas,2018,Frota,veículos,1.1.6. Camioneta,27345
966,13.0,Amazonas,2018,Frota,veículos,1.1.7. Chassi plataforma,37
967,13.0,Amazonas,2018,Frota,veículos,1.1.8. Ciclomotor,2013
968,13.0,Amazonas,2018,Frota,veículos,1.1.9. Micro-ônibus,3484
969,13.0,Amazonas,2019,Frota,veículos,1. Veículo,928423
970,13.0,Amazonas,2019,Frota,veículos,1.1.1. Automóvel,412140
971,13.0,Amazonas,2019,Frota,veículos,1.1.10. Motocicleta,272676
972,13.0,Amazonas,2019,Frota,veículos,1.1.11. Motoneta,62091
973,13.0,Amazonas,2019,Frota,veículos,1.1.12. Ônibus,9292
974,13.0,Amazonas,2019,Frota,veículos,1.1.13. Quadriciclo,0
975,13.0,Amazonas,2019,Frota,veículos,1.1.14. Reboque,3386
976,13.0,Amazonas,2019,Frota,veículos,1.1.15. Semi-reboque,13089
977,13.0,Amazonas,2019,Frota,veículos,1.1.16. Sidecar,7
978,13.0,Amazonas,2019,Frota,veículos,1.1.17. Trator de esteira,0
979,13.0,Amazonas,2019,Frota,veículos,1.1.18. Trator de rodas,81
980,13.0,Amazonas,2019,Frota,veículos,1.1.19. Triciclo,1730
981,13.0,Amazonas,2019,Frota,veículos,1.1.2. Bonde,0
982,13.0,Amazonas,2019,Frota,veículos,1.1.20. Utilitário,5623
983,13.0,Amazonas,2019,Frota,veículos,1.1.21. Outros,79
984,13.0,Amazonas,2019,Frota,veículos,1.1.3. Caminhão,20452
985,13.0,Amazonas,2019,Frota,veículos,1.1.4. Caminhão trator,3438
986,13.0,Amazonas,2019,Frota,veículos,1.1.5. Caminhonete,91013
987,13.0,Amazonas,2019,Frota,veículos,1.1.6. Camioneta,27682
988,13.0,Amazonas,2019,Frota,veículos,1.1.7. Chassi plataforma,37
989,13.0,Amazonas,2019,Frota,veículos,1.1.8. Ciclomotor,2044
990,13.0,Amazonas,2019,Frota,veículos,1.1.9. Micro-ônibus,3563
991,13.0,Amazonas,2020,Frota,veículos,1. Veículo,969722
992,13.0,Amazonas,2020,Frota,veículos,1.1.1. Automóvel,428247
993,13.0,Amazonas,2020,Frota,veículos,1.1.10. Motocicleta,287936
994,13.0,Amazonas,2020,Frota,veículos,1.1.11. Motoneta,66498
995,13.0,Amazonas,2020,Frota,veículos,1.1.12. Ônibus,9727
996,13.0,Amazonas,2020,Frota,veículos,1.1.13. Quadriciclo,0
997,13.0,Amazonas,2020,Frota,veículos,1.1.14. Reboque,3714
998,13.0,Amazonas,2020,Frota,veículos,1.1.15. Semi-reboque,13601
999,13.0,Amazonas,2020,Frota,veículos,1.1.16. Sidecar,7
1000,13.0,Amazonas,2020,Frota,veículos,1.1.17. Trator de esteira,0
1001,13.0,Amazonas,2020,Frota,veículos,1.1.18. Trator de rodas,83
1002,13.0,Amazonas,2020,Frota,veículos,1.1.19. Triciclo,1865
1003,13.0,Amazonas,2020,Frota,veículos,1.1.2. Bonde,0
1004,13.0,Amazonas,2020,Frota,veículos,1.1.20. Utilitário,5877
1005,13.0,Amazonas,2020,Frota,veículos,1.1.21. Outros,81
1006,13.0,Amazonas,2020,Frota,veículos,1.1.3. Caminhão,20822
1007,13.0,Amazonas,2020,Frota,veículos,1.1.4. Caminhão trator,3820
1008,13.0,Amazonas,2020,Frota,veículos,1.1.5. Caminhonete,93637
1009,13.0,Amazonas,2020,Frota,veículos,1.1.6. Camioneta,28090
1010,13.0,Amazonas,2020,Frota,veículos,1.1.7. Chassi plataforma,37
1011,13.0,Amazonas,2020,Frota,veículos,1.1.8. Ciclomotor,2062
1012,13.0,Amazonas,2020,Frota,veículos,1.1.9. Micro-ônibus,3618
1013,13.0,Amazonas,2021,Frota,veículos,1. Veículo,1014026
1014,13.0,Amazonas,2021,Frota,veículos,1.1.1. Automóvel,438562
1015,13.0,Amazonas,2021,Frota,veículos,1.1.10. Motocicleta,307568
1016,13.0,Amazonas,2021,Frota,veículos,1.1.11. Motoneta,71997
1017,13.0,Amazonas,2021,Frota,veículos,1.1.12. Ônibus,10310
1018,13.0,Amazonas,2021,Frota,veículos,1.1.13. Quadriciclo,0
1019,13.0,Amazonas,2021,Frota,veículos,1.1.14. Reboque,4139
1020,13.0,Amazonas,2021,Frota,veículos,1.1.15. Semi-reboque,14499
1021,13.0,Amazonas,2021,Frota,veículos,1.1.16. Sidecar,7
1022,13.0,Amazonas,2021,Frota,veículos,1.1.17. Trator de esteira,0
1023,13.0,Amazonas,2021,Frota,veículos,1.1.18. Trator de rodas,89
1024,13.0,Amazonas,2021,Frota,veículos,1.1.19. Triciclo,1993
1025,13.0,Amazonas,2021,Frota,veículos,1.1.2. Bonde,0
1026,13.0,Amazonas,2021,Frota,veículos,1.1.20. Utilitário,6592
1027,13.0,Amazonas,2021,Frota,veículos,1.1.21. Outros,85
1028,13.0,Amazonas,2021,Frota,veículos,1.1.3. Caminhão,21677
1029,13.0,Amazonas,2021,Frota,veículos,1.1.4. Caminhão trator,4330
1030,13.0,Amazonas,2021,Frota,veículos,1.1.5. Caminhonete,97983
1031,13.0,Amazonas,2021,Frota,veículos,1.1.6. Camioneta,28418
1032,13.0,Amazonas,2021,Frota,veículos,1.1.7. Chassi plataforma,37
1033,13.0,Amazonas,2021,Frota,veículos,1.1.8. Ciclomotor,2076
1034,13.0,Amazonas,2021,Frota,veículos,1.1.9. Micro-ônibus,3664
1035,13.0,Amazonas,2022,Frota,veículos,1. Veículo,1069794
1036,13.0,Amazonas,2022,Frota,veículos,1.1.1. Automóvel,447417
1037,13.0,Amazonas,2022,Frota,veículos,1.1.10. Motocicleta,338034
1038,13.0,Amazonas,2022,Frota,veículos,1.1.11. Motoneta,80715
1039,13.0,Amazonas,2022,Frota,veículos,1.1.12. Ônibus,10555
1040,13.0,Amazonas,2022,Frota,veículos,1.1.13. Quadriciclo,0
1041,13.0,Amazonas,2022,Frota,veículos,1.1.14. Reboque,4641
1042,13.0,Amazonas,2022,Frota,veículos,1.1.15. Semi-reboque,15104
1043,13.0,Amazonas,2022,Frota,veículos,1.1.16. Sidecar,7
1044,13.0,Amazonas,2022,Frota,veículos,1.1.17. Trator de esteira,0
1045,13.0,Amazonas,2022,Frota,veículos,1.1.18. Trator de rodas,92
1046,13.0,Amazonas,2022,Frota,veículos,1.1.19. Triciclo,2168
1047,13.0,Amazonas,2022,Frota,veículos,1.1.2. Bonde,0
1048,13.0,Amazonas,2022,Frota,veículos,1.1.20. Utilitário,7493
1049,13.0,Amazonas,2022,Frota,veículos,1.1.21. Outros,103
1050,13.0,Amazonas,2022,Frota,veículos,1.1.3. Caminhão,22482
1051,13.0,Amazonas,2022,Frota,veículos,1.1.4. Caminhão trator,4739
1052,13.0,Amazonas,2022,Frota,veículos,1.1.5. Caminhonete,100927
1053,13.0,Amazonas,2022,Frota,veículos,1.1.6. Camioneta,29438
1054,13.0,Amazonas,2022,Frota,veículos,1.1.7. Chassi plataforma,37
1055,13.0,Amazonas,2022,Frota,veículos,1.1.8. Ciclomotor,2112
1056,13.0,Amazonas,2022,Frota,veículos,1.1.9. Micro-ônibus,3730
1057,14.0,Roraima,2006,Frota,veículos,1. Veículo,71081
1058,14.0,Roraima,2006,Frota,veículos,1.1.1. Automóvel,23541
1059,14.0,Roraima,2006,Frota,veículos,1.1.10. Motocicleta,26762
1060,14.0,Roraima,2006,Frota,veículos,1.1.11. Motoneta,6874
1061,14.0,Roraima,2006,Frota,veículos,1.1.12. Ônibus,389
1062,14.0,Roraima,2006,Frota,veículos,1.1.13. Quadriciclo,0
1063,14.0,Roraima,2006,Frota,veículos,1.1.14. Reboque,253
1064,14.0,Roraima,2006,Frota,veículos,1.1.15. Semi-reboque,567
1065,14.0,Roraima,2006,Frota,veículos,1.1.16. Sidecar,0
1066,14.0,Roraima,2006,Frota,veículos,1.1.17. Trator de esteira,0
1067,14.0,Roraima,2006,Frota,veículos,1.1.18. Trator de rodas,2
1068,14.0,Roraima,2006,Frota,veículos,1.1.19. Triciclo,4
1069,14.0,Roraima,2006,Frota,veículos,1.1.2. Bonde,0
1070,14.0,Roraima,2006,Frota,veículos,1.1.20. Utilitário,69
1071,14.0,Roraima,2006,Frota,veículos,1.1.21. Outros,7
1072,14.0,Roraima,2006,Frota,veículos,1.1.3. Caminhão,2456
1073,14.0,Roraima,2006,Frota,veículos,1.1.4. Caminhão trator,199
1074,14.0,Roraima,2006,Frota,veículos,1.1.5. Caminhonete,4409
1075,14.0,Roraima,2006,Frota,veículos,1.1.6. Camioneta,5268
1076,14.0,Roraima,2006,Frota,veículos,1.1.7. Chassi plataforma,5
1077,14.0,Roraima,2006,Frota,veículos,1.1.8. Ciclomotor,29
1078,14.0,Roraima,2006,Frota,veículos,1.1.9. Micro-ônibus,247
1079,14.0,Roraima,2007,Frota,veículos,1. Veículo,84659
1080,14.0,Roraima,2007,Frota,veículos,1.1.1. Automóvel,27265
1081,14.0,Roraima,2007,Frota,veículos,1.1.10. Motocicleta,32343
1082,14.0,Roraima,2007,Frota,veículos,1.1.11. Motoneta,8312
1083,14.0,Roraima,2007,Frota,veículos,1.1.12. Ônibus,439
1084,14.0,Roraima,2007,Frota,veículos,1.1.13. Quadriciclo,0
1085,14.0,Roraima,2007,Frota,veículos,1.1.14. Reboque,295
1086,14.0,Roraima,2007,Frota,veículos,1.1.15. Semi-reboque,617
1087,14.0,Roraima,2007,Frota,veículos,1.1.16. Sidecar,3
1088,14.0,Roraima,2007,Frota,veículos,1.1.17. Trator de esteira,0
1089,14.0,Roraima,2007,Frota,veículos,1.1.18. Trator de rodas,2
1090,14.0,Roraima,2007,Frota,veículos,1.1.19. Triciclo,4
1091,14.0,Roraima,2007,Frota,veículos,1.1.2. Bonde,0
1092,14.0,Roraima,2007,Frota,veículos,1.1.20. Utilitário,149
1093,14.0,Roraima,2007,Frota,veículos,1.1.21. Outros,5
1094,14.0,Roraima,2007,Frota,veículos,1.1.3. Caminhão,2682
1095,14.0,Roraima,2007,Frota,veículos,1.1.4. Caminhão trator,233
1096,14.0,Roraima,2007,Frota,veículos,1.1.5. Caminhonete,7733
1097,14.0,Roraima,2007,Frota,veículos,1.1.6. Camioneta,4258
1098,14.0,Roraima,2007,Frota,veículos,1.1.7. Chassi plataforma,5
1099,14.0,Roraima,2007,Frota,veículos,1.1.8. Ciclomotor,29
1100,14.0,Roraima,2007,Frota,veículos,1.1.9. Micro-ônibus,285
1101,14.0,Roraima,2009,Frota,veículos,1. Veículo,110063
1102,14.0,Roraima,2009,Frota,veículos,1.1.1. Automóvel,35701
1103,14.0,Roraima,2009,Frota,veículos,1.1.10. Motocicleta,43426
1104,14.0,Roraima,2009,Frota,veículos,1.1.11. Motoneta,10755
1105,14.0,Roraima,2009,Frota,veículos,1.1.12. Ônibus,591
1106,14.0,Roraima,2009,Frota,veículos,1.1.13. Quadriciclo,0
1107,14.0,Roraima,2009,Frota,veículos,1.1.14. Reboque,391
1108,14.0,Roraima,2009,Frota,veículos,1.1.15. Semi-reboque,724
1109,14.0,Roraima,2009,Frota,veículos,1.1.16. Sidecar,4
1110,14.0,Roraima,2009,Frota,veículos,1.1.17. Trator de esteira,0
1111,14.0,Roraima,2009,Frota,veículos,1.1.18. Trator de rodas,2
1112,14.0,Roraima,2009,Frota,veículos,1.1.19. Triciclo,6
1113,14.0,Roraima,2009,Frota,veículos,1.1.2. Bonde,0
1114,14.0,Roraima,2009,Frota,veículos,1.1.20. Utilitário,310
1115,14.0,Roraima,2009,Frota,veículos,1.1.21. Outros,2
1116,14.0,Roraima,2009,Frota,veículos,1.1.3. Caminhão,2957
1117,14.0,Roraima,2009,Frota,veículos,1.1.4. Caminhão trator,282
1118,14.0,Roraima,2009,Frota,veículos,1.1.5. Caminhonete,11666
1119,14.0,Roraima,2009,Frota,veículos,1.1.6. Camioneta,2731
1120,14.0,Roraima,2009,Frota,veículos,1.1.7. Chassi plataforma,0
1121,14.0,Roraima,2009,Frota,veículos,1.1.8. Ciclomotor,136
1122,14.0,Roraima,2009,Frota,veículos,1.1.9. Micro-ônibus,379
1123,14.0,Roraima,2010,Frota,veículos,1. Veículo,125451
1124,14.0,Roraima,2010,Frota,veículos,1.1.1. Automóvel,41218
1125,14.0,Roraima,2010,Frota,veículos,1.1.10. Motocicleta,49420
1126,14.0,Roraima,2010,Frota,veículos,1.1.11. Motoneta,11981
1127,14.0,Roraima,2010,Frota,veículos,1.1.12. Ônibus,662
1128,14.0,Roraima,2010,Frota,veículos,1.1.13. Quadriciclo,0
1129,14.0,Roraima,2010,Frota,veículos,1.1.14. Reboque,583
1130,14.0,Roraima,2010,Frota,veículos,1.1.15. Semi-reboque,651
1131,14.0,Roraima,2010,Frota,veículos,1.1.16. Sidecar,4
1132,14.0,Roraima,2010,Frota,veículos,1.1.17. Trator de esteira,0
1133,14.0,Roraima,2010,Frota,veículos,1.1.18. Trator de rodas,2
1134,14.0,Roraima,2010,Frota,veículos,1.1.19. Triciclo,7
1135,14.0,Roraima,2010,Frota,veículos,1.1.2. Bonde,0
1136,14.0,Roraima,2010,Frota,veículos,1.1.20. Utilitário,464
1137,14.0,Roraima,2010,Frota,veículos,1.1.21. Outros,2
1138,14.0,Roraima,2010,Frota,veículos,1.1.3. Caminhão,3179
1139,14.0,Roraima,2010,Frota,veículos,1.1.4. Caminhão trator,319
1140,14.0,Roraima,2010,Frota,veículos,1.1.5. Caminhonete,13472
1141,14.0,Roraima,2010,Frota,veículos,1.1.6. Camioneta,2874
1142,14.0,Roraima,2010,Frota,veículos,1.1.7. Chassi plataforma,0
1143,14.0,Roraima,2010,Frota,veículos,1.1.8. Ciclomotor,191
1144,14.0,Roraima,2010,Frota,veículos,1.1.9. Micro-ônibus,422
1145,14.0,Roraima,2011,Frota,veículos,1. Veículo,139090
1146,14.0,Roraima,2011,Frota,veículos,1.1.1. Automóvel,45230
1147,14.0,Roraima,2011,Frota,veículos,1.1.10. Motocicleta,55016
1148,14.0,Roraima,2011,Frota,veículos,1.1.11. Motoneta,13345
1149,14.0,Roraima,2011,Frota,veículos,1.1.12. Ônibus,714
1150,14.0,Roraima,2011,Frota,veículos,1.1.13. Quadriciclo,0
1151,14.0,Roraima,2011,Frota,veículos,1.1.14. Reboque,616
1152,14.0,Roraima,2011,Frota,veículos,1.1.15. Semi-reboque,711
1153,14.0,Roraima,2011,Frota,veículos,1.1.16. Sidecar,4
1154,14.0,Roraima,2011,Frota,veículos,1.1.17. Trator de esteira,0
1155,14.0,Roraima,2011,Frota,veículos,1.1.18. Trator de rodas,2
1156,14.0,Roraima,2011,Frota,veículos,1.1.19. Triciclo,28
1157,14.0,Roraima,2011,Frota,veículos,1.1.2. Bonde,0
1158,14.0,Roraima,2011,Frota,veículos,1.1.20. Utilitário,628
1159,14.0,Roraima,2011,Frota,veículos,1.1.21. Outros,2
1160,14.0,Roraima,2011,Frota,veículos,1.1.3. Caminhão,3432
1161,14.0,Roraima,2011,Frota,veículos,1.1.4. Caminhão trator,369
1162,14.0,Roraima,2011,Frota,veículos,1.1.5. Caminhonete,15094
1163,14.0,Roraima,2011,Frota,veículos,1.1.6. Camioneta,3160
1164,14.0,Roraima,2011,Frota,veículos,1.1.7. Chassi plataforma,0
1165,14.0,Roraima,2011,Frota,veículos,1.1.8. Ciclomotor,279
1166,14.0,Roraima,2011,Frota,veículos,1.1.9. Micro-ônibus,460
1167,14.0,Roraima,2012,Frota,veículos,1. Veículo,152239
1168,14.0,Roraima,2012,Frota,veículos,1.1.1. Automóvel,49321
1169,14.0,Roraima,2012,Frota,veículos,1.1.10. Motocicleta,59993
1170,14.0,Roraima,2012,Frota,veículos,1.1.11. Motoneta,14635
1171,14.0,Roraima,2012,Frota,veículos,1.1.12. Ônibus,756
1172,14.0,Roraima,2012,Frota,veículos,1.1.13. Quadriciclo,0
1173,14.0,Roraima,2012,Frota,veículos,1.1.14. Reboque,656
1174,14.0,Roraima,2012,Frota,veículos,1.1.15. Semi-reboque,781
1175,14.0,Roraima,2012,Frota,veículos,1.1.16. Sidecar,4
1176,14.0,Roraima,2012,Frota,veículos,1.1.17. Trator de esteira,0
1177,14.0,Roraima,2012,Frota,veículos,1.1.18. Trator de rodas,2
1178,14.0,Roraima,2012,Frota,veículos,1.1.19. Triciclo,38
