EstacaoCodigo,NivelConsistencia,Data,Hora,MediaDiaria,MetodoObtencaoVazoes,Maxima,Minima,Media,DiaMaxima,DiaMinima,MaximaStatus,MinimaStatus,MediaStatus,MediaAnual,MediaAnualStatus,Vazao01,Vazao02,Vazao03,Vazao04,Vazao05,Vazao06,Vazao07,Vazao08,Vazao09,Vazao10,Vazao11,Vazao12,Vazao13,Vazao14,Vazao15,Vazao16,Vazao17,Vazao18,Vazao19,Vazao20,Vazao21,Vazao22,Vazao23,Vazao24,Vazao25,Vazao26,Vazao27,Vazao28,Vazao29,Vazao30,Vazao31,Vazao01Status,Vazao02Status,Vazao03Status,Vazao04Status,Vazao05Status,Vazao06Status,Vazao07Status,Vazao08Status,Vazao09Status,Vazao10Status,Vazao11Status,Vazao12Status,Vazao13Status,Vazao14Status,Vazao15Status,Vazao16Status,Vazao17Status,Vazao18Status,Vazao19Status,Vazao20Status,Vazao21Status,Vazao22Status,Vazao23Status,Vazao24Status,Vazao25Status,Vazao26Status,Vazao27Status,Vazao28Status,Vazao29Status,Vazao30Status,Vazao31Status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49705000,2,01/04/2008,,1,1,2269,418,1128,459,1523,904,8,24,1,1,1,,0,1651,881,1642,48,1489,99,1642,48,1914,55,2100,32,2239,606,2269,418,2151,62,1900,55,1711,702,1642,48,1536,453,1489,99,1471,671,1444,475,1426,531,1435,484,1408,737,1339,39,1238,863,1151,541,1143,812,1128,459,1143,812,1128,459,1230,748,1238,863,1198,643,1206,617,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,
49705000,2,01/03/2008,,1,1,1305,69,1061,7,1128,126,31,5,1,1,1,,0,1113,244,1105,688,1090,679,1083,226,1061,7,1090,679,1083,226,1083,226,1083,226,1075,807,1075,807,1068,421,1075,807,1061,7,1075,807,1083,226,1098,167,1075,807,1105,688,1263,421,1222,669,1174,935,1167,102,1174,935,1174,935,1198,643,1206,617,1167,102,1143,812,1182,802,1305,69,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49705000,2,01/02/2008,,1,1,1305,69,1090,679,1130,473,2,25,1,1,1,,0,1214,625,1305,69,1271,679,1167,102,1143,812,1105,688,1105,688,1113,244,1113,244,1120,834,1120,834,1113,244,1105,688,1098,167,1105,688,1120,834,1113,244,1105,688,1113,244,1113,244,1113,244,1113,244,1113,244,1098,167,1090,679,1090,679,1098,167,1136,118,1159,304,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,
49705000,2,01/01/2008,,1,1,1825,92,1190,705,1412,647,2,31,1,1,1,,0,1804,114,1825,92,1783,297,1499,207,1444,475,1435,484,1435,484,1453,503,1564,788,1603,108,1545,859,1399,895,1382,324,1347,623,1347,623,1347,623,1347,623,1339,39,1339,39,1347,623,1347,623,1339,39,1339,39,1347,623,1347,623,1347,623,1279,972,1230,748,1214,625,1214,625,1190,705,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49705000,2,01/12/2007,,1,1,2456,843,1907,545,2168,116,6,31,1,1,1,,0,2397,757,2337,32,2247,45,2224,756,2413,3,2456,843,2420,679,2337,32,2314,412,2121,846,2129,136,2217,345,2254,494,2202,55,2187,793,2158,39,2071,79,2056,659,2063,865,2136,436,2247,45,2232,177,2136,436,1956,782,1992,238,1921,565,1942,666,2049,463,2063,865,2013,626,1907,545,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49705000,2,01/11/2007,,1,1,2839,189,2291,873,2593,124,10,20,1,1,1,,0,2773,546,2825,999,2670,113,2721,583,2518,648,2606,465,2747,503,2786,613,2825,999,2839,189,2786,613,2619,133,2606,465,2747,503,2721,583,2708,67,2420,679,2405,389,2299,377,2291,873,2456,843,2556,1,2631,832,2644,561,2456,843,2306,89,2382,521,2543,585,2493,834,2397,757,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,
49705000,2,01/10/2007,,1,1,2760,509,2329,483,2559,667,26,2,1,1,1,,0,2352,159,2329,483,2456,843,2556,1,2644,561,2644,561,2543,585,2405,389,2413,3,2531,101,2593,828,2581,221,2556,1,2413,3,2413,3,2518,648,2619,133,2670,113,2734,528,2708,67,2606,465,2382,521,2397,757,2543,585,2682,934,2760,509,2747,503,2734,528,2543,585,2543,585,2721,583,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49705000,2,01/09/2007,,1,1,2619,133,2202,55,2432,578,21,1,1,1,1,,0,2202,55,2284,379,2239,606,2359,736,2436,6,2469,143,2481,473,2405,389,2269,418,2202,55,2247,45,2337,32,2543,585,2531,101,2581,221,2543,585,2329,483,2397,757,2593,828,2606,465,2619,133,2493,834,2329,483,2232,177,2359,736,2506,226,2593,828,2606,465,2606,465,2568,645,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,
49705000,2,01/08/2007,,1,1,2276,894,1872,665,2060,372,5,27,1,1,1,,0,2129,136,2100,32,2187,793,2254,494,2276,894,2063,865,2013,626,2092,78,2107,294,2100,32,2129,136,2092,78,2020,775,1992,238,2035,1,2020,775,2006,487,2063,865,1978,27,1879,621,1985,128,2049,463,2042,277,2013,626,2056,659,2013,626,1872,665,1956,782,2085,537,2114,565,2136,436,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49705000,2,01/07/2007,,1,1,2593,828,2027,933,2395,637,7,31,1,1,1,0,0,2158,39,2239,606,2314,412,2469,143,2543,585,2568,645,2593,828,2420,679,2276,894,2254,494,2469,143,2556,1,2593,828,2493,834,2390,135,2314,412,2291,873,2413,3,2493,834,2518,648,2518,648,2568,645,2299,377,2299,377,2444,574,2531,101,2506,226,2390,135,2261,951,2042,277,2027,933,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49705000,2,01/06/2007,,1,1,2420,679,1949,719,2218,244,13,26,1,1,1,,0,2321,943,2314,412,2232,177,2049,463,2121,846,2276,894,2405,389,2337,32,2367,322,2344,591,2284,379,2284,379,2420,679,2344,591,2329,483,2321,943,2306,89,2195,167,2247,45,2232,177,2107,294,2078,303,2071,79,2042,277,1963,854,1949,719,2136,436,2173,73,2151,62,2136,436,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,
49705000,2,01/05/2007,,1,1,2367,322,1921,565,2096,85,13,1,1,1,1,,0,1921,565,1935,623,1928,589,1992,238,1999,358,1992,238,1949,719,1935,623,1970,936,2092,78,2291,873,2344,591,2367,322,2129,136,2165,727,2165,727,2078,303,2020,775,2013,626,2006,487,1985,128,1978,27,1992,238,2078,303,2209,943,2261,951,2239,606,2114,565,2187,793,2306,89,2321,943,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49705000,2,01/04/2007,,1,1,2405,389,1900,55,2156,141,6,30,1,1,1,,0,2344,591,2158,39,2224,756,2367,322,2390,135,2405,389,2321,943,2071,79,2071,79,2202,55,2314,412,2314,412,2276,894,2254,494,2217,345,2121,846,2114,565,2143,744,2129,136,2121,846,2114,565,2027,933,1956,782,1963,854,2049,463,2071,79,2056,659,2006,487,1970,936,1900,55,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,
49705000,2,01/03/2007,,1,1,6456,663,2436,6,5363,129,13,31,1,1,1,,0,6232,771,6330,372,6358,358,6372,368,6442,586,6414,465,6386,39,6386,39,6358,358,6330,372,6302,43,6372,368,6456,663,6428,52,6204,985,5956,944,5498,493,5366,194,5300,482,5287,375,5248,125,5053,46,4884,45,4510,826,4362,263,4264,604,3978,259,3249,175,2812,84,2670,113,2436,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49705000,2,01/02/2007,,1,1,6302,43,3537,854,5661,101,23,1,1,1,1,,0,3537,854,3716,958,3838,817,4056,801,4345,91,4678,812,4919,153,5248,125,5645,362,5970,628,6149,549,6191,109,6260,601,6288,476,6288,476,6274,532,6274,532,6246,68,6218,872,6204,985,6232,771,6260,601,6302,43,6274,532,6302,43,6288,476,6246,68,6246,68,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,
49705000,2,01/01/2007,,1,1,3206,933,2071,79,2585,27,31,2,2,2,2,0,0,2217,345,2071,79,2224,756,2506,226,2619,133,2682,934,2531,101,2261,951,2382,521,2619,133,2708,67,2657,322,2644,561,2619,133,2444,574,2397,757,2469,143,2531,101,2556,1,2568,645,2493,834,2359,736,2456,843,2695,787,2812,84,2839,189,2839,189,2839,189,2865,662,3013,456,3206,933,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
49705000,2,01/12/2006,,1,1,2606,465,2121,846,2443,494,7,27,1,1,1,,0,2506,226,2581,221,2493,834,2344,591,2329,483,2568,645,2606,465,2568,645,2543,585,2397,757,2284,379,2299,377,2543,585,2593,828,2568,645,2543,585,2428,338,2344,591,2359,736,2506,226,2581,221,2481,473,2581,221,2581,221,2299,377,2143,744,2121,846,2382,521,2420,679,2382,521,2359,736,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49705000,2,01/11/2006,,1,1,2670,113,2209,943,2396,806,10,13,1,1,1,0,0,2224,756,2428,338,2390,135,2405,389,2444,574,2352,159,2382,521,2506,226,2619,133,2670,113,2556,1,2382,521,2209,943,2232,177,2444,574,2456,843,2276,894,2329,483,2337,32,2284,379,2224,756,2352,159,2436,6,2428,338,2543,585,2456,843,2321,943,2314,412,2456,843,2436,6,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,
49705000,2,01/10/2006,,1,1,2644,561,1762,642,2381,612,27,31,1,1,1,,0,2209,943,2049,463,2020,775,2329,483,2493,834,2543,585,2581,221,2518,648,2314,412,2269,418,2481,473,2606,465,2428,338,2321,943,2352,159,2269,418,2299,377,2481,473,2619,133,2581,221,2531,101,2481,473,2344,591,2306,89,2352,159,2481,473,2644,561,2581,221,2428,338,2143,744,1762,642,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49705000,2,01/09/2006,,1,1,2593,828,2092,78,2376,536,22,4,1,1,1,0,0,2314,412,2276,894,2195,167,2092,78,2224,756,2405,389,2469,143,2329,483,2367,322,2352,159,2284,379,2344,591,2506,226,2493,834,2481,473,2420,679,2359,736,2224,756,2269,418,2456,843,2556,1,2593,828,2568,645,2444,574,2261,951,2276,894,2344,591,2543,585,2469,143,2367,322,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,
49705000,2,01/08/2006,,1,1,2543,576,2172,548,2352,26,25,14,2,2,2,,0,2333,12,2415,995,2436,985,2447,521,2426,476,2322,883,2221,989,2251,975,2322,883,2343,385,2343,385,2312,672,2292,333,2172,548,2221,989,2333,12,2384,713,2436,985,2447,521,2374,341,2192,244,2221,989,2384,713,2479,293,2543,576,2543,576,2405,541,2212,48,2262,24,2384,713,2447,521,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
49705000,2,01/07/2006,,1,1,2511,311,2009,41,2308,392,19,3,1,1,1,,0,2241,953,2143,202,2009,41,2056,599,2212,48,2374,341,2405,541,2374,341,2272,1,2133,474,2162,739,2302,489,2415,995,2374,341,2374,341,2353,677,2272,1,2447,521,2511,311,2395,113,2363,995,2353,677,2333,12,2272,1,2123,772,2272,1,2384,713,2458,84,2426,476,2436,985,2302,489,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49705000,2,01/06/2006,,1,1,2426,476,1845,178,2104,456,23,5,1,1,1,,0,2094,825,2133,474,2162,739,2075,659,1845,178,1871,763,2056,599,2152,958,2114,96,2066,116,2056,599,1926,119,1898,824,2085,229,2056,599,1972,13,1944,445,2037,644,1972,13,2075,659,2272,1,2415,995,2426,476,2312,672,2251,975,2104,448,2114,96,2143,202,2241,953,2251,975,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,
49705000,2,01/05/2006,,1,1,2926,689,1862,794,2370,428,1,29,1,1,1,,0,2926,689,2903,257,2845,17,2903,257,2903,257,2879,938,2879,938,2731,103,2479,293,2374,341,2312,672,2272,1,2343,385,2384,713,2221,989,2192,244,2241,953,2202,133,2172,548,2172,548,2123,772,2047,109,2066,116,2231,958,2231,958,2262,24,2192,244,2056,599,1862,794,2066,116,2000,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49705000,2,01/04/2006,,1,1,2903,257,1626,209,2138,806,27,4,1,1,1,,0,1972,13,1845,178,1670,66,1626,209,1730,624,1708,45,1753,314,1745,738,1700,543,1663,22,1663,22,1730,624,1880,757,2114,96,2133,474,2056,599,2037,644,2162,739,2272,1,2312,672,2312,672,2172,548,2212,48,2522,39,2753,692,2845,17,2903,257,2868,32,2891,583,2903,257,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,
49705000,2,01/03/2006,,1,1,2353,677,1596,826,1916,2,11,21,1,1,1,,0,2028,207,1990,717,2047,109,2114,96,2094,825,1935,269,1907,896,2094,825,2231,958,2322,883,2353,677,2231,958,1962,876,1898,824,1926,119,1852,913,1799,26,1708,45,1693,53,1611,493,1596,826,1648,379,1700,543,1708,45,1753,314,1753,314,1685,577,1730,624,1953,647,2000,5,2066,116,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49705000,2,01/02/2006,,1,1,2343,385,1907,896,2168,36,24,20,1,1,1,,0,2192,244,2202,133,2172,548,2182,383,2143,202,2018,795,2009,41,2104,448,2192,244,2262,24,2292,333,2251,975,2172,548,2104,448,2143,202,2172,548,2133,474,2085,229,2047,109,1907,896,2152,958,2272,1,2322,883,2343,385,2312,672,2251,975,2192,244,2075,659,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,
49705000,2,01/01/2006,,1,1,2212,48,1723,85,2030,67,28,3,1,1,1,,0,1916,994,1845,178,1723,85,1776,115,1953,647,2028,207,2018,795,1962,876,1760,902,1871,763,2066,116,2085,229,2133,474,2172,548,2094,825,1990,717,1962,876,2094,825,2162,739,2192,244,2202,133,2075,659,1907,896,1907,896,2037,644,2133,474,2192,244,2212,48,2212,48,2123,772,2114,96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49705000,2,01/12/2005,,1,1,2231,958,1745,738,2074,434,9,26,1,1,1,,0,2172,548,2182,383,2182,383,2172,548,2056,599,1990,717,2114,96,2172,548,2231,958,2152,958,2094,825,1990,717,2009,41,2085,229,2133,474,2152,958,2085,229,2143,202,2114,96,2037,644,2114,96,2143,202,2114,96,2123,772,1926,119,1745,738,1799,26,2000,5,2028,207,2009,41,2028,207,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49705000,2,01/11/2005,,1,1,2489,938,2009,41,2241,812,24,7,1,1,1,,0,2066,116,2172,548,2172,548,2094,825,2231,958,2162,739,2009,41,2133,474,2292,333,2312,672,2322,883,2353,677,2353,677,2202,133,2037,644,2143,202,2415,995,2353,677,2405,541,2292,333,2056,599,2152,958,2363,995,2489,938,2447,521,2458,84,2374,341,2123,772,2085,229,2172,548,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,
49705000,2,01/10/2005,,1,1,2447,521,1829,746,2214,429,8,25,1,1,1,,0,2272,1,2221,989,2104,448,2123,772,2292,333,2292,333,2353,677,2447,521,2374,341,2172,548,2192,244,2374,341,2212,48,2192,244,2221,989,2282,203,2143,202,2123,772,2202,133,2262,24,2282,203,2384,713,2231,958,1935,269,1829,746,2123,772,2202,133,2302,489,2282,203,2202,133,2009,41,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49705000,2,01/09/2005,,1,1,2272,1,1916,994,2108,663,25,5,1,1,1,,0,2085,229,2133,474,2123,772,2028,207,1916,994,1962,876,2123,772,2047,109,2037,644,2114,96,2085,229,1944,445,1972,13,2085,229,2152,958,2182,383,2162,739,2123,772,1990,717,2028,207,2192,244,2231,958,2212,48,2192,244,2272,1,2075,659,2056,599,2212,48,2262,24,2251,975,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,
49705000,2,01/08/2005,,1,1,2123,772,1678,112,1944,714,12,1,1,1,1,,0,1678,112,1678,112,1723,85,1768,502,1845,178,1871,763,1814,362,1700,543,1783,74,2000,5,2114,96,2123,772,2085,229,2000,5,1907,896,1981,411,2075,659,2123,772,2075,659,2104,448,1953,647,1972,13,1981,411,2000,5,2009,41,2028,207,2047,109,1990,717,1837,456,1944,445,2066,116,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49705000,2,01/07/2005,,1,1,2212,48,1708,45,2008,747,11,28,1,1,1,,0,2018,795,2047,109,2047,109,2066,116,2028,207,2047,109,2075,659,2114,96,2192,244,2143,202,2212,48,2123,772,2028,207,2075,659,2075,659,2085,229,2056,599,2066,116,1935,269,1981,411,2094,825,2104,448,2066,116,2075,659,1926,119,1862,794,1738,175,1708,45,1723,85,1791,377,1760,902,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49705000,2,01/06/2005,,1,1,2251,975,1648,379,1917,467,24,13,1,1,1,,0,1845,178,1862,794,1837,456,1776,115,1745,738,1670,66,1663,22,1730,624,1776,115,1799,26,1799,26,1738,175,1648,379,1723,85,1916,994,1926,119,2047,109,2221,989,2133,474,2066,116,2075,659,2182,383,2231,958,2251,975,2047,109,1935,269,1926,119,1907,896,1972,13,2066,116,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,
49705000,2,01/05/2005,,1,1,3142,69,1700,543,2402,325,8,31,1,1,1,,0,2479,293,2192,244,2251,975,2973,893,3130,448,3093,891,3106,48,3142,69,3093,891,3033,536,3106,48,2753,692,2500,611,2353,677,2292,333,2152,958,2114,96,2241,953,2282,203,2262,24,2251,975,2114,96,1953,647,2037,644,2133,474,2152,958,2056,599,1935,269,1862,794,1715,558,1700,543,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49705000,2,01/04/2005,,1,1,4100,911,1916,994,2664,963,1,11,1,1,1,,0,4100,911,4043,636,3944,566,4057,909,4057,909,3723,632,3254,167,2697,427,2395,113,2162,739,1916,994,1990,717,2056,599,2085,229,2123,772,2143,202,2192,244,2094,825,2066,116,2282,203,2522,39,2597,901,2686,258,2597,901,2405,541,2343,385,2322,883,2312,672,2322,883,2447,521,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,
49705000,2,01/03/2005,,1,1,4115,305,2479,293,3141,173,31,10,1,1,1,,0,3106,48,3057,593,2997,665,2765,29,2697,427,2554,386,2511,311,2522,39,2522,39,2479,293,2479,293,2522,39,2532,793,2500,611,2532,793,2776,394,3021,551,3045,55,3329,784,3562,921,3616,19,3629,367,3629,367,3576,152,3616,19,3642,745,3860,82,4015,18,4057,909,4100,911,4115,305,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49705000,2,01/02/2005,,1,1,4187,73,1524,251,2497,154,22,9,1,1,1,,0,1693,53,1633,587,1663,22,1633,587,1618,845,1626,209,1574,921,1560,38,1524,251,1531,451,1567,644,1596,826,1596,826,1574,921,1655,793,2066,116,2799,207,3229,193,3445,169,3888,616,4072,213,4187,73,4187,73,3930,534,3791,854,3710,77,3380,775,3179,59,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,
49705000,2,01/01/2005,,1,1,1935,269,1567,644,1780,616,14,3,1,1,1,,0,1611,493,1582,21,1567,644,1589,512,1693,53,1871,763,1898,824,1791,377,1783,74,1693,53,1745,738,1880,757,1889,778,1935,269,1916,994,1822,47,1693,53,1806,688,1880,757,1852,913,1791,377,1822,47,1730,624,1633,587,1655,793,1738,175,1822,47,1862,794,1916,994,1935,269,1783,74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49705000,2,01/12/2004,,1,1,2133,474,1560,38,1902,117,11,27,1,1,1,,0,2066,116,2075,659,2066,116,2104,448,2056,599,1845,178,1898,824,1972,13,2000,5,2085,229,2133,474,2085,229,1898,824,1916,994,1972,13,2037,644,2009,41,1962,876,1829,746,1670,66,1708,45,1889,778,2018,795,1953,647,1845,178,1670,66,1560,38,1574,921,1678,112,1715,558,1663,22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49705000,2,01/11/2004,,1,1,2405,541,1626,209,2070,802,21,1,1,1,1,,0,1626,209,1768,502,1768,502,1845,178,2018,795,2143,202,2104,448,1953,647,1953,647,2085,229,2133,474,2143,202,2172,548,2182,383,2085,229,1889,778,1981,411,2133,474,2192,244,2282,203,2405,541,2152,958,2085,229,2212,48,2262,24,2251,975,2221,989,2143,202,1953,647,1972,13,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,
49705000,2,01/10/2004,,1,1,2262,24,1670,66,2089,933,29,5,1,1,1,,0,2028,207,2123,772,1990,717,1730,624,1670,66,1907,896,2123,772,2192,244,2182,383,2162,739,2056,599,2047,109,2104,448,2143,202,2172,548,2172,548,2143,202,1981,411,1916,994,2066,116,2162,739,2241,953,2251,975,2202,133,2056,599,2047,109,2133,474,2241,953,2262,24,2251,975,2018,795,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49705000,2,01/09/2004,,1,1,2133,474,1693,53,1998,984,16,11,1,1,1,,0,2104,448,2094,825,2037,644,2075,659,2000,5,1871,763,1862,794,1845,178,1889,778,1981,411,1693,53,2028,207,1898,824,1935,269,2123,772,2133,474,2056,599,2104,448,2104,448,1990,717,1953,647,2028,207,2047,109,2056,599,2085,229,2085,229,2009,41,1898,824,1935,269,2037,644,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,
49705000,2,01/08/2004,,1,1,2028,207,1685,577,1845,257,27,10,1,1,1,,0,1738,175,1693,53,1708,45,1776,115,1852,913,1852,913,1806,688,1783,74,1745,738,1685,577,1745,738,1738,175,1738,175,1845,178,1889,778,1768,502,1715,558,1814,362,1907,896,2000,5,1981,411,2000,5,1871,763,1837,456,1944,445,2000,5,2028,207,1862,794,1990,717,1935,269,1944,445,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49705000,2,01/07/2004,,1,1,1799,26,1502,726,1639,21,9,20,1,1,1,,0,1611,493,1582,21,1567,644,1574,921,1553,129,1538,665,1633,587,1708,45,1799,26,1745,738,1663,22,1567,644,1531,451,1574,921,1663,22,1776,115,1753,314,1670,66,1567,644,1502,726,1509,888,1545,891,1655,793,1760,902,1700,543,1626,209,1596,826,1611,493,1685,577,1760,902,1776,115,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49705000,2,01/06/2004,,1,1,1862,794,1445,89,1574,406,2,22,1,1,1,,0,1723,85,1862,794,1783,74,1700,543,1640,976,1626,209,1678,112,1678,112,1700,543,1700,543,1640,976,1567,644,1545,891,1488,44,1474,205,1502,726,1495,577,1502,726,1488,44,1467,107,1460,21,1445,89,1474,205,1495,577,1495,577,1524,251,1517,63,1524,251,1509,888,1517,63,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,
49705000,2,01/05/2004,,1,1,3778,15,1604,153,2489,543,3,24,1,1,1,,0,3764,476,3764,476,3778,15,3778,15,3629,367,3562,921,3445,169,3329,784,3179,59,3009,594,2891,583,2856,731,2753,692,2608,849,2415,995,2123,772,1926,119,1935,269,1926,119,1837,456,1768,502,1715,558,1640,976,1604,153,1626,209,1648,379,1693,53,1738,175,1806,688,1768,502,1648,379,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49705000,2,01/04/2004,,1,1,3602,7,1362,186,1759,161,30,12,1,1,1,,0,1488,44,1589,512,1776,115,1730,624,1618,845,1574,921,1633,587,1611,493,1560,38,1481,316,1382,936,1362,186,1396,835,1604,153,1693,53,1730,624,1760,902,1730,624,1633,587,1582,21,1626,209,1618,845,1618,845,1633,587,1685,577,1685,577,1852,913,2426,476,3081,763,3602,7,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,
49705000,2,01/03/2004,,1,1,1589,512,1389,879,1462,372,2,15,1,1,1,,0,1524,251,1589,512,1524,251,1545,891,1517,63,1502,726,1474,205,1467,107,1460,21,1452,949,1495,577,1517,63,1509,888,1474,205,1389,879,1396,835,1403,804,1424,788,1438,843,1474,205,1452,949,1396,835,1396,835,1424,788,1438,843,1452,949,1424,788,1445,89,1438,843,1424,788,1452,949,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49705000,2,01/02/2004,,1,1,7828,561,1438,843,3807,77,3,26,1,1,1,,0,7072,38,7768,253,7828,561,7648,145,7159,896,6498,959,6163,391,6108,9,5956,944,5658,783,5079,262,4349,743,3723,632,3167,261,2586,981,2221,989,2133,474,2066,116,1889,778,1760,902,1589,512,1553,129,1509,888,1488,44,1474,205,1438,843,1467,107,1553,129,1488,44,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,
