EstacaoCodigo,NivelConsistencia,Data,Hora,MediaDiaria,MetodoObtencaoVazoes,Maxima,Minima,Media,DiaMaxima,DiaMinima,MaximaStatus,MinimaStatus,MediaStatus,MediaAnual,MediaAnualStatus,Vazao01,Vazao02,Vazao03,Vazao04,Vazao05,Vazao06,Vazao07,Vazao08,Vazao09,Vazao10,Vazao11,Vazao12,Vazao13,Vazao14,Vazao15,Vazao16,Vazao17,Vazao18,Vazao19,Vazao20,Vazao21,Vazao22,Vazao23,Vazao24,Vazao25,Vazao26,Vazao27,Vazao28,Vazao29,Vazao30,Vazao31,Vazao01Status,Vazao02Status,Vazao03Status,Vazao04Status,Vazao05Status,Vazao06Status,Vazao07Status,Vazao08Status,Vazao09Status,Vazao10Status,Vazao11Status,Vazao12Status,Vazao13Status,Vazao14Status,Vazao15Status,Vazao16Status,Vazao17Status,Vazao18Status,Vazao19Status,Vazao20Status,Vazao21Status,Vazao22Status,Vazao23Status,Vazao24Status,Vazao25Status,Vazao26Status,Vazao27Status,Vazao28Status,Vazao29Status,Vazao30Status,Vazao31Status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49705000,1,01/06/2023,,1,1,1224,19,1095,896,1171,683,22,28,1,1,1,,0,1159,367,1163,379,1163,379,1191,611,1220,99,1187,562,1207,858,1211,933,1191,611,1183,518,1163,379,1151,359,1159,367,1163,379,1163,379,1171,419,1167,396,1163,379,1171,419,1171,419,1183,518,1224,19,1216,14,1191,611,1151,359,1159,367,1151,359,1095,896,1127,461,1123,497,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,
49705000,1,01/05/2023,,1,1,1195,665,1068,557,1119,316,23,11,2,2,2,,0,1127,461,1135,406,1119,538,1107,693,1103,755,1095,896,1091,974,1084,147,1095,896,1080,241,1068,557,1084,147,1076,341,1088,58,1111,636,1103,755,1103,755,1127,461,1135,406,1127,461,1143,372,1175,447,1195,665,1167,396,1163,379,1147,363,1139,386,1095,896,1127,461,1123,497,1151,359,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
49705000,1,01/04/2023,,1,1,1159,367,1080,241,1116,433,6,12,1,1,1,,0,1099,823,1107,693,1107,693,1115,584,1151,359,1159,367,1107,693,1139,386,1127,461,1123,497,1091,974,1080,241,1091,974,1107,693,1131,431,1131,431,1115,584,1135,406,1115,584,1151,359,1123,497,1111,636,1115,584,1119,538,1099,823,1091,974,1107,693,1095,896,1115,584,1119,538,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,
49705000,1,01/03/2023,,1,1,1478,904,1091,974,1165,48,1,28,1,1,1,,0,1478,904,1352,918,1262,429,1159,367,1127,461,1115,584,1123,497,1119,538,1099,823,1143,372,1151,359,1131,431,1131,431,1107,693,1127,461,1167,396,1207,858,1207,858,1241,926,1224,19,1171,419,1195,665,1191,611,1151,359,1131,431,1115,584,1111,636,1091,974,1091,974,1095,896,1099,823,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49705000,1,01/02/2023,,1,1,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49705000,1,01/01/2023,,1,1,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49705000,1,01/12/2022,,1,1,2545,363,1091,974,1896,513,2,29,1,1,1,,0,2503,937,2545,363,2453,699,2196,1,1967,8,1792,501,1748,952,1748,952,1780,578,1885,23,1864,741,1844,553,1905,398,2042,197,2217,737,2314,453,2187,332,1917,668,1655,52,1808,449,2187,332,2323,332,2367,945,2301,161,1958,807,1575,561,1235,124,1135,406,1091,974,1123,497,1111,636,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49705000,1,01/11/2022,,1,1,2332,226,1143,372,1621,15,30,16,2,2,2,,0,1255,579,1621,46,1609,623,1541,809,1497,29,1523,192,1512,68,1493,605,1534,351,1651,674,1772,649,1864,741,1804,457,1504,672,1224,19,1143,372,1228,286,1374,177,1575,561,1605,823,1523,192,1467,919,1541,809,1713,66,1772,649,1901,316,1975,367,1971,222,2092,938,2332,226,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,
49705000,1,01/10/2022,,1,1,1467,919,1022,305,1142,948,27,2,1,1,1,,0,1175,447,1022,305,1076,341,1095,896,1068,557,1076,341,1107,693,1107,693,1123,497,1107,693,1119,538,1115,584,1103,755,1103,755,1095,896,1084,147,1084,147,1060,794,1099,823,1119,538,1107,693,1091,974,1119,538,1131,431,1195,665,1310,823,1467,919,1392,1338,824,1235,124,1091,974,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
49705000,1,01/09/2022,,1,1,1701,963,1139,386,1320,808,24,19,1,1,1,,0,1575,561,1504,672,1489,924,1392,1211,933,1179,48,1216,14,1224,19,1252,16,1310,823,1317,8,1195,665,1279,624,1255,579,1276,177,1303,863,1293,451,1245,334,1139,386,1139,386,1187,562,1300,388,1556,772,1701,963,1659,369,1409,921,1248,745,1262,429,1245,334,1248,745,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,
49705000,1,01/08/2022,,1,1,1701,963,1139,386,1317,258,24,19,2,2,2,,0,1575,561,1504,672,1489,924,1392,1211,933,1179,48,1216,14,1224,19,1252,16,1310,823,1317,8,1195,665,1279,624,1255,579,1241,926,1303,863,1293,451,1245,334,1139,386,1139,386,1187,562,1300,388,1553,25,1701,963,1659,369,1409,921,1248,745,1262,429,1245,334,1248,745,1248,745,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,
49705000,1,01/07/2022,,1,1,3438,782,1598,235,2121,917,3,1,1,1,1,,0,1598,235,2513,118,3438,782,2931,84,2354,523,2054,832,1962,942,2021,211,2178,678,1905,398,1737,154,1917,668,2109,969,2243,94,2222,95,2084,444,1958,807,1856,655,1788,523,1946,427,2029,594,2109,969,2174,356,2017,25,1709,757,1640,16,1987,826,2209,32,2318,891,2390,386,2367,945,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49705000,1,01/06/2022,,1,1,2426,479,1289,989,1599,46,4,29,1,1,1,,0,1901,316,1694,185,1709,757,2426,479,2226,457,1983,669,1942,307,1617,235,1482,574,1431,554,1420,72,1663,223,1741,83,1482,574,1682,546,1655,52,1820,45,1609,623,1497,29,1424,327,1374,177,1435,173,1345,863,1363,53,1384,859,1331,8,1310,823,1324,792,1289,989,1409,921,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,
49705000,1,01/05/2022,,1,1,2021,211,1014,672,1356,653,31,10,1,1,1,,0,1950,55,1934,79,1812,446,1647,832,1276,177,1131,431,1123,497,1091,974,1022,305,1014,672,1068,557,1099,823,1107,693,1107,693,1127,461,1131,431,1131,431,1143,372,1147,363,1296,918,1259,2,1497,29,1248,745,1171,419,1409,921,1812,446,1701,963,1497,29,1460,615,1609,623,2021,211,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49705000,1,01/04/2022,,1,1,2008,664,1245,334,1697,18,26,19,1,1,1,,0,1860,696,1991,986,1917,668,1812,446,1828,469,1901,316,1885,23,1852,617,1804,457,1647,832,1388,427,1438,796,1659,369,1796,482,1836,504,1670,94,1417,116,1248,745,1245,334,1345,863,1317,8,1286,53,1293,451,1709,757,2000,318,2008,664,1954,677,1950,55,1909,484,1934,79,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,
49705000,1,01/03/2022,,1,1,3886,51,1564,276,3194,781,3,30,1,1,1,,0,3836,432,3852,941,3886,51,3869,481,3875,1,3836,432,3743,448,3776,155,3803,503,3798,27,3619,191,3480,879,3454,543,3438,782,3624,557,3798,27,3836,432,3841,932,3608,471,3417,816,3206,6,3024,891,2747,252,2536,132,2381,399,2127,58,1983,669,1748,952,1579,331,1564,276,1741,83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49705000,1,01/02/2022,,1,1,4030,912,3803,503,3949,915,3,27,1,1,1,,0,4002,879,4014,82,4030,912,4025,299,4008,479,4030,912,4008,479,4019,689,4002,879,3980,513,3969,35,4008,479,4008,479,4002,879,3947,63,3941,5,3941,5,3963,773,3958,2,3924,83,3913,734,3875,1,3841,932,3841,932,3858,451,3852,941,3803,503,3819,952,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,,,
49705000,1,01/01/2022,,1,1,4030,912,724,331,1989,41,29,5,2,2,2,,0,751,334,741,164,731,47,734,413,724,331,789,75,823,993,1045,333,939,55,764,977,747,938,809,957,891,91,932,16,1080,241,1381,294,1636,33,1917,668,2025,401,2358,993,2694,983,3054,775,3267,441,3381,256,3646,52,3947,63,3880,524,3958,2,4030,912,3991,689,3991,689,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
49705000,1,01/12/2021,,1,1,1370,624,701,13,890,584,2,20,1,1,1,,0,1139,386,1370,624,1045,333,845,219,785,615,771,833,754,736,744,548,809,957,1049,191,1163,379,1167,396,1060,794,827,516,761,557,741,164,731,47,741,164,720,982,701,13,717,639,775,27,859,483,789,75,758,144,806,462,1123,497,1111,636,1010,864,910,121,813,457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49705000,1,01/11/2021,,1,1,1504,672,731,47,1008,64,8,20,1,1,1,,0,758,144,995,686,1314,31,1399,156,1453,326,1453,326,1464,265,1504,672,1460,615,1442,423,1431,554,1279,624,950,678,796,13,768,402,823,993,802,973,802,973,758,144,731,47,737,786,737,786,734,413,741,164,816,963,831,45,813,457,771,833,799,49,866,649,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,
49705000,1,01/10/2021,,1,1,2183,3,704,327,1134,817,2,30,1,1,1,,0,1885,23,2183,3,1950,55,1709,757,1526,908,1467,919,1659,369,1594,446,1586,881,1446,53,1060,794,831,45,873,839,831,45,1139,386,1262,429,1151,359,1053,53,841,667,789,75,758,144,761,557,754,736,775,27,895,541,778,713,727,686,717,639,727,686,704,327,734,413,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49705000,1,01/09/2021,,1,1,2363,467,768,402,1330,591,24,1,1,1,1,,0,768,402,782,161,852,34,1091,974,1143,372,1216,14,1310,823,1367,75,1139,386,1123,497,1512,68,1617,235,1171,419,995,686,1486,247,1686,422,1636,33,1424,327,1080,241,954,398,1029,959,1413,516,2021,211,2363,467,1909,484,1632,503,1321,294,1155,36,1272,734,1438,796,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,
49705000,1,01/08/2021,,1,1,1307,341,714,302,889,95,5,31,1,1,1,,0,1131,431,827,516,751,334,1018,486,1307,341,1279,624,1072,446,831,45,768,402,754,736,792,541,913,78,961,856,895,541,768,402,946,963,1014,672,1007,61,888,284,806,462,834,58,785,615,761,557,809,957,932,16,902,82,827,516,799,49,761,557,720,982,714,302,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49705000,1,01/07/2021,,1,1,1289,989,741,164,853,658,31,1,1,1,1,,0,741,164,744,548,761,557,764,977,799,49,785,615,789,75,789,75,764,977,751,334,741,164,751,334,758,144,768,402,758,144,785,615,816,963,1175,447,1179,48,1060,794,1053,53,859,483,771,833,761,557,758,144,799,49,778,713,813,457,902,82,1187,562,1289,989,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49705000,1,01/06/2021,,1,1,1163,379,737,786,1015,421,8,30,1,1,1,,0,1115,584,1131,431,1127,461,1151,359,1147,363,1143,372,1155,36,1163,379,1159,367,1163,379,1119,538,1115,584,1135,406,1084,147,1119,538,1107,693,1107,693,1103,755,1095,896,1084,147,917,445,841,667,802,973,799,49,778,713,768,402,768,402,764,977,751,334,737,786,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,
49705000,1,01/05/2021,,1,1,1175,447,902,82,1124,392,2,25,1,1,1,,0,1147,363,1175,447,1155,36,1135,406,1151,359,1143,372,1155,36,1155,36,1131,431,1135,406,1143,372,1143,372,1155,36,1167,396,1171,419,1155,36,1147,363,1147,363,1143,372,1143,372,1151,359,1167,396,1167,396,1107,693,902,82,906,468,1014,672,1103,755,1107,693,1103,755,1119,538,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49705000,1,01/04/2021,,1,1,1167,396,913,78,1109,453,28,1,1,1,1,,0,913,78,913,78,1018,486,1076,341,1091,974,1088,58,1095,896,1076,341,1088,58,1103,755,1151,359,1155,36,1159,367,1143,372,1115,584,1115,584,1127,461,1127,461,1103,755,1091,974,1123,497,1155,36,1147,363,1155,36,1155,36,1139,386,1163,379,1167,396,1167,396,1151,359,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,
49705000,1,01/03/2021,,1,1,999,472,720,982,815,337,30,7,1,1,1,,0,820,475,866,649,845,219,782,161,768,402,741,164,720,982,741,164,809,957,895,541,917,445,917,445,816,963,778,713,809,957,792,541,809,957,775,27,775,27,764,977,775,27,741,164,724,331,778,713,768,402,761,557,796,13,852,34,928,473,999,472,999,472,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49705000,1,01/02/2021,,1,1,1265,861,744,548,882,513,6,14,1,1,1,,0,935,852,950,678,1080,241,1135,406,1187,562,1265,861,1119,538,873,839,834,58,881,5,881,5,816,963,782,161,744,548,816,963,806,462,823,993,873,839,834,58,789,75,761,557,747,938,768,402,778,713,778,713,796,13,796,13,848,776,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,,,
49705000,1,01/01/2021,,1,1,2310,19,789,75,1130,269,1,25,1,1,1,,0,2310,19,2097,19,1848,583,1564,276,1331,8,1183,518,1199,724,1131,431,1060,794,1103,755,873,839,910,121,976,836,1029,959,1022,305,1022,305,954,398,834,58,845,219,961,856,999,472,1014,672,973,83,881,5,789,75,848,776,932,16,1029,959,1099,823,1131,431,1076,341,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49705000,1,01/12/2020,,1,1,2790,334,1534,351,2374,573,20,29,1,1,1,,0,1694,185,1864,741,1921,765,2135,625,2408,404,2513,118,2403,894,2345,594,2467,357,2545,363,2661,944,2666,653,2582,427,2287,902,2261,481,2462,801,2661,944,2747,252,2756,801,2790,334,2756,801,2624,397,2615,45,2666,653,2756,801,2587,76,2174,356,1808,449,1534,351,1836,504,2071,731,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49705000,1,01/11/2020,,1,1,2540,746,1556,772,2020,369,22,9,1,1,1,,0,2196,1,2017,25,1954,677,1889,91,2054,832,2161,413,2088,689,1836,504,1556,772,1571,796,1741,83,1804,457,1800,468,1925,866,2004,489,1958,807,2157,106,1946,427,2345,594,2435,538,2508,526,2540,746,2327,777,2017,25,1942,307,1868,79,2046,405,2174,356,2017,25,1721,476,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,
49705000,1,01/10/2020,,1,1,2314,453,1579,331,1977,363,30,20,1,1,1,,0,2025,401,1983,669,1983,669,1975,367,1975,367,1938,191,1962,942,1971,222,2046,405,2097,19,2170,38,2127,58,2071,731,1975,367,1913,574,1934,79,2042,197,2029,594,1792,501,1579,331,1617,235,1832,485,2004,489,2025,401,1925,866,1772,649,1745,15,2012,843,2230,822,2314,453,2222,95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49705000,1,01/09/2020,,1,1,2008,664,1283,75,1669,73,30,1,1,1,1,,0,1283,75,1328,294,1321,294,1384,859,1456,969,1512,68,1399,156,1310,823,1370,624,1575,561,1756,836,1796,482,1780,578,1545,544,1519,48,1586,881,1530,627,1682,546,1844,553,1929,971,1901,316,1876,899,1913,574,1864,741,1868,79,1996,15,1979,516,1868,79,1897,237,2008,664,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,
49705000,1,01/08/2020,,1,1,1844,553,1076,341,1387,304,13,10,1,1,1,,0,1667,8,1560,522,1289,989,1211,933,1279,624,1303,863,1296,918,1231,728,1159,367,1076,341,1127,461,1303,863,1844,553,1575,561,1605,823,1526,908,1335,31,1276,177,1307,341,1478,904,1709,757,1571,796,1504,672,1300,388,1199,724,1272,734,1420,72,1471,577,1446,53,1345,863,1303,863,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49705000,1,01/07/2020,,1,1,1889,91,1207,858,1532,444,10,20,1,1,1,,0,1705,858,1784,549,1840,526,1856,655,1764,735,1556,772,1493,605,1705,858,1876,899,1889,91,1745,15,1605,823,1399,156,1424,327,1526,908,1519,48,1446,53,1392,1296,918,1207,858,1248,745,1370,624,1402,741,1409,921,1417,116,1352,918,1207,858,1252,16,1478,904,1632,503,1694,185,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
49705000,1,01/06/2020,,1,1,1598,235,1111,636,1227,419,29,12,2,2,2,,0,1183,518,1191,611,1220,99,1224,19,1207,858,1179,48,1151,359,1143,372,1143,372,1119,538,1115,584,1111,636,1111,636,1119,538,1167,396,1245,334,1265,861,1255,579,1228,286,1207,858,1191,611,1155,36,1167,396,1167,396,1211,933,1238,523,1377,734,1530,627,1598,235,1590,662,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,
49705000,1,01/05/2020,,1,1,1409,921,1107,693,1217,672,1,19,1,1,1,,0,1409,921,1388,427,1392,1409,921,1388,427,1388,427,1384,859,1345,863,1286,53,1241,926,1187,562,1151,359,1147,363,1151,359,1151,359,1143,372,1147,363,1123,497,1107,693,1147,363,1159,367,1171,419,1171,419,1155,36,1143,372,1131,431,1143,372,1143,372,1139,386,1139,386,1155,36,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
49705000,1,01/04/2020,,1,1,1905,398,1349,389,1455,725,1,5,1,1,1,,0,1905,398,1575,561,1424,327,1367,75,1349,389,1356,451,1406,329,1467,919,1493,605,1493,605,1482,574,1456,969,1446,53,1413,516,1399,156,1399,156,1395,576,1417,116,1424,327,1442,423,1464,265,1471,577,1460,615,1449,688,1442,423,1456,969,1449,688,1446,53,1464,265,1449,688,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,
49705000,1,01/03/2020,,1,1,2033,791,845,219,1156,201,31,17,1,1,1,,0,976,836,902,82,943,254,1056,921,1151,359,1224,19,1307,341,1331,8,1269,296,1103,755,1022,305,1026,129,1037,636,965,593,884,664,848,776,845,219,895,541,976,836,1088,58,1076,341,1056,921,1007,61,1111,636,1392,1392,1733,229,1464,265,1331,8,1384,859,2033,791,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,
49705000,1,01/02/2020,,1,1,1235,124,831,45,1015,382,8,27,2,2,2,,0,1139,386,1123,497,1007,61,910,121,902,82,1060,794,1195,665,1235,124,1171,419,1007,61,976,836,1091,974,1171,419,1195,665,1203,789,1115,584,961,856,902,82,946,963,1060,794,1022,305,924,791,888,284,910,121,895,541,859,483,831,45,831,45,902,82,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,,
49705000,1,01/01/2020,,1,1,1279,624,852,34,1063,857,11,1,1,1,1,,0,852,34,863,63,866,649,913,78,995,686,1026,129,980,595,921,115,1014,672,1231,728,1279,624,1216,14,1139,386,995,686,946,963,1026,129,1068,557,1099,823,1068,557,965,593,932,16,1041,482,1179,48,1211,933,1245,334,1259,2,1155,36,1080,241,1103,755,1151,359,1147,363,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49705000,1,01/12/2019,,1,1,1143,372,820,475,877,929,1,5,1,1,1,,0,1143,372,1014,672,888,284,827,516,820,475,831,45,877,441,965,593,969,335,910,121,881,5,877,441,873,839,891,91,877,441,859,483,855,909,845,219,845,219,845,219,852,34,848,776,848,776,848,776,845,219,845,219,852,34,848,776,841,667,845,219,838,121,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49705000,1,01/11/2019,,1,1,1764,735,870,241,1153,863,22,19,1,1,1,,0,1303,863,1359,989,1241,926,1022,305,973,83,1103,755,1187,562,1220,99,1195,665,1119,538,980,595,921,115,1099,823,1183,518,1155,36,1099,823,999,472,873,839,870,241,1099,823,1449,688,1764,735,1632,503,1399,156,1163,379,1064,673,1084,147,980,595,961,856,1103,755,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,
49705000,1,01/10/2019,,1,1,1324,792,782,161,904,551,26,7,1,1,1,,0,841,667,841,667,845,219,827,516,796,13,789,75,782,161,789,75,782,161,782,161,796,13,813,457,841,667,831,45,827,516,827,516,820,475,816,963,802,973,809,957,796,13,806,462,935,852,1139,386,1303,863,1324,792,1276,177,1053,53,954,398,1003,264,1183,518,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49705000,1,01/09/2019,,1,1,848,776,771,833,799,963,29,5,1,1,1,,0,845,219,831,45,785,615,796,13,771,833,775,27,778,713,778,713,771,833,796,13,809,957,806,462,796,13,806,462,796,13,796,13,775,27,799,49,792,541,782,161,785,615,775,27,771,833,792,541,809,957,820,475,823,993,841,667,848,776,838,121,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,
49705000,1,01/08/2019,,1,1,943,254,747,938,790,898,23,19,3,3,3,,0,789,75,802,973,796,13,802,973,813,457,796,13,775,27,778,713,771,833,789,75,782,161,796,13,778,713,782,161,785,615,775,27,758,144,775,27,747,938,775,27,778,713,771,833,943,254,768,402,768,402,764,977,782,161,799,49,806,462,816,963,845,219,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,
49705000,1,01/07/2019,,1,1,1099,823,771,833,837,918,13,30,1,1,1,,0,785,615,792,541,799,49,806,462,809,957,820,475,802,973,792,541,799,49,813,457,859,483,969,335,1099,823,1076,341,961,856,845,219,841,667,831,45,827,516,831,45,831,45,823,993,802,973,799,49,813,457,813,457,792,541,789,75,778,713,771,833,792,541,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49705000,1,01/06/2019,,1,1,813,457,758,144,782,9,10,5,1,1,1,,0,782,161,792,541,778,713,768,402,758,144,761,557,771,833,796,13,799,49,813,457,809,957,813,457,813,457,796,13,806,462,796,13,789,75,778,713,768,402,761,557,758,144,761,557,758,144,764,977,761,557,775,27,778,713,782,161,778,713,785,615,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,
49705000,1,01/05/2019,,1,1,888,284,741,164,792,589,18,29,1,1,1,,0,758,144,877,441,866,649,813,457,792,541,764,977,754,736,751,334,778,713,771,833,754,736,751,334,775,27,782,161,813,457,852,34,884,664,888,284,884,664,827,516,796,13,799,49,789,75,758,144,768,402,758,144,747,938,751,334,741,164,758,144,758,144,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49705000,1,01/04/2019,,1,1,845,219,645,603,764,917,2,30,1,1,1,,0,792,541,845,219,823,993,785,615,789,75,778,713,744,548,751,334,734,413,720,982,751,334,792,541,823,993,806,462,751,334,724,331,775,27,809,957,834,58,806,462,831,45,813,457,701,13,701,13,734,413,744,548,741,164,724,331,668,209,645,603,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,
49705000,1,01/03/2019,,1,1,888,284,717,639,779,201,26,12,1,1,1,,0,724,331,734,413,734,413,720,982,727,686,724,331,724,331,744,548,768,402,758,144,731,47,717,639,727,686,751,334,816,963,789,75,754,736,741,164,744,548,768,402,796,13,823,993,866,649,863,63,884,664,888,284,848,776,870,241,838,121,782,161,789,75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49705000,1,01/02/2019,,1,1,823,993,710,971,766,882,2,12,1,1,1,,0,816,963,823,993,823,993,782,161,758,144,820,475,802,973,771,833,785,615,737,786,727,686,710,971,714,302,724,331,741,164,802,973,789,75,799,49,751,334,761,557,789,75,782,161,782,161,764,977,744,548,720,982,724,331,717,639,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,,,
49705000,1,01/01/2019,,1,1,902,82,658,484,787,75,20,3,1,1,1,,0,674,722,664,961,658,484,658,484,668,209,677,987,681,259,684,536,681,259,681,259,687,82,694,405,764,977,809,957,823,993,831,45,855,909,870,241,881,5,902,82,902,82,891,91,888,284,877,441,873,839,881,5,870,241,877,441,852,34,831,45,820,475,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
